seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
3,multi_greedy,4,1,0,78,2,2,0,0.110524,0.303178,0.336570,0.000000,0.000000,0.000000,0.000000,0,25,28,27,92.000000,89.000000,112.667000,0.738766,0.461707,0.092250,0.033393,0.032159,0.015221,0.033393,0.303178,0.336570,0.033393,0.110524,0.738766,0.628242,4,0,4,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,1,1,70,2,2,0,0.110523,0.303178,0.355503,0.000000,0.000000,0.000000,0.000000,0,26,28,26,92.000000,89.000000,112.667000,0.711404,0.461707,0.095798,0.018933,0.017720,0.000000,0.018933,0.336570,0.355503,0.018933,0.110523,0.711404,0.600881,4,1,3,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,1,2,67,2,2,0,0.110516,0.303178,0.375091,0.000000,0.000000,0.000000,0.000000,0,27,28,25,92.000000,89.000000,112.667000,0.685997,0.461707,0.099631,0.019588,0.018420,0.000000,0.019588,0.355503,0.375091,0.019588,0.110516,0.685997,0.575481,4,2,2,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,1,3,10,2,2,0,0.110377,0.303178,0.395183,0.000000,0.000000,0.000000,0.000000,0,28,28,24,92.000000,89.000000,112.667000,0.662342,0.461707,0.103796,0.020091,0.018997,0.000000,0.020091,0.375091,0.395183,0.020091,0.110377,0.662342,0.551965,4,3,1,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,2,0,32,2,2,0,0.080189,0.355709,0.396281,0.000000,0.000000,0.000000,0.000000,0,29,28,23,94.833300,87.333300,57.000000,0.565155,0.475136,0.080031,0.040572,0.040317,0.015014,0.040572,0.355709,0.396281,0.040572,0.080189,0.565155,0.484965,4,0,4,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,2,1,2,2,2,0,0.080188,0.355709,0.422913,0.000000,0.000000,0.000000,0.000000,0,30,28,22,94.833300,87.333300,57.000000,0.546924,0.475136,0.083669,0.026632,0.026605,0.000000,0.026632,0.396281,0.422913,0.026632,0.080188,0.546924,0.466736,4,1,3,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,2,2,13,2,2,1,0.080052,0.355709,0.450571,0.000000,0.000000,0.000000,0.000000,0,31,28,21,94.833300,87.333300,57.000000,0.529832,0.475136,0.087674,0.027389,0.027658,0.000000,0.027658,0.422913,0.450571,0.027658,0.080052,0.475136,0.395084,4,2,2,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,2,3,29,2,2,0,0.080051,0.355709,0.478660,0.000000,0.000000,0.000000,0.000000,0,31,29,20,94.833300,87.333300,57.000000,0.529832,0.459298,0.092058,0.028090,0.027977,0.000000,0.028090,0.450571,0.478660,0.028090,0.080051,0.529832,0.449781,4,3,1,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,3,0,39,2,2,1,0.101091,0.445689,0.494813,0.000000,0.000000,0.000000,0.000000,0,32,29,19,95.500000,86.500000,55.166700,0.446174,0.427465,0.100044,0.048331,0.049124,0.023824,0.049124,0.445689,0.494813,0.049124,0.101091,0.427465,0.326374,4,0,4,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,3,1,28,2,2,1,0.100959,0.445689,0.518884,0.000000,0.000000,0.000000,0.000000,0,32,30,18,95.500000,86.500000,55.166700,0.446174,0.413676,0.105648,0.023722,0.024071,0.000000,0.024071,0.494813,0.518884,0.024071,0.100959,0.413676,0.312717,4,1,3,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,3,2,50,2,2,0,0.100814,0.445689,0.541139,0.000000,0.000000,0.000000,0.000000,0,32,31,17,95.500000,86.500000,55.166700,0.446174,0.400749,0.111917,0.022255,0.022064,0.000000,0.022255,0.518884,0.541139,0.022255,0.100814,0.446174,0.345360,4,2,2,fixed,4,4,0,0,0.000000,1,
3,multi_greedy,4,3,3,74,2,2,1,0.098359,0.445689,0.560762,0.000000,0.000000,0.000000,0.000000,0,33,31,16,95.500000,86.500000,55.166700,0.433052,0.400749,0.119884,0.019295,0.019623,0.000000,0.019623,0.541139,0.560762,0.019623,0.098359,0.400749,0.302390,4,3,1,fixed,4,4,0,0,0.000000,1,
