episode_id,source_file,seed,cycle_id,target_ue_id,target_mode,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,satisfaction_class,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,reward,next_cycle_id,next_current_bs_id,next_app_type,next_tp_mbps,next_rtt_ms,next_satisfaction,next_satisfaction_class,next_num_users_on_current_bs,next_harmonic_mean,next_num_unsatisfied_users,next_target_ue_flag,acted_ue_bs_after,acted_ue_tp_after,acted_ue_rtt_after,acted_ue_satisfaction_after,done,measurement_valid,next_measurement_valid
terms10_methodrandom_seed8,master_log_10_random_20260611_235148.csv,8,1,8,flag_only,2,4,0.055431,71.500000,0.559441,unsatisfied,5,0.872544,1,1,2,0,-0.110338,2,2,4,0.055431,69.666700,0.574162,unsatisfied,7,0.762206,4,0,2,0.055431,69.666700,0.574162,0,1,1
terms10_methodrandom_seed8,master_log_10_random_20260611_235148.csv,8,2,3,flag_only,2,2,4.288581,69.666700,0.536073,unsatisfied,7,0.762206,4,1,2,0,0.204776,3,2,2,7.810851,71.333300,0.976356,satisfied,3,0.966982,0,0,2,7.810851,71.333300,0.976356,0,1,1
terms10_methodrandom_seed8,master_log_10_random_20260611_235148.csv,8,3,1,flag_only,1,3,0.035200,55.500000,1.801802,high_satisfaction,6,0.966982,0,1,2,1,-0.032345,4,2,3,0.035200,79.000000,1.265823,satisfied,4,0.934637,0,0,2,0.035200,79.000000,1.265823,0,1,1
terms10_methodrandom_seed8,master_log_10_random_20260611_235148.csv,8,4,10,flag_only,0,4,0.055194,50.000000,0.800000,satisfied,4,0.934637,0,1,0,0,0.056626,5,0,4,0.055194,50.000000,0.800000,satisfied,5,0.991263,0,0,0,0.055194,50.000000,0.800000,1,1,1
