source_file,seed,cycle_id,target_ue_id,target_mode,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,reward,next_cycle_id,next_current_bs_id,next_app_type,next_tp_mbps,next_rtt_ms,next_satisfaction,next_num_users_on_current_bs,next_harmonic_mean,next_num_unsatisfied_users,next_target_ue_flag,acted_ue_bs_after,acted_ue_tp_after,acted_ue_rtt_after,acted_ue_satisfaction_after,done,measurement_valid,next_measurement_valid
master_log_80_multi_greedy_20260719_170153.csv,4,1,70,top_k_low,2,2,0.920261,101.333000,0.115033,22,0.320109,58,1,2,0.078843,2,2,2,1.572662,59.333300,0.196583,15,0.398952,58,0,2,1.572662,59.333300,0.196583,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,47,top_k_low,2,2,0.921235,101.333000,0.115154,22,0.320109,58,0,2,0.078843,2,2,2,1.562807,59.333300,0.195351,15,0.398952,58,0,2,1.562807,59.333300,0.195351,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,29,top_k_low,2,2,0.921248,101.333000,0.115156,22,0.320109,58,0,2,0.078843,2,2,2,1.493891,59.333300,0.186736,15,0.398952,58,0,2,1.493891,59.333300,0.186736,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,54,top_k_low,2,2,0.922434,101.333000,0.115304,22,0.320109,58,0,2,0.078843,2,2,2,1.574725,59.333300,0.196841,15,0.398952,58,0,2,1.574725,59.333300,0.196841,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,68,top_k_low,2,2,1.006583,101.333000,0.125823,22,0.320109,58,0,2,0.078843,2,2,2,1.572621,59.333300,0.196578,15,0.398952,58,0,2,1.572621,59.333300,0.196578,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,33,top_k_low,2,2,1.032802,101.333000,0.129100,22,0.320109,58,0,0,0.078843,2,0,2,3.195612,108.167000,0.399452,35,0.398952,58,0,0,3.195612,108.167000,0.399452,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,31,top_k_low,2,2,1.034977,101.333000,0.129372,22,0.320109,58,0,0,0.078843,2,0,2,3.179288,108.167000,0.397411,35,0.398952,58,0,0,3.179288,108.167000,0.397411,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,1,30,top_k_low,2,2,1.034989,101.333000,0.129374,22,0.320109,58,0,0,0.078843,2,0,2,3.162916,108.167000,0.395365,35,0.398952,58,0,0,3.162916,108.167000,0.395365,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,10,top_k_low,1,2,1.325635,78.833300,0.165704,30,0.398952,58,1,1,0.047251,3,1,2,1.918075,77.666700,0.239759,27,0.446203,58,1,1,1.918075,77.666700,0.239759,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,16,top_k_low,1,2,1.328914,78.833300,0.166114,30,0.398952,58,0,1,0.047251,3,1,2,1.924611,77.666700,0.240576,27,0.446203,58,0,1,1.924611,77.666700,0.240576,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,7,top_k_low,1,2,1.329965,78.833300,0.166246,30,0.398952,58,0,1,0.047251,3,1,2,1.923452,77.666700,0.240432,27,0.446203,58,0,1,1.923452,77.666700,0.240432,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,27,top_k_low,1,2,1.374797,78.833300,0.171850,30,0.398952,58,0,1,0.047251,3,1,2,1.922353,77.666700,0.240294,27,0.446203,58,0,1,1.922353,77.666700,0.240294,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,22,top_k_low,1,2,1.375919,78.833300,0.171990,30,0.398952,58,0,1,0.047251,3,1,2,1.923415,77.666700,0.240427,27,0.446203,58,0,1,1.923415,77.666700,0.240427,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,52,top_k_low,1,2,1.411941,78.833300,0.176493,30,0.398952,58,0,1,0.047251,3,1,2,1.922435,77.666700,0.240304,27,0.446203,58,0,1,1.922435,77.666700,0.240304,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,56,top_k_low,1,2,1.412944,78.833300,0.176618,30,0.398952,58,0,0,0.047251,3,0,2,2.629446,109.167000,0.328681,37,0.446203,58,0,0,2.629446,109.167000,0.328681,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,2,55,top_k_low,1,2,1.412980,78.833300,0.176622,30,0.398952,58,0,0,0.047251,3,0,2,2.629493,109.167000,0.328687,37,0.446203,58,0,0,2.629493,109.167000,0.328687,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,10,top_k_low,1,2,1.918075,77.666700,0.239759,27,0.446203,58,1,1,0.009728,4,1,2,2.179112,75.666700,0.272389,23,0.455931,58,0,1,2.179112,75.666700,0.272389,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,27,top_k_low,1,2,1.922353,77.666700,0.240294,27,0.446203,58,0,1,0.009728,4,1,2,2.208656,75.666700,0.276082,23,0.455931,58,0,1,2.208656,75.666700,0.276082,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,52,top_k_low,1,2,1.922435,77.666700,0.240304,27,0.446203,58,0,1,0.009728,4,1,2,2.212007,75.666700,0.276501,23,0.455931,58,0,1,2.212007,75.666700,0.276501,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,22,top_k_low,1,2,1.923415,77.666700,0.240427,27,0.446203,58,0,1,0.009728,4,1,2,2.196639,75.666700,0.274580,23,0.455931,58,0,1,2.196639,75.666700,0.274580,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,7,top_k_low,1,2,1.923452,77.666700,0.240432,27,0.446203,58,0,1,0.009728,4,1,2,2.180254,75.666700,0.272532,23,0.455931,58,0,1,2.180254,75.666700,0.272532,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,16,top_k_low,1,2,1.924611,77.666700,0.240576,27,0.446203,58,0,2,0.009728,4,2,2,1.960642,62.833300,0.245080,24,0.455931,58,0,2,1.960642,62.833300,0.245080,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,1,top_k_low,0,2,2.593424,109.167000,0.324178,37,0.446203,58,0,0,0.009728,4,0,2,2.761627,109.833000,0.345203,33,0.455931,58,0,0,2.761627,109.833000,0.345203,0,1,1
master_log_80_multi_greedy_20260719_170153.csv,4,3,13,top_k_low,0,2,2.599981,109.167000,0.324998,37,0.446203,58,0,0,0.009728,4,0,2,2.790091,109.833000,0.348761,33,0.455931,58,0,0,2.790091,109.833000,0.348761,0,1,1
