episode_id,source_file,seed,cycle_id,target_ue_id,target_mode,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,satisfaction_class,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,reward,next_cycle_id,next_current_bs_id,next_app_type,next_tp_mbps,next_rtt_ms,next_satisfaction,next_satisfaction_class,next_num_users_on_current_bs,next_harmonic_mean,next_num_unsatisfied_users,next_target_ue_flag,acted_ue_bs_after,acted_ue_tp_after,acted_ue_rtt_after,acted_ue_satisfaction_after,done,measurement_valid,next_measurement_valid
terms10_methodrandom_seed2,master_log_10_random_20260611_225135.csv,2,1,1,flag_only,1,3,0.035200,31.000000,3.225806,high_satisfaction,2,1.068863,0,1,0,1,-0.016558,2,0,3,0.034926,84.166700,1.188118,satisfied,4,1.052305,0,0,0,0.034926,84.166700,1.188118,0,1,1
terms10_methodrandom_seed2,master_log_10_random_20260611_225135.csv,2,2,8,flag_only,1,2,7.399965,38.500000,0.924996,satisfied,2,1.052305,0,1,0,1,-0.089914,3,0,2,7.399965,50.000000,0.924996,satisfied,3,0.962391,1,0,0,7.399965,50.000000,0.924996,0,1,1
terms10_methodrandom_seed2,master_log_10_random_20260611_225135.csv,2,3,6,flag_only,2,4,0.055668,60.500000,0.661157,unsatisfied,3,0.962391,1,1,1,1,0.019502,4,1,4,0.055194,41.500000,0.963855,satisfied,6,0.981893,0,0,1,0.055194,41.500000,0.963855,0,1,1
terms10_methodrandom_seed2,master_log_10_random_20260611_225135.csv,2,4,1,flag_only,1,3,0.035200,41.500000,2.409639,high_satisfaction,6,0.981893,0,1,0,1,-0.011666,5,0,3,0.035200,50.000000,2.000000,high_satisfaction,4,0.970227,0,1,0,0.035200,50.000000,2.000000,1,1,1
