seed,method,effective_method,bootstrap_cycle_flag,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1003,centralized_dqn,centralized_dqn,0,80,2,0,64,0,0,2,0.277589,0.503218,0.514466,0.000000,0.000000,0.000000,0.000000,-1,36,16,28,113.000000,71.833300,18.500000,0.277175,0.295487,0.268017,0.000000,0.008169,0.010958,0.010958,0.503508,0.514466,0.010958,0.277589,0.268017,-0.009572,80,0,80,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,1,58,0,0,2,0.277592,0.503218,0.524334,0.000000,0.000000,0.000000,0.000000,-1,35,16,29,113.000000,71.833300,18.500000,0.285095,0.295487,0.259086,0.000000,0.007847,0.009868,0.009868,0.514466,0.524334,0.009868,0.277592,0.259086,-0.018506,80,1,79,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,2,16,0,0,2,0.276360,0.503218,0.532893,0.000000,0.000000,0.000000,0.000000,-1,34,16,30,113.000000,71.833300,18.500000,0.293517,0.295487,0.249615,0.000000,0.007442,0.008559,0.008559,0.524334,0.532893,0.008559,0.276360,0.249615,-0.026744,80,2,78,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,3,80,0,0,2,0.277598,0.503218,0.540126,0.000000,0.000000,0.000000,0.000000,-1,33,16,31,113.000000,71.833300,18.500000,0.302373,0.295487,0.242898,0.000000,0.006959,0.007233,0.007233,0.532893,0.540126,0.007233,0.277598,0.242898,-0.034700,80,3,77,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,4,21,0,0,2,0.276355,0.503218,0.545776,0.000000,0.000000,0.000000,0.000000,-1,32,16,32,113.000000,71.833300,18.500000,0.311862,0.295487,0.234483,0.000000,0.006400,0.005650,0.005650,0.540126,0.545776,0.005650,0.276355,0.234483,-0.041872,80,4,76,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,5,76,0,0,2,0.277589,0.503218,0.549881,0.000000,0.000000,0.000000,0.000000,-1,31,16,33,113.000000,71.833300,18.500000,0.321881,0.295487,0.228603,0.000000,0.005774,0.004105,0.004105,0.545776,0.549881,0.004105,0.277589,0.228603,-0.048986,80,5,75,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,6,3,0,0,2,0.272117,0.503218,0.551946,0.000000,0.000000,0.000000,0.000000,-1,30,16,34,113.000000,71.833300,18.500000,0.332798,0.295487,0.217694,0.000000,0.005082,0.002065,0.002065,0.549881,0.551946,0.002065,0.272117,0.217694,-0.054423,80,6,74,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,7,59,0,0,2,0.277595,0.503218,0.552619,0.000000,0.000000,0.000000,0.000000,-1,29,16,35,113.000000,71.833300,18.500000,0.344080,0.295487,0.215907,0.000000,0.004351,0.000672,0.000672,0.551946,0.552619,0.000672,0.277595,0.215907,-0.061688,80,7,73,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,8,51,0,0,2,0.277589,0.503218,0.551546,0.000000,0.000000,0.000000,0.000000,-1,28,16,36,113.000000,71.833300,18.500000,0.356368,0.295487,0.210067,0.000000,0.003585,-0.001072,-0.001072,0.552619,0.551546,-0.001072,0.277589,0.210067,-0.067522,80,8,72,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,9,41,0,0,2,0.277595,0.503218,0.548750,0.000000,0.000000,0.000000,0.000000,-1,27,16,37,113.000000,71.833300,18.500000,0.369567,0.295487,0.204544,0.000000,0.002800,-0.002796,-0.002796,0.551546,0.548750,-0.002796,0.277595,0.204544,-0.073051,80,9,71,fixed,80,1,1,0,0.000000,1,
