seed,method,effective_method,bootstrap_cycle_flag,max_switches,action_cycle_id,measured_cycle_id,h_before,h_after_estimated,estimated_reward,h_after_measured,measured_reward,cycle_reward,switch_count,num_degraded_users
1007,centralized_dqn,logistic_bootstrap,1,80,1,2,0.407261,0.618030,0.210770,0.549925,0.142664,0.067664,47,28
1007,centralized_dqn,centralized_dqn,0,80,2,3,0.549925,0.655641,0.105717,0.461121,-0.088804,-0.152804,18,46
1007,centralized_dqn,centralized_dqn,0,80,3,4,0.461121,0.413822,-0.047299,0.410914,-0.050208,-0.089208,13,26
1007,centralized_dqn,centralized_dqn,0,80,4,5,0.410914,0.369866,-0.041048,0.358218,-0.052696,-0.138696,37,49
