seed,method,effective_method,bootstrap_cycle_flag,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1002,centralized_dqn,centralized_dqn,0,80,2,0,37,0,0,2,0.332928,0.561685,0.576497,0.000000,0.000000,0.000000,0.000000,-1,30,18,32,113.000000,75.166700,49.000000,0.332636,0.294019,0.322839,0.000000,0.005247,0.011461,0.011461,0.565036,0.576497,0.011461,0.332928,0.322839,-0.010089,80,0,80,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,1,46,0,0,2,0.332917,0.561685,0.586757,0.000000,0.000000,0.000000,0.000000,-1,29,18,33,113.000000,75.166700,49.000000,0.344106,0.294019,0.313333,0.000000,0.004616,0.010260,0.010260,0.576497,0.586757,0.010260,0.332917,0.313333,-0.019583,80,1,79,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,2,2,0,0,2,0.325009,0.561685,0.595298,0.000000,0.000000,0.000000,0.000000,-1,28,18,34,113.000000,75.166700,49.000000,0.356688,0.294019,0.297152,0.000000,0.003897,0.008541,0.008541,0.586757,0.595298,0.008541,0.325009,0.297152,-0.027858,80,2,78,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,3,39,0,0,2,0.332918,0.561685,0.602689,0.000000,0.000000,0.000000,0.000000,-1,27,18,35,113.000000,75.166700,49.000000,0.369596,0.294019,0.295927,0.000000,0.003124,0.007391,0.007391,0.595298,0.602689,0.007391,0.332918,0.295927,-0.036991,80,3,77,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,4,68,0,0,2,0.332910,0.561685,0.608464,0.000000,0.000000,0.000000,0.000000,-1,26,18,36,113.000000,75.166700,49.000000,0.383811,0.294019,0.287922,0.000000,0.002284,0.005775,0.005775,0.602689,0.608464,0.005775,0.332910,0.287922,-0.044988,80,4,76,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,5,33,0,0,2,0.332925,0.561685,0.612525,0.000000,0.000000,0.000000,0.000000,-1,25,18,37,113.000000,75.166700,49.000000,0.399163,0.294019,0.280358,0.000000,0.001394,0.004061,0.004061,0.608464,0.612525,0.004061,0.332925,0.280358,-0.052567,80,5,75,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,6,65,0,0,2,0.332920,0.561685,0.614801,0.000000,0.000000,0.000000,0.000000,-1,24,18,38,113.000000,75.166700,49.000000,0.415795,0.294019,0.273165,0.000000,0.000470,0.002276,0.002276,0.612525,0.614801,0.002276,0.332920,0.273165,-0.059755,80,6,74,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,7,50,0,0,2,0.332926,0.561685,0.615253,0.000000,0.000000,0.000000,0.000000,-1,23,18,39,113.000000,75.166700,49.000000,0.433873,0.294019,0.266341,0.000000,-0.000473,0.000452,0.000452,0.614801,0.615253,0.000452,0.332926,0.266341,-0.066585,80,7,73,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,8,3,1,1,2,0.754928,0.561685,0.614749,0.000000,0.000000,0.000000,0.000000,-1,22,18,40,113.000000,75.166700,49.000000,1.157028,0.831883,0.589212,-0.003412,0.000000,-0.000504,-0.000504,0.615253,0.614749,-0.000504,0.754928,0.589212,-0.165716,80,8,72,fixed,80,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,80,2,9,60,1,1,2,0.739082,0.561685,0.613046,0.000000,0.000000,0.000000,0.000000,-1,22,17,41,113.000000,75.166700,49.000000,1.157028,0.881804,0.563110,-0.004035,0.000000,-0.001703,-0.001703,0.614749,0.613046,-0.001703,0.739082,0.563110,-0.175972,80,9,71,fixed,80,1,1,0,0.000000,1,
