seed,method,effective_method,bootstrap_cycle_flag,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1003,centralized_dqn,centralized_dqn,0,80,2,0,64,0,0,2,0.277589,0.503218,0.514466,0.000000,0.000000,0.000000,0.000000,-1,36,16,28,113.000000,71.833300,18.500000,0.277175,0.295487,0.268017,0.000000,0.008169,0.010958,0.010958,0.503508,0.514466,0.010958,0.277589,0.268017,-0.009572,80,0,80,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,1,58,0,0,2,0.277592,0.503218,0.524334,0.000000,0.000000,0.000000,0.000000,-1,35,16,29,113.000000,71.833300,18.500000,0.285095,0.295487,0.259086,0.000000,0.007847,0.009868,0.009868,0.514466,0.524334,0.009868,0.277592,0.259086,-0.018506,80,1,79,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,2,41,0,0,2,0.277595,0.503218,0.532957,0.000000,0.000000,0.000000,0.000000,-1,34,16,30,113.000000,71.833300,18.500000,0.293480,0.295487,0.250731,0.000000,0.007444,0.008624,0.008624,0.524334,0.532957,0.008624,0.277595,0.250731,-0.026864,80,2,78,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,3,16,0,0,2,0.276360,0.503218,0.540126,0.000000,0.000000,0.000000,0.000000,-1,33,16,31,113.000000,71.833300,18.500000,0.302411,0.295487,0.241815,0.000000,0.006960,0.007169,0.007169,0.532957,0.540126,0.007169,0.276360,0.241815,-0.034545,80,3,77,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,4,21,0,0,2,0.276355,0.503218,0.545776,0.000000,0.000000,0.000000,0.000000,-1,32,16,32,113.000000,71.833300,18.500000,0.311862,0.295487,0.234483,0.000000,0.006400,0.005650,0.005650,0.540126,0.545776,0.005650,0.276355,0.234483,-0.041872,80,4,76,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,5,70,1,1,2,0.860333,0.503218,0.546747,0.000000,0.000000,0.000000,0.000000,-1,31,16,33,113.000000,71.833300,18.500000,0.831561,0.835671,0.708510,-0.007321,0.000000,0.000972,0.000972,0.545776,0.546747,0.000972,0.860333,0.708510,-0.151823,80,5,75,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,6,51,0,0,2,0.277589,0.503218,0.550222,0.000000,0.000000,0.000000,0.000000,-1,31,15,34,113.000000,71.833300,18.500000,0.321881,0.313955,0.222071,0.000000,0.006841,0.003475,0.003475,0.546747,0.550222,0.003475,0.277589,0.222071,-0.055518,80,6,74,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,7,61,0,0,2,0.275959,0.503218,0.551887,0.000000,0.000000,0.000000,0.000000,-1,30,15,35,113.000000,71.833300,18.500000,0.332666,0.313955,0.214635,0.000000,0.006151,0.001665,0.001665,0.550222,0.551887,0.001665,0.275959,0.214635,-0.061324,80,7,73,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,8,50,0,0,2,0.277594,0.503218,0.551917,0.000000,0.000000,0.000000,0.000000,-1,29,15,36,113.000000,71.833300,18.500000,0.344080,0.313955,0.210071,0.000000,0.005411,0.000030,0.000030,0.551887,0.551917,0.000030,0.277594,0.210071,-0.067523,80,8,72,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,80,2,9,7,0,0,1,0.277592,0.503218,0.556552,0.000000,0.000000,0.000000,0.000000,-1,28,15,37,113.000000,71.833300,18.500000,0.356368,0.313955,0.204542,0.000000,0.004634,-0.001707,0.004634,0.551917,0.556552,0.004634,0.277592,0.313955,0.036362,80,9,71,fixed,80,1,1,0,0.000000,1,
