seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1002,online_dqn,20,1,0,21,2,2,0,0.092069,0.310341,0.335830,0.510076,-1.129921,-1.877998,-1.639997,0,30,22,28,94.000000,80.666700,65.666700,0.692583,0.379252,0.092110,0.025489,0.023196,0.006703,0.018786,0.317044,0.335830,0.018786,0.092069,0.692583,0.600514,20,0,20,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,1,28,2,2,0,0.092073,0.310341,0.355605,0.642313,-1.105587,-1.851252,-1.747900,0,31,22,27,94.000000,80.666700,65.666700,0.670940,0.379252,0.095521,0.045264,0.042839,0.025489,0.019775,0.335830,0.355605,0.019775,0.092073,0.670940,0.578867,20,1,19,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,2,67,2,2,0,0.092075,0.310341,0.376310,0.774774,-1.085616,-1.813497,-1.860390,0,32,22,26,94.000000,80.666700,65.666700,0.650609,0.379252,0.099195,0.065969,0.063417,0.045264,0.020705,0.355605,0.376310,0.020705,0.092075,0.650609,0.558534,20,2,18,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,3,64,2,2,0,0.092075,0.310341,0.397849,0.906182,-1.066132,-1.775466,-1.972314,0,33,22,25,94.000000,80.666700,65.666700,0.631473,0.379252,0.103162,0.087509,0.084839,0.065969,0.021539,0.376310,0.397849,0.021539,0.092075,0.631473,0.539398,20,3,17,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,4,54,2,2,0,0.092076,0.310341,0.420079,1.010932,-1.043072,-1.782021,-2.054004,0,34,22,24,94.000000,80.666700,65.666700,0.613431,0.379252,0.107461,0.109739,0.106966,0.087509,0.022230,0.397849,0.420079,0.022230,0.092076,0.613431,0.521355,20,4,16,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,5,73,2,2,0,0.092076,0.310341,0.442801,0.977733,-1.069125,-1.811512,-2.046858,0,35,22,23,94.000000,80.666700,65.666700,0.596391,0.379252,0.112133,0.132460,0.129606,0.109739,0.022722,0.420079,0.442801,0.022722,0.092076,0.596391,0.504315,20,5,15,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,6,53,2,2,0,0.092077,0.310341,0.465754,0.902591,-1.110697,-1.846274,-2.013288,0,36,22,22,94.000000,80.666700,65.666700,0.580273,0.379252,0.117230,0.155414,0.152506,0.132460,0.022953,0.442801,0.465754,0.022953,0.092077,0.580273,0.488196,20,6,14,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,7,34,2,2,0,0.092078,0.310341,0.488611,0.826078,-1.152975,-1.880799,-1.979053,0,37,22,21,94.000000,80.666700,65.666700,0.565002,0.379252,0.122812,0.178271,0.175346,0.155414,0.022857,0.465754,0.488611,0.022857,0.092078,0.565002,0.472924,20,7,13,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,8,58,2,2,0,0.092078,0.310341,0.510977,0.749064,-1.195470,-1.912632,-1.944533,0,38,22,20,94.000000,80.666700,65.666700,0.550515,0.379252,0.128953,0.200636,0.197739,0.178271,0.022365,0.488611,0.510977,0.022365,0.092078,0.550515,0.458437,20,8,12,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,9,29,2,2,0,0.092080,0.310341,0.532392,0.678138,-1.235456,-1.937593,-1.913593,0,39,22,19,94.000000,80.666700,65.666700,0.536752,0.379252,0.135740,0.222052,0.219234,0.200636,0.021416,0.510977,0.532392,0.021416,0.092080,0.536752,0.444672,20,9,11,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,10,19,2,2,0,0.092083,0.310341,0.552349,0.619529,-1.270248,-1.950294,-1.889778,0,40,22,18,94.000000,80.666700,65.666700,0.523661,0.379252,0.143280,0.242009,0.239327,0.222052,0.019957,0.532392,0.552349,0.019957,0.092083,0.523661,0.431578,20,10,10,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,11,76,2,2,0,0.092215,0.310341,0.570310,0.534119,-1.328356,-1.962356,-1.862476,0,41,22,17,94.000000,80.666700,65.666700,0.511193,0.379252,0.151692,0.259969,0.257486,0.242009,0.017960,0.552349,0.570310,0.017960,0.092215,0.511193,0.418978,20,11,9,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,12,77,2,2,0,0.092221,0.310341,0.585728,0.465357,-1.383956,-1.948928,-1.849313,0,42,22,16,94.000000,80.666700,65.666700,0.499304,0.379252,0.161172,0.275387,0.273165,0.259969,0.015418,0.570310,0.585728,0.015418,0.092221,0.499304,0.407084,20,12,8,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,13,79,2,2,0,0.092221,0.310341,0.598093,0.397995,-1.438963,-1.932279,-1.836957,0,43,22,15,94.000000,80.666700,65.666700,0.487957,0.379252,0.171917,0.287753,0.285850,0.275387,0.012365,0.585728,0.598093,0.012365,0.092221,0.487957,0.395736,20,13,7,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,14,35,1,1,2,0.108602,0.310341,0.585608,2.545302,-3.451705,-2.726908,-0.181606,0,44,22,14,94.000000,80.666700,65.666700,0.477113,0.437617,0.171933,0.287209,0.287753,0.275268,-0.012485,0.598093,0.585608,-0.012485,0.108602,0.171933,0.063331,20,14,6,fixed,20,1,1,0,0.000000,0,safety_h_delta
1002,online_dqn,20,1,15,61,1,1,2,0.305851,0.310341,0.586252,1.419277,-3.205081,-2.148439,-0.729162,0,44,22,14,94.000000,80.666700,65.666700,0.477113,0.409439,0.171933,0.287880,0.287753,0.275912,-0.011841,0.598093,0.586252,-0.011841,0.305851,0.171933,-0.133918,20,14,6,fixed,20,1,1,0,0.000000,0,safety_h_delta
1002,online_dqn,20,1,16,63,1,1,2,0.369392,0.310341,0.586479,1.058307,-3.126120,-1.962997,-0.904690,0,44,22,14,94.000000,80.666700,65.666700,0.477113,0.400362,0.171933,0.288117,0.287753,0.276139,-0.011614,0.598093,0.586479,-0.011614,0.369392,0.171933,-0.197459,20,14,6,fixed,20,1,1,0,0.000000,0,safety_h_delta
1002,online_dqn,20,1,17,41,0,0,2,0.425532,0.310341,0.605786,8.394135,-6.175344,-5.403850,2.218791,0,44,22,14,94.000000,80.666700,65.666700,0.425532,0.495868,0.609137,0.287753,0.290179,0.295445,0.007692,0.598093,0.605786,0.007692,0.425532,0.609137,0.183605,20,14,6,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,18,47,0,0,2,0.425532,0.310341,0.613679,8.387029,-6.048606,-5.558390,2.338423,0,43,22,15,94.000000,80.666700,65.666700,0.425532,0.495868,0.609137,0.295445,0.297934,0.303338,0.007893,0.605786,0.613679,0.007893,0.425532,0.609137,0.183605,20,15,5,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,19,74,0,0,2,0.425532,0.310341,0.621780,8.364525,-5.913244,-5.717165,2.451280,0,42,22,16,94.000000,80.666700,65.666700,0.425532,0.495868,0.609137,0.303338,0.305892,0.311440,0.008101,0.613679,0.621780,0.008101,0.425532,0.609137,0.183605,20,16,4,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,20,16,0,0,2,0.425532,0.310341,0.630098,8.342055,-5.777895,-5.875955,2.564160,0,41,22,17,94.000000,80.666700,65.666700,0.425532,0.495868,0.609137,0.311440,0.314062,0.319758,0.008318,0.621780,0.630098,0.008318,0.425532,0.609137,0.183605,20,17,3,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,21,13,0,0,2,0.425532,0.310341,0.638642,8.319616,-5.642557,-6.034751,2.677059,0,40,22,18,94.000000,80.666700,65.666700,0.425532,0.495868,0.609137,0.319758,0.322451,0.328301,0.008544,0.630098,0.638642,0.008544,0.425532,0.609137,0.183605,20,18,2,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,1,22,7,0,0,2,0.425532,0.310341,0.647420,8.297210,-5.507229,-6.193562,2.789981,0,39,22,19,94.000000,80.666700,65.666700,0.425532,0.495868,0.609137,0.328301,0.331068,0.337080,0.008779,0.638642,0.647420,0.008779,0.425532,0.609137,0.183605,20,19,1,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,0,33,0,0,2,0.143168,0.484899,0.521072,3.805416,-3.733468,-4.280028,0.071949,0,38,22,20,96.333300,83.333300,52.166700,0.280858,0.392208,0.456297,0.024906,0.032078,0.036174,0.011268,0.509804,0.521072,0.011268,0.143168,0.456297,0.313129,20,0,20,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,1,35,1,1,2,0.191803,0.484899,0.523190,1.464470,-2.542269,-2.264606,-0.800136,0,37,22,21,96.333300,83.333300,52.166700,0.274600,0.441211,0.435557,0.027351,0.036174,0.038291,0.002118,0.521072,0.523190,0.002118,0.191803,0.435557,0.243754,20,1,19,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,2,63,1,1,2,0.291251,0.484899,0.524134,0.758620,-2.395123,-1.850271,-1.091651,0,37,21,22,96.333300,83.333300,52.166700,0.274600,0.447338,0.416619,0.028943,0.038291,0.039235,0.000943,0.523190,0.524134,0.000943,0.291251,0.416619,0.125368,20,2,18,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,3,68,0,0,2,0.301909,0.484899,0.533476,3.011442,-3.363414,-3.983511,-0.351972,0,37,20,23,96.333300,83.333300,52.166700,0.280686,0.429561,0.399260,0.039235,0.048013,0.048578,0.009343,0.524134,0.533476,0.009343,0.301909,0.399260,0.097351,20,3,17,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,4,65,0,0,2,0.301909,0.484899,0.541683,2.975554,-3.227516,-4.159409,-0.251961,0,36,20,24,96.333300,83.333300,52.166700,0.288483,0.429561,0.383290,0.048578,0.056966,0.056784,0.008206,0.533476,0.541683,0.008206,0.301909,0.383290,0.081381,20,4,16,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,5,50,0,0,2,0.301920,0.484899,0.548631,2.956586,-3.099522,-4.334126,-0.142937,0,35,20,25,96.333300,83.333300,52.166700,0.296724,0.429561,0.368548,0.056784,0.064707,0.063733,0.006949,0.541683,0.548631,0.006949,0.301920,0.368548,0.066628,20,5,15,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,6,2,0,0,2,0.302184,0.484899,0.554216,2.937921,-2.971967,-4.507450,-0.034045,0,34,20,26,96.333300,83.333300,52.166700,0.305438,0.429561,0.354898,0.063733,0.071117,0.069317,0.005585,0.548631,0.554216,0.005585,0.302184,0.354898,0.052714,20,6,14,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,7,39,0,0,2,0.302186,0.484899,0.558347,2.936485,-2.854897,-4.679646,0.081588,0,33,20,27,96.333300,83.333300,52.166700,0.314693,0.429561,0.342223,0.069317,0.076095,0.073449,0.004131,0.554216,0.558347,0.004131,0.302186,0.342223,0.040037,20,7,13,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,8,37,0,0,2,0.302189,0.484899,0.560958,3.050942,-2.806428,-4.850340,0.244514,0,32,20,28,96.333300,83.333300,52.166700,0.324527,0.429561,0.330422,0.073449,0.079560,0.076059,0.002610,0.558347,0.560958,0.002610,0.302189,0.330422,0.028233,20,8,12,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,9,46,0,0,2,0.302191,0.484899,0.562004,3.158119,-2.765068,-5.000377,0.393051,0,31,20,29,96.333300,83.333300,52.166700,0.334996,0.429561,0.319408,0.076059,0.081455,0.077105,0.001046,0.560958,0.562004,0.001046,0.302191,0.319408,0.017218,20,9,11,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,10,80,0,0,2,0.415225,0.484899,0.567630,7.372318,-4.697035,-6.418077,2.675283,0,30,20,30,96.333300,83.333300,52.166700,0.415225,0.480000,0.766773,0.077105,0.081188,0.082731,0.005626,0.562004,0.567630,0.005626,0.415225,0.766773,0.351548,20,10,10,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,11,1,0,0,2,0.415225,0.484899,0.573370,7.467155,-4.663376,-6.536358,2.803779,0,29,20,31,96.333300,83.333300,52.166700,0.415225,0.480000,0.766773,0.082731,0.086896,0.088471,0.005740,0.567630,0.573370,0.005740,0.415225,0.766773,0.351548,20,11,9,fixed,20,1,1,0,0.000000,1,
1002,online_dqn,20,2,12,10,1,1,2,0.462286,0.484899,0.566495,1.757309,-2.345300,-2.207592,-0.450283,0,28,20,32,96.333300,83.333300,52.166700,0.359820,0.442828,0.290371,0.083036,0.088471,0.081596,-0.006875,0.573370,0.566495,-0.006875,0.462286,0.290371,-0.171915,20,12,8,fixed,20,1,1,0,0.000000,0,safety_h_delta
1002,online_dqn,20,2,13,12,1,1,2,0.463919,0.484899,0.566500,1.748709,-2.341885,-2.203897,-0.455188,0,28,20,32,96.333300,83.333300,52.166700,0.359820,0.442571,0.290371,0.083041,0.088471,0.081601,-0.006870,0.573370,0.566500,-0.006870,0.463919,0.290371,-0.173548,20,12,8,fixed,20,1,1,0,0.000000,0,safety_h_delta
1002,online_dqn,20,2,14,4,1,1,2,0.463931,0.484899,0.566500,1.748647,-2.341860,-2.203871,-0.455224,0,28,20,32,96.333300,83.333300,52.166700,0.359820,0.442570,0.290371,0.083041,0.088471,0.081601,-0.006870,0.573370,0.566500,-0.006870,0.463931,0.290371,-0.173560,20,12,8,fixed,20,1,1,0,0.000000,0,safety_h_delta
