seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1002,online_dqn,5,1,0,28,2,2,2,0.068581,0.276301,0.276301,0.000000,-8.865781,-0.642726,6.039009,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.084124,0.026240,0.024248,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,1,29,2,2,2,0.068581,0.276301,0.276301,0.000000,-8.865781,-0.642726,6.039009,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.084124,0.026240,0.024248,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,2,76,2,2,2,0.068582,0.276301,0.276301,0.000000,-8.865781,-0.642725,6.039009,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.084124,0.026240,0.024248,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,3,34,2,2,2,0.068585,0.276301,0.276301,0.000000,-8.865781,-0.642725,6.039010,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.084124,0.026240,0.024248,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,4,79,2,2,2,0.079374,0.276301,0.276301,0.000000,-8.868154,-0.642090,6.042549,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.083294,0.026370,0.024377,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,5,64,2,2,2,0.079512,0.276301,0.276301,0.000000,-8.868184,-0.642082,6.042595,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.083284,0.026372,0.024379,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,6,58,2,2,2,0.079645,0.276301,0.276301,0.000000,-8.868213,-0.642074,6.042638,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.083273,0.026374,0.024381,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,7,19,2,2,2,0.089215,0.276301,0.276301,0.000000,-8.870317,-0.641511,6.045779,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.082537,0.026492,0.024497,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,8,73,2,2,2,0.090578,0.276301,0.276301,0.000000,-8.870618,-0.641432,6.046227,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.082432,0.026509,0.024514,0.009255,0.000000,0.285556,0.285556,0.000000,0,same_bs
1002,online_dqn,5,1,9,53,2,2,0,0.090850,0.276301,0.302814,-14.916991,-8.870677,-0.641415,6.046314,0,30,22,28,93.833300,78.500000,128.333000,0.692975,0.367641,0.082411,0.026513,0.024518,0.009255,0.026513,0.285556,0.302814,0.017257,1,
1002,online_dqn,5,1,10,21,2,2,2,0.090988,0.276301,0.276301,0.000000,-8.872440,-0.633000,6.107634,0,31,22,27,93.833300,78.500000,128.333000,0.671319,0.367641,0.085453,0.044750,0.042627,0.026513,0.000000,0.302814,0.302814,0.000000,0,same_bs
1002,online_dqn,5,1,11,67,2,2,0,0.091260,0.276301,0.321055,-14.980225,-8.872501,-0.632982,6.107723,0,31,22,27,93.833300,78.500000,128.333000,0.671319,0.367641,0.085431,0.044754,0.042631,0.026513,0.044754,0.302814,0.321055,0.018241,1,
1002,online_dqn,5,1,12,77,2,2,2,0.098089,0.276301,0.276301,0.000000,-8.875651,-0.624154,6.171300,0,32,22,26,93.833300,78.500000,128.333000,0.650976,0.367641,0.088151,0.064040,0.061788,0.044754,0.000000,0.321055,0.321055,0.000000,0,same_bs
1002,online_dqn,5,1,13,54,2,2,2,0.098358,0.276301,0.276301,0.000000,-8.875710,-0.624139,6.171388,0,32,22,26,93.833300,78.500000,128.333000,0.650976,0.367641,0.088129,0.064044,0.061791,0.044754,0.000000,0.321055,0.321055,0.000000,0,same_bs
1002,online_dqn,5,1,14,35,1,1,2,0.117211,0.276301,0.304297,6.618471,-9.508199,-1.364584,5.253888,0,32,22,26,93.833300,78.500000,128.333000,0.650976,0.422514,0.086089,0.046184,0.044754,0.027996,0.027996,0.321055,0.304297,-0.016758,1,
1002,online_dqn,5,1,15,61,1,1,2,0.183324,0.276301,0.288132,6.641363,-9.495347,-1.419048,5.222315,0,32,21,27,93.833300,78.500000,128.333000,0.650976,0.432740,0.083014,0.029086,0.027996,0.011831,0.011831,0.304297,0.288132,-0.016165,1,
