seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1004,online_dqn,5,1,0,76,2,2,1,0.073768,0.281693,0.304154,5.840655,-1.229100,1.975806,-3.864849,0,22,35,23,92.500000,87.166700,96.166700,0.574496,0.160450,0.102047,0.030551,0.022461,0.017809,0.022461,0.299502,0.304154,0.004652,1,
1004,online_dqn,5,1,1,60,2,2,1,0.074038,0.281693,0.307533,5.881165,-1.187886,2.037800,-3.843365,0,22,36,22,92.500000,87.166700,96.166700,0.574496,0.156114,0.106645,0.034546,0.025840,0.022461,0.025840,0.304154,0.307533,0.003379,1,
1004,online_dqn,5,1,2,1,2,2,1,0.074718,0.281693,0.309556,5.920797,-1.146811,2.100808,-3.819988,0,22,37,21,92.500000,87.166700,96.166700,0.574496,0.152006,0.111617,0.037125,0.027863,0.025840,0.027863,0.307533,0.309556,0.002023,1,
1004,online_dqn,5,1,3,6,2,2,1,0.090440,0.281693,0.310376,5.955208,-1.112408,2.169529,-3.785679,0,22,38,20,92.500000,87.166700,96.166700,0.574496,0.148108,0.114615,0.038438,0.028683,0.027863,0.028683,0.309556,0.310376,0.000820,1,
1004,online_dqn,5,1,4,36,2,2,1,0.110520,0.281693,0.310011,5.970641,-1.088937,2.233625,-3.737016,0,22,39,19,92.500000,87.166700,96.166700,0.574496,0.144405,0.117175,0.038493,0.028318,0.028683,0.028318,0.310376,0.310011,-0.000365,1,
1004,online_dqn,5,2,0,15,2,2,1,0.060790,0.279049,0.285955,4.385928,-0.225639,1.286004,-3.099924,0,22,40,18,98.666700,87.166700,54.500000,0.733233,0.129492,0.060793,0.017486,0.006906,0.000212,0.006906,0.279261,0.285955,0.006694,1,
1004,online_dqn,5,2,1,58,2,2,1,0.060793,0.279049,0.290632,4.418712,-0.181996,1.333225,-3.085488,0,22,41,17,98.666700,87.166700,54.500000,0.733233,0.126409,0.064368,0.022947,0.011582,0.006906,0.011582,0.285955,0.290632,0.004677,1,
1004,online_dqn,5,2,2,74,2,2,1,0.060793,0.279049,0.293078,4.451297,-0.138357,1.380442,-3.070854,0,22,42,16,98.666700,87.166700,54.500000,0.733233,0.123469,0.068391,0.026026,0.014029,0.011582,0.014029,0.290632,0.293078,0.002446,1,
1004,online_dqn,5,2,3,37,1,1,1,0.129641,0.279049,0.279049,0.000000,-1.161919,0.751589,-2.935188,0,22,43,15,98.666700,87.166700,54.500000,0.733233,0.123606,0.068391,0.026016,0.014029,0.011573,0.000000,0.293078,0.293078,0.000000,0,same_bs
1004,online_dqn,5,2,4,10,1,1,1,0.129903,0.279049,0.279049,0.000000,-1.161997,0.751650,-2.935230,0,22,43,15,98.666700,87.166700,54.500000,0.733233,0.123594,0.068391,0.026017,0.014029,0.011574,0.000000,0.293078,0.293078,0.000000,0,same_bs
1004,online_dqn,5,2,5,39,1,1,1,0.129908,0.279049,0.279049,0.000000,-1.161998,0.751651,-2.935232,0,22,43,15,98.666700,87.166700,54.500000,0.733233,0.123594,0.068391,0.026017,0.014029,0.011574,0.000000,0.293078,0.293078,0.000000,0,same_bs
