seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1001,online_dqn,5,1,0,15,2,2,2,0.045629,0.189634,0.189634,0.000000,-3.731268,-0.310813,0.803685,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.064328,0.012006,0.011914,0.001543,0.000000,0.191177,0.191177,0.000000,0,same_bs
1001,online_dqn,5,1,1,9,2,2,0,0.051090,0.189634,0.201676,-4.536943,-3.732950,-0.310941,0.803993,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.064025,0.012042,0.011951,0.001543,0.012042,0.191177,0.201676,0.010499,1,
1001,online_dqn,5,1,2,23,2,2,2,0.051093,0.189634,0.189634,0.000000,-3.703902,-0.309307,0.809549,0,22,22,36,89.500000,90.666700,146.167000,0.640283,0.556891,0.065803,0.023204,0.023180,0.012042,0.000000,0.201676,0.201676,0.000000,0,same_bs
1001,online_dqn,5,1,3,21,2,2,1,0.051094,0.189634,0.212813,-1.118855,-3.703903,-0.309306,0.809549,0,22,22,36,89.500000,90.666700,146.167000,0.640283,0.556891,0.065803,0.023204,0.023180,0.012042,0.023180,0.201676,0.212813,0.011138,1,
1001,online_dqn,5,1,4,10,2,2,2,0.056553,0.189634,0.189634,0.000000,-3.762576,-0.267483,0.790658,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067362,0.035156,0.035030,0.023180,0.000000,0.212813,0.212813,0.000000,0,same_bs
1001,online_dqn,5,1,5,4,2,2,2,0.056697,0.189634,0.189634,0.000000,-3.762623,-0.267488,0.790660,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067354,0.035157,0.035031,0.023180,0.000000,0.212813,0.212813,0.000000,0,same_bs
1001,online_dqn,5,1,6,35,2,2,2,0.056827,0.189634,0.189634,0.000000,-3.762663,-0.267493,0.790662,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067346,0.035158,0.035032,0.023180,0.000000,0.212813,0.212813,0.000000,0,same_bs
1001,online_dqn,5,1,7,20,2,2,2,0.056969,0.189634,0.189634,0.000000,-3.762708,-0.267497,0.790666,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067338,0.035159,0.035033,0.023180,0.000000,0.212813,0.212813,0.000000,0,same_bs
1001,online_dqn,5,1,8,29,2,2,2,0.057100,0.189634,0.189634,0.000000,-3.762749,-0.267501,0.790667,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067330,0.035160,0.035034,0.023180,0.000000,0.212813,0.212813,0.000000,0,same_bs
1001,online_dqn,5,1,9,69,2,2,2,0.057109,0.189634,0.189634,0.000000,-3.762751,-0.267500,0.790668,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067330,0.035160,0.035034,0.023180,0.000000,0.212813,0.212813,0.000000,0,same_bs
