seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1005,online_dqn,5,1,0,9,2,2,1,0.008196,0.234593,0.356805,6.296681,-2.799042,-0.960717,-7.257397,0,28,26,26,99.833300,86.166700,111.667000,0.666964,0.328526,0.099848,0.125427,0.122212,0.106875,0.122212,0.341468,0.356805,0.015337,1,
1005,online_dqn,5,1,1,17,2,2,1,0.074452,0.234593,0.373131,6.242534,-2.863957,-0.978127,-7.220661,0,28,27,25,99.833300,86.166700,111.667000,0.666964,0.316793,0.096186,0.142456,0.138538,0.122212,0.138538,0.356805,0.373131,0.016326,1,
1005,online_dqn,5,1,2,35,2,2,1,0.074594,0.234593,0.389016,6.190507,-2.925561,-0.991476,-7.181983,0,28,28,24,99.833300,86.166700,111.667000,0.666964,0.305869,0.100177,0.159120,0.154423,0.138538,0.154423,0.373131,0.389016,0.015885,1,
1005,online_dqn,5,1,3,68,2,2,1,0.076503,0.234593,0.404186,6.138480,-2.987350,-1.004894,-7.143374,0,28,29,23,99.833300,86.166700,111.667000,0.666964,0.295673,0.104292,0.175139,0.169593,0.154423,0.169593,0.389016,0.404186,0.015170,1,
1005,online_dqn,5,1,4,13,2,2,1,0.092889,0.234593,0.418644,6.086570,-3.050309,-1.018868,-7.105438,0,28,30,22,99.833300,86.166700,111.667000,0.666964,0.286135,0.106881,0.190512,0.184051,0.169593,0.184051,0.404186,0.418644,0.014458,1,
1005,online_dqn,5,2,0,77,2,2,0,0.070617,0.380685,0.410750,5.659540,-0.979256,-1.467764,-6.638796,0,28,31,21,100.167000,86.166700,54.500000,0.702036,0.233661,0.070767,0.030065,0.021418,0.000599,0.030065,0.381285,0.410750,0.029466,1,
1005,online_dqn,5,2,1,66,2,2,0,0.070764,0.380685,0.441619,5.578434,-0.994703,-1.505658,-6.573137,0,29,31,20,100.167000,86.166700,54.500000,0.678634,0.233661,0.074266,0.060934,0.051183,0.030065,0.060934,0.410750,0.441619,0.030869,1,
1005,online_dqn,5,2,2,5,2,2,0,0.070764,0.380685,0.473423,5.491587,-1.014273,-1.547139,-6.505860,0,30,31,19,100.167000,86.166700,54.500000,0.656743,0.233661,0.078175,0.092737,0.081812,0.060934,0.092737,0.441619,0.473423,0.031803,1,
1005,online_dqn,5,2,3,74,2,2,0,0.070769,0.380685,0.505506,5.401368,-1.036399,-1.590428,-6.437768,0,31,31,18,100.167000,86.166700,54.500000,0.636220,0.233661,0.082517,0.124820,0.112682,0.092737,0.124820,0.473423,0.505506,0.032083,1,
1005,online_dqn,5,2,4,27,2,2,0,0.070769,0.380685,0.536994,5.301012,-1.062942,-1.635088,-6.363954,0,32,31,17,100.167000,86.166700,54.500000,0.616940,0.233661,0.087371,0.156309,0.142968,0.124820,0.156309,0.505506,0.536994,0.031489,1,
1005,online_dqn,5,3,0,9,1,1,0,0.229634,0.456304,0.469223,0.953017,-1.905962,-2.858979,-8.775180,0,33,31,16,172.667000,85.000000,52.500000,0.496305,0.233421,0.374728,0.012919,0.004452,0.013043,0.012919,0.460757,0.469223,0.008466,1,
1005,online_dqn,5,3,1,13,1,1,0,0.229917,0.456304,0.476882,1.025931,-1.856870,-2.882801,-8.783930,0,34,30,16,172.667000,85.000000,52.500000,0.482125,0.241179,0.374728,0.020578,0.012919,0.021043,0.020578,0.469223,0.476882,0.007659,1,
1005,online_dqn,5,3,2,68,1,1,0,0.230045,0.456304,0.483639,1.094771,-1.807173,-2.901944,-8.793067,0,35,29,16,172.667000,85.000000,52.500000,0.468733,0.249485,0.374728,0.027334,0.020578,0.028160,0.027334,0.476882,0.483639,0.006756,1,
1005,online_dqn,5,3,3,35,1,1,0,0.230052,0.456304,0.489404,1.156108,-1.756260,-2.912368,-8.803010,0,36,28,16,172.667000,85.000000,52.500000,0.456064,0.258395,0.374728,0.033099,0.027334,0.034302,0.033099,0.483639,0.489404,0.005765,1,
1005,online_dqn,5,3,4,17,1,1,0,0.230056,0.456304,0.494100,1.215444,-1.705587,-2.921031,-8.813077,0,37,27,16,172.667000,85.000000,52.500000,0.444062,0.267964,0.374728,0.037796,0.033099,0.039385,0.037796,0.489404,0.494100,0.004696,1,
1005,online_dqn,5,4,0,64,0,0,1,0.205047,0.541819,0.557257,0.935021,-2.080355,-1.145335,-5.869379,0,38,26,16,101.833000,82.833300,54.000000,0.397086,0.346503,0.380501,0.015509,0.015438,0.019383,0.015438,0.557328,0.557257,-0.000071,1,
1005,online_dqn,5,4,1,17,0,0,1,0.205195,0.541819,0.555845,0.975969,-2.117370,-1.141401,-5.897918,0,37,27,16,101.833000,82.833300,54.000000,0.407811,0.334128,0.380501,0.015438,0.014026,0.018790,0.014026,0.557257,0.555845,-0.001412,1,
1005,online_dqn,5,4,2,3,0,0,1,0.227999,0.541819,0.553139,1.020120,-2.160069,-1.139949,-5.932718,0,36,28,16,101.833000,82.833300,54.000000,0.417935,0.322607,0.380501,0.014026,0.011320,0.016869,0.011320,0.555845,0.553139,-0.002707,1,
1005,online_dqn,5,4,3,74,0,0,1,0.228278,0.541819,0.549148,1.063684,-2.205851,-1.142167,-5.964274,0,35,29,16,101.833000,82.833300,54.000000,0.429861,0.311853,0.380501,0.011320,0.007329,0.013622,0.007329,0.553139,0.549148,-0.003990,1,
1005,online_dqn,5,4,4,70,1,1,0,0.356687,0.541819,0.552943,-0.364539,-1.691890,-1.327351,-6.074775,0,34,30,16,101.833000,82.833300,54.000000,0.421194,0.312194,0.380501,0.011124,0.007329,0.013609,0.011124,0.549148,0.552943,0.003794,1,
