seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1003,online_dqn,5,1,0,45,2,2,0,0.079372,0.305426,0.323221,7.588367,5.715667,-0.956224,-1.872700,0,28,25,27,97.833300,81.500000,109.500000,0.459457,0.335548,0.102296,0.017795,0.017028,0.003734,0.017795,0.309160,0.323221,0.014061,1,
1003,online_dqn,5,1,1,30,2,2,0,0.081830,0.305426,0.337399,7.598718,5.700469,-0.948678,-1.898249,0,29,25,26,97.833300,81.500000,109.500000,0.444142,0.335548,0.106018,0.031973,0.031350,0.017795,0.031973,0.323221,0.337399,0.014178,1,
1003,online_dqn,5,1,2,10,2,2,0,0.086606,0.305426,0.351573,7.611460,5.689003,-0.937605,-1.922458,0,30,25,25,97.833300,81.500000,109.500000,0.429814,0.335548,0.109829,0.046146,0.045702,0.031973,0.046146,0.337399,0.351573,0.014174,1,
1003,online_dqn,5,1,3,27,2,2,0,0.088796,0.305426,0.365542,7.623678,5.677288,-0.926472,-1.946390,0,31,25,24,97.833300,81.500000,109.500000,0.416383,0.335548,0.114200,0.060115,0.059885,0.046146,0.060115,0.351573,0.365542,0.013969,1,
1003,online_dqn,5,1,4,78,2,2,0,0.088930,0.305426,0.379081,7.635459,5.665346,-0.915303,-1.970114,0,32,25,23,97.833300,81.500000,109.500000,0.403765,0.335548,0.119152,0.073655,0.073677,0.060115,0.073655,0.365542,0.379081,0.013540,1,
1003,online_dqn,5,2,0,20,2,2,0,0.100000,0.377797,0.393184,6.851639,5.061837,-0.787115,-1.789802,0,33,25,22,97.666700,78.833300,73.166700,0.335029,0.328862,0.120696,0.015387,0.016781,0.003133,0.015387,0.380930,0.393184,0.012253,1,
1003,online_dqn,5,2,1,4,2,2,0,0.118565,0.377797,0.404306,6.867728,5.057426,-0.782658,-1.810302,0,34,25,21,97.666700,78.833300,73.166700,0.325456,0.328862,0.126762,0.026509,0.028345,0.015387,0.026509,0.393184,0.404306,0.011122,1,
1003,online_dqn,5,2,2,29,2,2,0,0.119134,0.377797,0.414090,6.864006,5.035924,-0.774968,-1.828082,0,35,25,20,97.666700,78.833300,73.166700,0.316416,0.328862,0.133011,0.036293,0.038599,0.026509,0.036293,0.404306,0.414090,0.009784,1,
1003,online_dqn,5,2,3,17,2,2,0,0.119257,0.377797,0.422284,6.860276,5.025779,-0.741044,-1.834497,0,36,25,19,97.666700,78.833300,73.166700,0.307864,0.328862,0.139991,0.044487,0.047282,0.036293,0.044487,0.414090,0.422284,0.008194,1,
1003,online_dqn,5,2,4,22,2,2,0,0.121715,0.377797,0.428710,6.854710,5.020487,-0.699319,-1.834223,0,37,25,18,97.666700,78.833300,73.166700,0.299762,0.328862,0.147340,0.050913,0.054203,0.044487,0.050913,0.422284,0.428710,0.006427,1,
