seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
4,multi_greedy,10,1,0,54,2,2,0,0.131151,0.332194,0.345594,0.000000,0.000000,0.000000,0.000000,0,27,31,22,107.500000,79.666700,67.833300,0.564490,0.172080,0.130820,0.013399,0.005902,0.000696,0.013399,0.332194,0.345594,0.013399,0.131151,0.564490,0.433339,10,0,10,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,1,70,2,2,0,0.131150,0.332194,0.357984,0.000000,0.000000,0.000000,0.000000,0,28,31,21,107.500000,79.666700,67.833300,0.545025,0.172080,0.137050,0.012390,0.004546,0.000000,0.012390,0.345594,0.357984,0.012390,0.131150,0.545025,0.413875,10,1,9,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,2,67,2,2,0,0.131145,0.332194,0.369885,0.000000,0.000000,0.000000,0.000000,0,29,31,20,107.500000,79.666700,67.833300,0.526857,0.172080,0.143903,0.011901,0.003740,0.000000,0.011901,0.357984,0.369885,0.011901,0.131145,0.526857,0.395712,10,2,8,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,3,30,2,2,0,0.131141,0.332194,0.381108,0.000000,0.000000,0.000000,0.000000,0,30,31,19,107.500000,79.666700,67.833300,0.509862,0.172080,0.151477,0.011223,0.002783,0.000000,0.011223,0.369885,0.381108,0.011223,0.131141,0.509862,0.378721,10,3,7,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,4,31,2,2,0,0.131137,0.332194,0.391453,0.000000,0.000000,0.000000,0.000000,0,31,31,18,107.500000,79.666700,67.833300,0.493929,0.172080,0.159893,0.010345,0.001679,0.000000,0.010345,0.381108,0.391453,0.010345,0.131137,0.493929,0.362792,10,4,6,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,5,33,2,2,0,0.131130,0.332194,0.400720,0.000000,0.000000,0.000000,0.000000,0,32,31,17,107.500000,79.666700,67.833300,0.478961,0.172080,0.169299,0.009267,0.000432,0.000000,0.009267,0.391453,0.400720,0.009267,0.131130,0.478961,0.347831,10,5,5,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,6,56,1,1,0,0.178006,0.332194,0.408938,0.000000,0.000000,0.000000,0.000000,0,33,31,16,107.500000,79.666700,67.833300,0.464874,0.177589,0.169333,0.008218,0.000000,-0.001173,0.008218,0.400720,0.408938,0.008218,0.178006,0.464874,0.286869,10,6,4,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,7,26,2,2,0,0.131012,0.332194,0.416991,0.000000,0.000000,0.000000,0.000000,0,34,30,16,107.500000,79.666700,67.833300,0.451592,0.177631,0.179895,0.008052,-0.000223,0.000000,0.008052,0.408938,0.416991,0.008052,0.131012,0.451592,0.320580,10,7,3,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,8,27,1,1,0,0.178002,0.332194,0.424504,0.000000,0.000000,0.000000,0.000000,0,35,30,15,107.500000,79.666700,67.833300,0.439048,0.183509,0.179916,0.007514,0.000000,-0.000553,0.007514,0.416991,0.424504,0.007514,0.178002,0.439048,0.261046,10,8,2,fixed,10,10,0,0,0.000000,1,
4,multi_greedy,10,1,9,52,1,1,0,0.177995,0.332194,0.431152,0.000000,0.000000,0.000000,0.000000,0,36,29,15,107.500000,79.666700,67.833300,0.427182,0.189838,0.179916,0.006648,0.000000,-0.001388,0.006648,0.424504,0.431152,0.006648,0.177995,0.427182,0.249186,10,9,1,fixed,10,10,0,0,0.000000,1,
