seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1,online_dqn,4,1,0,9,2,2,2,0.109835,0.324643,0.328537,0.000000,-4.322111,-7.017612,-2.804700,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.145097,0.145765,0.013540,0.002110,0.003894,0.000000,0.328537,0.328537,0.000000,0.109835,0.145765,0.035930,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,1,14,2,2,2,0.110385,0.324643,0.328537,0.000000,-4.321299,-7.017739,-2.805636,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.145097,0.145628,0.013549,0.002119,0.003894,0.000000,0.328537,0.328537,0.000000,0.110385,0.145628,0.035243,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,2,79,1,1,1,0.115431,0.324643,0.328537,0.000000,-2.920736,-0.297866,-5.026155,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.151720,0.133036,0.014752,0.003894,0.003762,0.000000,0.328537,0.328537,0.000000,0.115431,0.151720,0.036289,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,3,65,1,1,1,0.115709,0.324643,0.328537,0.000000,-2.920299,-0.298005,-5.026686,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.151699,0.133036,0.014753,0.003894,0.003764,0.000000,0.328537,0.328537,0.000000,0.115709,0.151699,0.035990,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,4,46,1,1,1,0.127597,0.324643,0.328537,0.000000,-2.901642,-0.303997,-5.049451,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.150784,0.133036,0.014809,0.003894,0.003816,0.000000,0.328537,0.328537,0.000000,0.127597,0.150784,0.023187,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,5,33,1,1,1,0.133731,0.324643,0.328537,0.000000,-2.892015,-0.307089,-5.061196,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.150312,0.133036,0.014839,0.003894,0.003843,0.000000,0.328537,0.328537,0.000000,0.133731,0.150312,0.016581,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,6,53,1,1,1,0.137158,0.324643,0.328537,0.000000,-2.886636,-0.308816,-5.067759,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.150049,0.133036,0.014855,0.003894,0.003859,0.000000,0.328537,0.328537,0.000000,0.137158,0.150049,0.012891,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,7,31,1,1,1,0.154087,0.324643,0.328537,0.000000,-2.860068,-0.317350,-5.100174,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.148747,0.133036,0.014937,0.003894,0.003935,0.000000,0.328537,0.328537,0.000000,0.154087,0.148747,-0.005340,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,8,2,1,1,1,0.155873,0.324643,0.328537,0.000000,-2.857265,-0.318249,-5.103594,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.148609,0.133036,0.014945,0.003894,0.003943,0.000000,0.328537,0.328537,0.000000,0.155873,0.148609,-0.007263,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
1,online_dqn,4,1,9,78,2,2,2,0.157511,0.324643,0.328537,0.000000,-4.251625,-7.028460,-2.885947,0,20,36,24,59.000000,82.666700,217.667000,0.868343,0.145097,0.133846,0.014379,0.002893,0.003894,0.000000,0.328537,0.328537,0.000000,0.157511,0.133846,-0.023665,4,0,4,fixed,4,1,1,0,0.000000,0,same_bs
