seed,method,max_switches,action_cycle_id,measured_cycle_id,h_before,h_after_estimated,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users
1001,online_dqn,1,1,2,0.190695,0.202719,0.012024,0.168688,-0.022007,1,34
1001,online_dqn,1,2,3,0.168688,0.175523,0.006834,0.174524,0.005835,1,55
1001,online_dqn,1,3,4,0.174524,0.170364,-0.004160,0.165155,-0.009369,0,54
1001,online_dqn,1,4,5,0.165155,0.171913,0.006758,0.177495,0.012340,1,17
