seed,method,max_switches,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_before,h_after_estimated,reward,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users,measurement_valid,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,best_estimated_h_delta
1004,online_dqn,1,1,1,2,2,2,0.597864,96.000000,0.074733,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.155943,0.101873,0.029957,0.021745,0.017463,0.029957
1004,online_dqn,1,1,2,0,0,2,0.890697,91.500000,0.111337,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.682063,0.155943,0.094377,0.017463,0.009538,0.004378,0.009538
1004,online_dqn,1,1,3,1,1,4,0.000000,88.333300,0.452830,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.437158,0.452830,0.416667,0.020035,0.017463,0.016304,0.020035
1004,online_dqn,1,1,4,0,0,2,5.757158,91.500000,0.719645,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,0.580679,0.155943,0.094377,0.017463,0.009792,0.004623,0.009792
1004,online_dqn,1,1,5,1,1,1,2.880715,88.333300,0.960238,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.119001,0.957514,0.541261,0.020259,0.017463,0.015607,0.020259
1004,online_dqn,1,1,6,2,2,2,0.722400,96.000000,0.090300,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.155943,0.099649,0.030207,0.021982,0.017463,0.030207
1004,online_dqn,1,1,7,0,0,1,3.508858,91.500000,1.169619,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.169906,0.931358,0.541261,0.017463,0.014571,0.012814,0.014571
1004,online_dqn,1,1,8,0,0,1,3.509386,91.500000,1.169795,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.169877,0.931358,0.541261,0.017463,0.014571,0.012814,0.014571
1004,online_dqn,1,1,9,2,2,1,1.943426,96.000000,0.647809,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.119001,0.931358,0.550958,0.022047,0.019152,0.017463,0.022047
1004,online_dqn,1,1,10,1,1,2,1.306014,88.333300,0.163252,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.160221,0.094377,0.025035,0.017463,0.011649,0.025035
1004,online_dqn,1,1,11,0,0,2,5.756065,91.500000,0.719508,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,0.580701,0.155943,0.094377,0.017463,0.009792,0.004623,0.009792
1004,online_dqn,1,1,12,1,1,2,1.306014,88.333300,0.163252,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.160221,0.094377,0.025035,0.017463,0.011649,0.025035
1004,online_dqn,1,1,13,1,1,3,0.000000,88.333300,1.132076,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,1,22,35,23,91.500000,88.333300,96.000000,1.092896,1.132076,1.041667,0.020088,0.017463,0.016430,0.020088
1004,online_dqn,1,1,14,2,2,3,0.000000,96.000000,1.041667,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.092896,1.132076,1.041667,0.021147,0.018503,0.017463,0.021147
1004,online_dqn,1,1,15,2,2,2,0.971572,96.000000,0.121446,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.155943,0.095199,0.030744,0.022491,0.017463,0.030744
1004,online_dqn,1,1,16,0,0,1,3.507042,91.500000,1.169014,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.170007,0.931358,0.541261,0.017463,0.014571,0.012814,0.014571
1004,online_dqn,1,1,17,2,2,4,0.000000,96.000000,0.416667,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.437158,0.452830,0.416667,0.021223,0.018630,0.017463,0.021223
1004,online_dqn,1,1,18,2,2,1,1.525499,96.000000,0.508500,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.119001,0.931358,0.574176,0.021968,0.019074,0.017463,0.021968
1004,online_dqn,1,1,19,2,2,1,1.364830,96.000000,0.454943,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,1.119001,0.931358,0.583102,0.021939,0.019046,0.017463,0.021939
1004,online_dqn,1,1,20,1,1,1,2.861818,88.333300,0.953939,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.119001,0.958774,0.541261,0.020257,0.017463,0.015606,0.020257
1004,online_dqn,1,1,21,1,1,1,2.884455,88.333300,0.961485,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.119001,0.957265,0.541261,0.020259,0.017463,0.015607,0.020259
1004,online_dqn,1,1,22,0,0,4,0.000000,91.500000,0.437158,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.437158,0.452830,0.416667,0.017463,0.014934,0.013795,0.014934
1004,online_dqn,1,1,23,2,2,4,0.000000,96.000000,0.416667,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.437158,0.452830,0.416667,0.021223,0.018630,0.017463,0.021223
1004,online_dqn,1,1,24,1,1,4,0.000000,88.333300,0.452830,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.437158,0.452830,0.416667,0.020035,0.017463,0.016304,0.020035
1004,online_dqn,1,1,25,1,1,2,1.304932,88.333300,0.163116,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.160229,0.094377,0.025035,0.017463,0.011648,0.025035
1004,online_dqn,1,1,26,2,2,1,1.975739,96.000000,0.658580,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.119001,0.931358,0.549163,0.022054,0.019158,0.017463,0.022054
1004,online_dqn,1,1,27,1,1,2,1.304897,88.333300,0.163112,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.160229,0.094377,0.025035,0.017463,0.011648,0.025035
1004,online_dqn,1,1,28,0,0,1,3.506880,91.500000,1.168960,22,0.278939,44,0,0,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.170016,0.931358,0.541261,0.017463,0.014571,0.012814,0.014571
1004,online_dqn,1,1,29,2,2,3,0.000000,96.000000,1.041667,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.092896,1.132076,1.041667,0.021147,0.018503,0.017463,0.021147
1004,online_dqn,1,1,30,1,1,2,1.303775,88.333300,0.162972,35,0.278939,44,0,1,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,0,22,35,23,91.500000,88.333300,96.000000,0.574421,0.160238,0.094377,0.025034,0.017463,0.011648,0.025034
1004,online_dqn,1,1,31,2,2,3,0.000000,96.000000,1.041667,23,0.278939,44,0,2,0,0.278939,0.300670,0.021731,0.021731,0.278939,0.000000,1,0,1,-1,22,35,23,91.500000,88.333300,96.000000,1.092896,1.132076,1.041667,0.021147,0.018503,0.017463,0.021147
