seed,method,max_switches,action_cycle_id,measured_cycle_id,h_before,h_after_estimated,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users
1002,online_dqn,1,1,2,0.272585,0.300003,0.027418,0.252129,-0.020456,1,53
1002,online_dqn,1,2,3,0.252129,0.273307,0.021179,0.261865,0.009736,1,35
1002,online_dqn,1,3,4,0.261865,0.264432,0.002567,0.256688,-0.005177,1,50
1002,online_dqn,1,4,5,0.256688,0.277591,0.020903,0.259942,0.003253,1,54
