seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1001,online_dqn,1,1,0,15,2,2,2,0.046177,0.190695,0.190695,0.000000,-3.728855,-0.308948,0.797684,0,21,22,37,90.333300,90.666700,146.167000,0.669518,0.556891,0.064822,0.011987,0.011895,0.001502,0.000000,0.192197,0.192197,0.000000,0,same_bs
1001,online_dqn,1,1,1,23,2,2,0,0.051636,0.190695,0.202719,-4.528530,-3.730537,-0.309077,0.797992,0,21,22,37,90.333300,90.666700,146.167000,0.669518,0.556891,0.064519,0.012024,0.011931,0.001502,0.012024,0.192197,0.202719,0.010522,1,
1001,online_dqn,1,2,0,29,2,2,2,0.047125,0.168688,0.168688,0.000000,-4.037013,-1.983160,-0.569173,0,22,22,36,99.000000,90.000000,57.000000,0.664211,0.567331,0.047410,0.006867,0.006833,-0.003816,0.000000,0.164873,0.164873,0.000000,0,same_bs
1001,online_dqn,1,2,1,60,2,2,1,0.047263,0.168688,0.175523,-1.414010,-4.037037,-1.983163,-0.569154,0,22,22,36,99.000000,90.000000,57.000000,0.664211,0.567331,0.047401,0.006868,0.006834,-0.003816,0.006834,0.164873,0.175523,0.010650,1,
1001,online_dqn,1,3,0,10,2,2,2,0.046581,0.174524,0.174524,0.000000,-4.073079,-1.862267,-0.492462,0,22,23,35,89.666700,90.500000,59.833300,0.712586,0.522119,0.046901,0.007344,0.007143,-0.004160,0.000000,0.170364,0.170364,0.000000,0,same_bs
1001,online_dqn,1,3,1,42,2,2,2,0.046721,0.174524,0.174524,0.000000,-4.073093,-1.862266,-0.492441,0,22,23,35,89.666700,90.500000,59.833300,0.712586,0.522119,0.046892,0.007346,0.007145,-0.004160,0.000000,0.170364,0.170364,0.000000,0,same_bs
1001,online_dqn,1,3,2,37,2,2,2,0.046722,0.174524,0.174524,0.000000,-4.073093,-1.862266,-0.492441,0,22,23,35,89.666700,90.500000,59.833300,0.712586,0.522119,0.046892,0.007346,0.007145,-0.004160,0.000000,0.170364,0.170364,0.000000,0,same_bs
1001,online_dqn,1,3,3,69,2,2,2,0.046722,0.174524,0.174524,0.000000,-4.073093,-1.862266,-0.492441,0,22,23,35,89.666700,90.500000,59.833300,0.712586,0.522119,0.046892,0.007346,0.007145,-0.004160,0.000000,0.170364,0.170364,0.000000,0,same_bs
1001,online_dqn,1,3,4,43,2,2,2,0.046722,0.174524,0.174524,0.000000,-4.073093,-1.862266,-0.492441,0,22,23,35,89.666700,90.500000,59.833300,0.712586,0.522119,0.046892,0.007346,0.007145,-0.004160,0.000000,0.170364,0.170364,0.000000,0,same_bs
1001,online_dqn,1,3,5,67,2,2,2,0.046724,0.174524,0.174524,0.000000,-4.073093,-1.862267,-0.492441,0,22,23,35,89.666700,90.500000,59.833300,0.712586,0.522119,0.046892,0.007346,0.007145,-0.004160,0.000000,0.170364,0.170364,0.000000,0,same_bs
