seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1002,online_dqn,1,1,0,34,2,2,2,0.066936,0.272585,0.272585,0.000000,-8.788284,-0.697386,6.051273,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.082701,0.027141,0.025187,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,1,28,2,2,2,0.066937,0.272585,0.272585,0.000000,-8.788285,-0.697385,6.051274,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.082701,0.027141,0.025187,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,2,29,2,2,2,0.066943,0.272585,0.272585,0.000000,-8.788285,-0.697385,6.051276,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.082701,0.027141,0.025187,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,3,76,2,2,2,0.067215,0.272585,0.272585,0.000000,-8.788346,-0.697378,6.051366,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.082680,0.027144,0.025191,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,4,64,2,2,2,0.078138,0.272585,0.272585,0.000000,-8.790759,-0.697069,6.054970,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.081840,0.027279,0.025323,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,5,79,2,2,2,0.078139,0.272585,0.272585,0.000000,-8.790759,-0.697068,6.054969,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.081840,0.027279,0.025323,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,6,58,2,2,2,0.078408,0.272585,0.272585,0.000000,-8.790820,-0.697061,6.055059,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.081819,0.027282,0.025327,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,7,19,2,2,2,0.087841,0.272585,0.272585,0.000000,-8.792905,-0.696795,6.058169,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.081093,0.027400,0.025444,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,8,73,2,2,2,0.089205,0.272585,0.272585,0.000000,-8.793207,-0.696754,6.058619,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.080988,0.027418,0.025461,0.010164,0.000000,0.282749,0.282749,0.000000,0,same_bs
1002,online_dqn,1,1,9,53,2,2,0,0.089209,0.272585,0.300003,-14.851828,-8.793207,-0.696755,6.058620,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.080988,0.027418,0.025461,0.010164,0.027418,0.282749,0.300003,0.017254,1,
1002,online_dqn,1,2,0,64,2,2,2,0.060514,0.252129,0.252129,0.000000,-7.996258,-0.532484,4.534482,0,31,22,27,94.666700,83.166700,59.000000,0.618871,0.391099,0.060611,0.021179,0.019975,0.002296,0.000000,0.254425,0.254425,0.000000,0,same_bs
1002,online_dqn,1,2,1,58,2,2,0,0.060515,0.252129,0.273307,-12.530741,-7.996259,-0.532484,4.534482,0,31,22,27,94.666700,83.166700,59.000000,0.618871,0.391099,0.060611,0.021179,0.019975,0.002296,0.021179,0.254425,0.273307,0.018883,1,
1002,online_dqn,1,3,0,28,2,2,2,0.058873,0.261865,0.261865,0.000000,-7.825015,-0.544211,4.501020,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059300,0.022065,0.020955,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,1,54,2,2,2,0.058878,0.261865,0.261865,0.000000,-7.825016,-0.544211,4.501022,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059300,0.022066,0.020955,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,2,19,2,2,2,0.059140,0.261865,0.261865,0.000000,-7.825082,-0.544211,4.501078,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059276,0.022072,0.020962,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,3,21,2,2,2,0.059142,0.261865,0.261865,0.000000,-7.825082,-0.544211,4.501078,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059276,0.022072,0.020962,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,4,76,2,2,2,0.059155,0.261865,0.261865,0.000000,-7.825087,-0.544211,4.501081,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059275,0.022073,0.020962,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,5,73,2,2,2,0.059155,0.261865,0.261865,0.000000,-7.825087,-0.544211,4.501081,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059275,0.022073,0.020962,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,6,64,2,2,2,0.059156,0.261865,0.261865,0.000000,-7.825087,-0.544211,4.501081,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059274,0.022073,0.020962,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,7,29,2,2,2,0.059289,0.261865,0.261865,0.000000,-7.825121,-0.544211,4.501110,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059262,0.022076,0.020965,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,8,34,2,2,2,0.059421,0.261865,0.261865,0.000000,-7.825154,-0.544212,4.501137,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059250,0.022079,0.020969,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,9,79,2,2,2,0.059562,0.261865,0.261865,0.000000,-7.825191,-0.544211,4.501167,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059238,0.022083,0.020972,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,10,77,2,2,2,0.059566,0.261865,0.261865,0.000000,-7.825192,-0.544211,4.501169,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059237,0.022083,0.020972,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,11,67,2,2,2,0.059838,0.261865,0.261865,0.000000,-7.825262,-0.544210,4.501226,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.392047,0.059213,0.022090,0.020979,0.001751,0.000000,0.263616,0.263616,0.000000,0,same_bs
1002,online_dqn,1,3,12,35,1,1,2,0.200539,0.261865,0.245575,5.188954,-7.554571,0.088241,5.277195,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.439771,0.057070,0.002383,0.001751,-0.016290,-0.016290,0.263616,0.245575,-0.018041,0,safety_h_delta
1002,online_dqn,1,3,13,63,1,1,2,0.270763,0.261865,0.245614,5.201713,-7.576557,0.089977,5.291689,0,32,22,26,92.333300,81.500000,56.333300,0.577027,0.429739,0.057070,0.002428,0.001751,-0.016251,-0.016251,0.263616,0.245614,-0.018003,0,safety_h_delta
1002,online_dqn,1,3,14,47,0,0,2,0.433213,0.261865,0.258229,12.857125,-7.387192,0.296914,5.469933,0,32,22,26,92.333300,81.500000,56.333300,0.433213,0.490798,0.710060,0.001751,0.001736,-0.003636,-0.003636,0.263616,0.258229,-0.005387,0,safety_h_delta
1002,online_dqn,1,3,15,41,0,0,2,0.433213,0.261865,0.258229,12.857125,-7.387192,0.296914,5.469933,0,32,22,26,92.333300,81.500000,56.333300,0.433213,0.490798,0.710060,0.001751,0.001736,-0.003636,-0.003636,0.263616,0.258229,-0.005387,0,safety_h_delta
