seed,method,teacher_source,cycle_id,step_id,action_id,target_ue_id,previous_bs_id,selected_bs_id,applied,skip_reason,h_before_cycle_estimated,h_after_final_estimated,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before_estimated,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,switch_count_in_cycle,num_remaining_switches_before,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2
6,logistic,logistic,1,0,228,77,2,0,1,,0.559716,1.064985,0.594989,0.630513,0.035523,0.117850,0.606367,0.488517,48,48,29,26,25,100.000000,73.000000,57.833300
6,logistic,logistic,1,1,6,3,2,0,1,,0.559716,1.064985,0.630513,0.666127,0.035614,0.122806,0.586806,0.464000,48,47,30,26,24,100.000000,73.000000,57.833300
6,logistic,logistic,1,2,96,33,2,0,1,,0.559716,1.064985,0.666127,0.701091,0.034964,0.128245,0.568469,0.440224,48,46,31,26,23,100.000000,73.000000,57.833300
6,logistic,logistic,1,3,15,6,2,0,1,,0.559716,1.064985,0.701091,0.734575,0.033484,0.134075,0.551242,0.417168,48,45,32,26,22,100.000000,73.000000,57.833300
6,logistic,logistic,1,4,53,18,0,2,1,,0.559716,1.064985,0.734575,0.745196,0.010621,0.400000,0.691643,0.291643,48,44,33,26,21,100.000000,73.000000,57.833300
6,logistic,logistic,1,5,140,47,0,2,1,,0.559716,1.064985,0.745196,0.756129,0.010933,0.400000,0.691643,0.291643,48,43,32,26,22,100.000000,73.000000,57.833300
6,logistic,logistic,1,6,206,69,0,2,1,,0.559716,1.064985,0.756129,0.767388,0.011259,0.400000,0.691643,0.291643,48,42,31,26,23,100.000000,73.000000,57.833300
6,logistic,logistic,1,7,227,76,0,2,1,,0.559716,1.064985,0.767388,0.778987,0.011599,0.400000,0.691643,0.291643,48,41,30,26,24,100.000000,73.000000,57.833300
6,logistic,logistic,1,8,14,5,0,2,1,,0.559716,1.064985,0.778987,0.786027,0.007040,1.000000,1.729108,0.729108,48,40,29,26,25,100.000000,73.000000,57.833300
6,logistic,logistic,1,9,41,14,0,2,1,,0.559716,1.064985,0.786027,0.793195,0.007168,1.000000,1.729108,0.729108,48,39,28,26,26,100.000000,73.000000,57.833300
6,logistic,logistic,1,10,47,16,0,2,1,,0.559716,1.064985,0.793195,0.800495,0.007300,1.000000,1.729108,0.729108,48,38,27,26,27,100.000000,73.000000,57.833300
6,logistic,logistic,1,11,62,21,0,2,1,,0.559716,1.064985,0.800495,0.807930,0.007436,1.000000,1.729108,0.729108,48,37,26,26,28,100.000000,73.000000,57.833300
