seed,method,teacher_source,cycle_id,step_id,action_id,target_ue_id,previous_bs_id,selected_bs_id,applied,skip_reason,h_before_cycle_estimated,h_after_final_estimated,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before_estimated,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,switch_count_in_cycle,num_remaining_switches_before,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2
5,logistic,logistic,1,0,222,75,2,0,1,,0.298538,0.772865,0.298807,0.315525,0.016718,0.086299,0.708871,0.622572,57,57,24,26,30,96.666700,85.666700,62.333300
5,logistic,logistic,1,1,48,17,2,0,1,,0.298538,0.772865,0.315525,0.332993,0.017468,0.089276,0.681607,0.592331,57,56,25,26,29,96.666700,85.666700,62.333300
5,logistic,logistic,1,2,123,42,2,0,1,,0.298538,0.772865,0.332993,0.351139,0.018146,0.092464,0.656362,0.563898,57,55,26,26,28,96.666700,85.666700,62.333300
5,logistic,logistic,1,3,102,35,2,0,1,,0.298538,0.772865,0.351139,0.369857,0.018717,0.095889,0.632921,0.537032,57,54,27,26,27,96.666700,85.666700,62.333300
5,logistic,logistic,1,4,120,41,2,0,1,,0.298538,0.772865,0.369857,0.389000,0.019143,0.099577,0.611096,0.511519,57,53,28,26,26,96.666700,85.666700,62.333300
5,logistic,logistic,1,5,153,52,2,0,1,,0.298538,0.772865,0.389000,0.408379,0.019379,0.103560,0.590726,0.487166,57,52,29,26,25,96.666700,85.666700,62.333300
5,logistic,logistic,1,6,78,27,2,0,1,,0.298538,0.772865,0.408379,0.427755,0.019376,0.107875,0.571670,0.463795,57,51,30,26,24,96.666700,85.666700,62.333300
5,logistic,logistic,1,7,111,38,2,0,1,,0.298538,0.772865,0.427755,0.446842,0.019086,0.112565,0.553806,0.441240,57,50,31,26,23,96.666700,85.666700,62.333300
5,logistic,logistic,1,8,12,5,2,0,1,,0.298538,0.772865,0.446842,0.465302,0.018460,0.117683,0.537024,0.419341,57,49,32,26,22,96.666700,85.666700,62.333300
5,logistic,logistic,1,9,216,73,2,0,1,,0.298538,0.772865,0.465302,0.482757,0.017455,0.123302,0.521229,0.397927,57,48,33,26,21,96.666700,85.666700,62.333300
5,logistic,logistic,1,10,69,24,2,0,1,,0.298538,0.772865,0.482757,0.498805,0.016047,0.129468,0.506337,0.376869,57,47,34,26,20,96.666700,85.666700,62.333300
5,logistic,logistic,1,11,24,9,2,0,1,,0.298538,0.772865,0.498805,0.513027,0.014222,0.136283,0.492272,0.355989,57,46,35,26,19,96.666700,85.666700,62.333300
5,logistic,logistic,1,12,165,56,1,0,1,,0.298538,0.772865,0.513027,0.521693,0.008666,0.243019,0.478967,0.235948,57,45,36,26,18,96.666700,85.666700,62.333300
5,logistic,logistic,1,13,231,78,1,0,1,,0.298538,0.772865,0.521693,0.529150,0.007457,0.252740,0.466363,0.213623,57,44,37,25,18,96.666700,85.666700,62.333300
5,logistic,logistic,1,14,59,20,1,2,1,,0.298538,0.772865,0.529150,0.535903,0.006753,0.466926,0.641712,0.174786,57,43,38,24,18,96.666700,85.666700,62.333300
5,logistic,logistic,1,15,143,48,1,2,1,,0.298538,0.772865,0.535903,0.542830,0.006927,0.466926,0.641712,0.174786,57,42,38,23,19,96.666700,85.666700,62.333300
5,logistic,logistic,1,16,182,61,1,2,1,,0.298538,0.772865,0.542830,0.549939,0.007109,0.466926,0.641712,0.174786,57,41,38,22,20,96.666700,85.666700,62.333300
5,logistic,logistic,1,17,191,64,1,2,1,,0.298538,0.772865,0.549939,0.557237,0.007298,0.466926,0.641712,0.174786,57,40,38,21,21,96.666700,85.666700,62.333300
5,logistic,logistic,1,18,221,74,1,2,1,,0.298538,0.772865,0.557237,0.564730,0.007494,0.466926,0.641712,0.174786,57,39,38,20,22,96.666700,85.666700,62.333300
5,logistic,logistic,1,19,227,76,1,2,1,,0.298538,0.772865,0.564730,0.572428,0.007698,0.466926,0.641712,0.174786,57,38,38,19,23,96.666700,85.666700,62.333300
5,logistic,logistic,1,20,239,80,1,2,1,,0.298538,0.772865,0.572428,0.580339,0.007911,0.466926,0.641712,0.174786,57,37,38,18,24,96.666700,85.666700,62.333300
5,logistic,logistic,1,21,53,18,0,2,1,,0.298538,0.772865,0.580339,0.588397,0.008058,0.413793,0.641712,0.227919,57,36,38,17,25,96.666700,85.666700,62.333300
5,logistic,logistic,1,22,98,33,0,2,1,,0.298538,0.772865,0.588397,0.596682,0.008285,0.413793,0.641712,0.227919,57,35,37,17,26,96.666700,85.666700,62.333300
5,logistic,logistic,1,23,107,36,0,2,1,,0.298538,0.772865,0.596682,0.605204,0.008522,0.413793,0.641712,0.227919,57,34,36,17,27,96.666700,85.666700,62.333300
5,logistic,logistic,1,24,176,59,0,2,1,,0.298538,0.772865,0.605204,0.613972,0.008768,0.413793,0.641712,0.227919,57,33,35,17,28,96.666700,85.666700,62.333300
5,logistic,logistic,1,25,203,68,0,2,1,,0.298538,0.772865,0.613972,0.622999,0.009026,0.413793,0.641712,0.227919,57,32,34,17,29,96.666700,85.666700,62.333300
5,logistic,logistic,1,26,92,31,1,2,1,,0.298538,0.772865,0.622999,0.630636,0.007637,1.167315,1.604279,0.436964,57,31,33,17,30,96.666700,85.666700,62.333300
5,logistic,logistic,1,27,128,43,1,2,1,,0.298538,0.772865,0.630636,0.638462,0.007827,1.167315,1.604279,0.436964,57,30,33,16,31,96.666700,85.666700,62.333300
5,logistic,logistic,1,28,5,2,0,2,1,,0.298538,0.772865,0.638462,0.645535,0.007073,1.034482,1.604279,0.569797,57,29,33,15,32,96.666700,85.666700,62.333300
5,logistic,logistic,1,29,29,10,0,2,1,,0.298538,0.772865,0.645535,0.652766,0.007231,1.034482,1.604279,0.569797,57,28,32,15,33,96.666700,85.666700,62.333300
5,logistic,logistic,1,30,62,21,0,2,1,,0.298538,0.772865,0.652766,0.660161,0.007395,1.034482,1.604279,0.569797,57,27,31,15,34,96.666700,85.666700,62.333300
5,logistic,logistic,1,31,230,77,0,2,1,,0.298538,0.772865,0.660161,0.667725,0.007564,1.034482,1.604279,0.569797,57,26,30,15,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,32,186,63,1,0,1,,0.298538,0.772865,0.667725,0.672299,0.004574,0.421234,0.590726,0.169493,57,25,29,15,36,96.666700,85.666700,62.333300
5,logistic,logistic,1,33,34,12,2,1,1,,0.298538,0.772865,0.672299,0.675311,0.003012,0.435336,1.854977,1.419642,57,24,30,14,36,96.666700,85.666700,62.333300
5,logistic,logistic,1,34,147,50,1,0,1,,0.298538,0.772865,0.675311,0.678633,0.003322,0.421253,0.571670,0.150418,57,23,30,15,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,35,184,62,0,1,1,,0.298538,0.772865,0.678633,0.682284,0.003652,0.905434,1.854977,0.949543,57,22,31,14,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,36,214,72,0,1,1,,0.298538,0.772865,0.682284,0.685129,0.002845,0.936475,1.739041,0.802566,57,21,30,15,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,37,159,54,1,0,1,,0.298538,0.772865,0.685129,0.689397,0.004268,0.394927,0.590726,0.195799,57,20,29,16,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,38,46,16,0,1,1,,0.298538,0.772865,0.689397,0.693159,0.003762,0.936654,1.739041,0.802387,57,19,30,15,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,39,117,40,1,0,1,,0.298538,0.772865,0.693159,0.696659,0.003500,0.394927,0.590726,0.195799,57,18,29,16,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,40,1,1,0,1,1,,0.298538,0.772865,0.696659,0.701380,0.004721,0.936666,1.739041,0.802375,57,17,30,15,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,41,55,19,0,1,1,,0.298538,0.772865,0.701380,0.705275,0.003895,0.968981,1.636745,0.667764,57,16,29,16,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,42,87,30,1,0,1,,0.298538,0.772865,0.705275,0.709798,0.004523,0.371696,0.611096,0.239400,57,15,28,17,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,43,169,57,0,1,1,,0.298538,0.772865,0.709798,0.714700,0.004902,0.968982,1.636745,0.667763,57,14,29,16,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,44,199,67,2,1,1,,0.298538,0.772865,0.714700,0.719014,0.004314,0.448821,1.545814,1.096993,57,13,28,17,35,96.666700,85.666700,62.333300
5,logistic,logistic,1,45,84,29,1,0,1,,0.298538,0.772865,0.719014,0.724050,0.005036,0.351047,0.611096,0.260049,57,12,28,18,34,96.666700,85.666700,62.333300
5,logistic,logistic,1,46,172,58,0,1,1,,0.298538,0.772865,0.724050,0.729625,0.005576,0.968982,1.545814,0.576833,57,11,29,17,34,96.666700,85.666700,62.333300
5,logistic,logistic,1,47,31,11,0,1,1,,0.298538,0.772865,0.729625,0.734322,0.004697,1.003589,1.464456,0.460867,57,10,28,18,34,96.666700,85.666700,62.333300
5,logistic,logistic,1,48,81,28,1,0,1,,0.298538,0.772865,0.734322,0.740554,0.006233,0.332572,0.632921,0.300349,57,9,27,19,34,96.666700,85.666700,62.333300
5,logistic,logistic,1,49,73,25,2,1,1,,0.298538,0.772865,0.740554,0.745448,0.004893,0.463789,1.464456,1.000667,57,8,28,18,34,96.666700,85.666700,62.333300
5,logistic,logistic,1,50,210,71,1,0,1,,0.298538,0.772865,0.745448,0.750212,0.004765,0.332586,0.611096,0.278509,57,7,28,19,33,96.666700,85.666700,62.333300
5,logistic,logistic,1,51,64,22,2,1,1,,0.298538,0.772865,0.750212,0.755155,0.004942,0.479416,1.464456,0.985039,57,6,29,18,33,96.666700,85.666700,62.333300
5,logistic,logistic,1,52,115,39,2,1,1,,0.298538,0.772865,0.755155,0.758717,0.003562,0.494971,1.391233,0.896262,57,5,29,19,32,96.666700,85.666700,62.333300
5,logistic,logistic,1,53,195,66,1,0,1,,0.298538,0.772865,0.758717,0.763355,0.004638,0.315958,0.590726,0.274768,57,4,29,20,31,96.666700,85.666700,62.333300
5,logistic,logistic,1,54,22,8,2,1,1,,0.298538,0.772865,0.763355,0.766887,0.003533,0.513828,1.391233,0.877405,57,3,30,19,31,96.666700,85.666700,62.333300
5,logistic,logistic,1,55,138,47,1,0,1,,0.298538,0.772865,0.766887,0.769843,0.002956,0.316473,0.571670,0.255197,57,2,30,20,30,96.666700,85.666700,62.333300
5,logistic,logistic,1,56,10,4,2,1,1,,0.298538,0.772865,0.769843,0.772865,0.003022,0.553124,1.391233,0.838109,57,1,31,19,30,96.666700,85.666700,62.333300
