seed,method,teacher_source,cycle_id,step_id,action_id,target_ue_id,previous_bs_id,selected_bs_id,applied,skip_reason,h_before_cycle_estimated,h_after_final_estimated,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before_estimated,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,switch_count_in_cycle,num_remaining_switches_before,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2
54,logistic,logistic,1,0,72,25,2,0,1,,0.375189,0.672344,0.375366,0.395126,0.019760,0.094414,0.432146,0.337732,51,51,31,23,26,96.333300,82.000000,59.333300
54,logistic,logistic,1,1,3,2,2,0,1,,0.375189,0.672344,0.395126,0.415003,0.019877,0.098208,0.419050,0.320842,51,50,32,23,25,96.333300,82.000000,59.333300
54,logistic,logistic,1,2,207,70,2,0,1,,0.375189,0.672344,0.415003,0.434708,0.019705,0.102300,0.406725,0.304425,51,49,33,23,24,96.333300,82.000000,59.333300
54,logistic,logistic,1,3,192,65,2,0,1,,0.375189,0.672344,0.434708,0.453893,0.019186,0.106748,0.395104,0.288356,51,48,34,23,23,96.333300,82.000000,59.333300
54,logistic,logistic,1,4,228,77,2,0,1,,0.375189,0.672344,0.453893,0.472162,0.018269,0.111602,0.384129,0.272528,51,47,35,23,22,96.333300,82.000000,59.333300
54,logistic,logistic,1,5,57,20,2,0,1,,0.375189,0.672344,0.472162,0.489074,0.016912,0.116935,0.373747,0.256813,51,46,36,23,21,96.333300,82.000000,59.333300
54,logistic,logistic,1,6,6,3,2,0,1,,0.375189,0.672344,0.489074,0.504177,0.015103,0.122782,0.363912,0.241130,51,45,37,23,20,96.333300,82.000000,59.333300
54,logistic,logistic,1,7,27,10,2,0,1,,0.375189,0.672344,0.504177,0.517017,0.012840,0.129244,0.354581,0.225336,51,44,38,23,19,96.333300,82.000000,59.333300
54,logistic,logistic,1,8,84,29,2,0,1,,0.375189,0.672344,0.517017,0.527163,0.010145,0.136499,0.345716,0.209217,51,43,39,23,18,96.333300,82.000000,59.333300
54,logistic,logistic,1,9,44,15,0,2,1,,0.375189,0.672344,0.527163,0.535823,0.008661,0.415225,0.674158,0.258933,51,42,40,23,17,96.333300,82.000000,59.333300
54,logistic,logistic,1,10,110,37,0,2,1,,0.375189,0.672344,0.535823,0.544774,0.008950,0.415225,0.674158,0.258933,51,41,39,23,18,96.333300,82.000000,59.333300
54,logistic,logistic,1,11,119,40,0,2,1,,0.375189,0.672344,0.544774,0.554028,0.009254,0.415225,0.674158,0.258933,51,40,38,23,19,96.333300,82.000000,59.333300
54,logistic,logistic,1,12,191,64,0,2,1,,0.375189,0.672344,0.554028,0.563602,0.009574,0.415225,0.674158,0.258933,51,39,37,23,20,96.333300,82.000000,59.333300
54,logistic,logistic,1,13,212,71,0,2,1,,0.375189,0.672344,0.563602,0.573513,0.009911,0.415225,0.674158,0.258933,51,38,36,23,21,96.333300,82.000000,59.333300
54,logistic,logistic,1,14,227,76,0,2,1,,0.375189,0.672344,0.573513,0.583778,0.010266,0.415225,0.674158,0.258933,51,37,35,23,22,96.333300,82.000000,59.333300
54,logistic,logistic,1,15,35,12,0,2,1,,0.375189,0.672344,0.583778,0.591977,0.008199,1.038063,1.685394,0.647332,51,36,34,23,23,96.333300,82.000000,59.333300
54,logistic,logistic,1,16,161,54,0,2,1,,0.375189,0.672344,0.591977,0.600409,0.008432,1.038063,1.685394,0.647332,51,35,33,23,24,96.333300,82.000000,59.333300
54,logistic,logistic,1,17,11,4,1,2,1,,0.375189,0.672344,0.600409,0.605608,0.005199,0.487805,0.674158,0.186353,51,34,32,23,25,96.333300,82.000000,59.333300
