seed,method,max_switches,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_before,h_after_estimated,reward,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users,measurement_valid,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,best_estimated_h_delta,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,warmup_before_cycle_sec,cycle_start_offset_sec
20,logistic,1,1,1,0,0,3,0.000000,96.833300,1.032703,31,0.386623,49,0,2,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,1,31,30,19,96.833300,86.666700,61.833300,1.032703,1.153846,1.617252,0.000123,0.000049,-0.004770,0.000049,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,2,0,0,2,3.735456,96.833300,0.466932,31,0.386623,49,0,0,0,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.466833,0.281091,0.105579,0.000123,-0.002893,-0.018389,0.000000,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,3,2,2,2,0.889597,61.833300,0.111200,19,0.386623,49,0,0,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.452251,0.281091,0.111127,0.018360,0.015332,0.000123,0.018360,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,4,1,1,2,2.322375,86.666700,0.290297,30,0.386623,49,0,0,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.452251,0.290477,0.105579,0.002490,0.000123,-0.016007,0.002490,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,5,1,1,4,0.000000,86.666700,0.461538,30,0.386623,49,0,2,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.413081,0.461538,0.646901,-0.000087,0.000123,-0.004017,0.000000,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,6,0,0,2,3.735489,96.833300,0.466936,31,0.386623,49,0,0,0,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.466833,0.281091,0.105579,0.000123,-0.002893,-0.018389,0.000000,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,7,0,0,3,0.000000,96.833300,1.032703,31,0.386623,49,0,2,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,1,31,30,19,96.833300,86.666700,61.833300,1.032703,1.153846,1.617252,0.000123,0.000049,-0.004770,0.000049,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,8,2,2,2,0.890749,61.833300,0.111344,19,0.386623,49,0,0,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.452251,0.281091,0.111107,0.018363,0.015335,0.000123,0.018363,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,9,2,2,2,0.889621,61.833300,0.111203,19,0.386623,49,0,0,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.452251,0.281091,0.111127,0.018360,0.015332,0.000123,0.018360,1,56,0,fixed,1,1,0,0,3.000000,4.000000
20,logistic,1,1,10,1,1,2,2.322447,86.666700,0.290306,30,0.386623,49,0,0,1,0.386623,0.655073,0.268451,0.268451,0.386623,0.000000,56,0,1,0,31,30,19,96.833300,86.666700,61.833300,0.452251,0.290476,0.105579,0.002490,0.000123,-0.016007,0.002490,1,56,0,fixed,1,1,0,0,3.000000,4.000000
