seed,method,teacher_source,cycle_id,step_id,action_id,target_ue_id,previous_bs_id,selected_bs_id,applied,skip_reason,h_before_cycle_estimated,h_after_final_estimated,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before_estimated,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,switch_count_in_cycle,num_remaining_switches_before,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2
51,logistic,logistic,1,0,213,72,2,0,1,,0.422620,0.899734,0.423660,0.449826,0.026167,0.094402,0.835844,0.741442,55,55,20,31,29,99.333300,87.000000,59.166700
51,logistic,logistic,1,1,87,30,2,0,1,,0.422620,0.899734,0.449826,0.477004,0.027178,0.097843,0.797851,0.700008,55,54,21,31,28,99.333300,87.000000,59.166700
51,logistic,logistic,1,2,207,70,2,0,1,,0.422620,0.899734,0.477004,0.504973,0.027968,0.101466,0.763162,0.661695,55,53,22,31,27,99.333300,87.000000,59.166700
51,logistic,logistic,1,3,12,5,2,0,1,,0.422620,0.899734,0.504973,0.533406,0.028434,0.105370,0.731363,0.625993,55,52,23,31,26,99.333300,87.000000,59.166700
51,logistic,logistic,1,4,99,34,2,0,1,,0.422620,0.899734,0.533406,0.561882,0.028476,0.109585,0.702109,0.592524,55,51,24,31,25,99.333300,87.000000,59.166700
51,logistic,logistic,1,5,96,33,1,0,1,,0.422620,0.899734,0.561882,0.570877,0.008994,0.303548,0.675105,0.371557,55,50,25,31,24,99.333300,87.000000,59.166700
51,logistic,logistic,1,6,123,42,1,0,1,,0.422620,0.899734,0.570877,0.578792,0.007916,0.313678,0.650101,0.336423,55,49,26,30,24,99.333300,87.000000,59.166700
51,logistic,logistic,1,7,111,38,1,0,1,,0.422620,0.899734,0.578792,0.585529,0.006736,0.324495,0.626883,0.302388,55,48,27,29,24,99.333300,87.000000,59.166700
51,logistic,logistic,1,8,8,3,0,2,1,,0.422620,0.899734,0.585529,0.591294,0.005765,0.402685,0.676056,0.273371,55,47,28,28,24,99.333300,87.000000,59.166700
51,logistic,logistic,1,9,17,6,0,2,1,,0.422620,0.899734,0.591294,0.597174,0.005880,0.402685,0.676056,0.273371,55,46,27,28,25,99.333300,87.000000,59.166700
51,logistic,logistic,1,10,0,1,1,0,1,,0.422620,0.899734,0.597174,0.603378,0.006204,0.336096,0.650101,0.314004,55,45,26,28,26,99.333300,87.000000,59.166700
51,logistic,logistic,1,11,44,15,0,2,1,,0.422620,0.899734,0.603378,0.609767,0.006389,0.402685,0.676056,0.273371,55,44,27,27,26,99.333300,87.000000,59.166700
51,logistic,logistic,1,12,50,17,0,2,1,,0.422620,0.899734,0.609767,0.616292,0.006525,0.402685,0.676056,0.273371,55,43,26,27,27,99.333300,87.000000,59.166700
51,logistic,logistic,1,13,164,55,0,2,1,,0.422620,0.899734,0.616292,0.622959,0.006667,0.402685,0.676056,0.273371,55,42,25,27,28,99.333300,87.000000,59.166700
51,logistic,logistic,1,14,194,65,0,2,1,,0.422620,0.899734,0.622959,0.629771,0.006812,0.402685,0.676056,0.273371,55,41,24,27,29,99.333300,87.000000,59.166700
51,logistic,logistic,1,15,81,28,1,0,1,,0.422620,0.899734,0.629771,0.636175,0.006404,0.348558,0.731363,0.382805,55,40,23,27,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,16,40,14,2,1,1,,0.422620,0.899734,0.636175,0.641325,0.005150,0.493315,1.269708,0.776393,55,39,24,26,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,17,237,80,1,0,1,,0.422620,0.899734,0.641325,0.646967,0.005642,0.348559,0.702109,0.353550,55,38,24,27,29,99.333300,87.000000,59.166700
51,logistic,logistic,1,18,68,23,0,2,1,,0.422620,0.899734,0.646967,0.652072,0.005105,1.006712,1.690140,0.683428,55,37,25,26,29,99.333300,87.000000,59.166700
51,logistic,logistic,1,19,79,27,2,1,1,,0.422620,0.899734,0.652072,0.657531,0.005459,0.493520,1.269708,0.776188,55,36,24,26,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,20,95,32,0,2,1,,0.422620,0.899734,0.657531,0.663176,0.005645,1.006712,1.690140,0.683428,55,35,24,27,29,99.333300,87.000000,59.166700
51,logistic,logistic,1,21,107,36,0,2,1,,0.422620,0.899734,0.663176,0.668920,0.005743,1.006712,1.690140,0.683428,55,34,23,27,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,22,225,76,1,0,1,,0.422620,0.899734,0.668920,0.674945,0.006025,0.348559,0.763162,0.414602,55,33,22,27,31,99.333300,87.000000,59.166700
51,logistic,logistic,1,23,200,67,0,2,1,,0.422620,0.899734,0.674945,0.681225,0.006280,1.006712,1.690140,0.683428,55,32,23,26,31,99.333300,87.000000,59.166700
51,logistic,logistic,1,24,175,59,2,1,1,,0.422620,0.899734,0.681225,0.688018,0.006793,0.463495,1.269708,0.806213,55,31,22,26,32,99.333300,87.000000,59.166700
51,logistic,logistic,1,25,73,25,2,1,1,,0.422620,0.899734,0.688018,0.693761,0.005743,0.479335,1.224361,0.745026,55,30,22,27,31,99.333300,87.000000,59.166700
51,logistic,logistic,1,26,171,58,1,0,1,,0.422620,0.899734,0.693761,0.700252,0.006492,0.336111,0.763162,0.427051,55,29,22,28,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,27,11,4,1,2,1,,0.422620,0.899734,0.700252,0.705972,0.005720,0.459770,0.676056,0.216286,55,28,23,27,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,28,133,45,2,1,1,,0.422620,0.899734,0.705972,0.712258,0.006286,0.479674,1.269708,0.790034,55,27,23,26,31,99.333300,87.000000,59.166700
51,logistic,logistic,1,29,35,12,1,2,1,,0.422620,0.899734,0.712258,0.718799,0.006541,0.459770,0.676056,0.216286,55,26,23,27,30,99.333300,87.000000,59.166700
51,logistic,logistic,1,30,110,37,1,2,1,,0.422620,0.899734,0.718799,0.725462,0.006662,0.459770,0.676056,0.216286,55,25,23,26,31,99.333300,87.000000,59.166700
51,logistic,logistic,1,31,128,43,1,2,1,,0.422620,0.899734,0.725462,0.732248,0.006787,0.459770,0.676056,0.216286,55,24,23,25,32,99.333300,87.000000,59.166700
51,logistic,logistic,1,32,160,54,2,1,1,,0.422620,0.899734,0.732248,0.739636,0.007388,0.451700,1.371285,0.919585,55,23,23,24,33,99.333300,87.000000,59.166700
51,logistic,logistic,1,33,137,46,1,2,1,,0.422620,0.899734,0.739636,0.747364,0.007727,0.459770,0.676056,0.216286,55,22,23,25,32,99.333300,87.000000,59.166700
51,logistic,logistic,1,34,143,48,1,2,1,,0.422620,0.899734,0.747364,0.755254,0.007891,0.459770,0.676056,0.216286,55,21,23,24,33,99.333300,87.000000,59.166700
51,logistic,logistic,1,35,152,51,1,2,1,,0.422620,0.899734,0.755254,0.763313,0.008059,0.459770,0.676056,0.216286,55,20,23,23,34,99.333300,87.000000,59.166700
51,logistic,logistic,1,36,229,77,2,1,1,,0.422620,0.899734,0.763313,0.772047,0.008734,0.426242,1.490527,1.064285,55,19,23,22,35,99.333300,87.000000,59.166700
51,logistic,logistic,1,37,197,66,1,2,1,,0.422620,0.899734,0.772047,0.781204,0.009157,0.459770,0.676056,0.216286,55,18,23,23,34,99.333300,87.000000,59.166700
51,logistic,logistic,1,38,206,69,1,2,1,,0.422620,0.899734,0.781204,0.790580,0.009376,0.459770,0.676056,0.216286,55,17,23,22,35,99.333300,87.000000,59.166700
