seed,method,max_switches,action_cycle_id,measured_cycle_id,h_before,h_after_estimated,estimated_reward,h_after_measured,measured_reward,cycle_reward,switch_count,num_degraded_users
35,logistic,1,1,2,0.332221,0.526848,0.194627,0.420200,0.087979,0.007979,55,25
35,logistic,1,2,3,0.420200,0.420200,0.000000,0.417859,-0.002341,-0.056341,0,54
35,logistic,1,3,4,0.417859,0.417859,0.000000,0.418594,0.000735,-0.025265,0,26
35,logistic,1,4,5,0.418594,0.418594,0.000000,0.418107,-0.000487,-0.050487,0,50
