seed,method,teacher_source,cycle_id,step_id,action_id,target_ue_id,previous_bs_id,selected_bs_id,applied,skip_reason,h_before_cycle_estimated,h_after_final_estimated,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before_estimated,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,switch_count_in_cycle,num_remaining_switches_before,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2
7,logistic,logistic,1,0,18,7,2,0,1,,0.337456,0.903181,0.337640,0.355041,0.017401,0.098885,0.835703,0.736818,55,55,25,29,26,94.166700,85.166700,58.333300
7,logistic,logistic,1,1,33,12,2,0,1,,0.337456,0.903181,0.355041,0.372815,0.017774,0.102841,0.804751,0.701910,55,54,26,29,25,94.166700,85.166700,58.333300
7,logistic,logistic,1,2,168,57,2,0,1,,0.337456,0.903181,0.372815,0.390795,0.017980,0.107126,0.776010,0.668884,55,53,27,29,24,94.166700,85.166700,58.333300
7,logistic,logistic,1,3,222,75,2,0,1,,0.337456,0.903181,0.390795,0.408768,0.017973,0.111805,0.749251,0.637446,55,52,28,29,23,94.166700,85.166700,58.333300
7,logistic,logistic,1,4,174,59,2,0,1,,0.337456,0.903181,0.408768,0.426487,0.017719,0.116888,0.724276,0.607388,55,51,29,29,22,94.166700,85.166700,58.333300
7,logistic,logistic,1,5,195,66,2,0,1,,0.337456,0.903181,0.426487,0.443662,0.017174,0.122455,0.700913,0.578458,55,50,30,29,21,94.166700,85.166700,58.333300
7,logistic,logistic,1,6,237,80,2,0,1,,0.337456,0.903181,0.443662,0.459965,0.016304,0.128578,0.679009,0.550431,55,49,31,29,20,94.166700,85.166700,58.333300
7,logistic,logistic,1,7,66,23,1,0,1,,0.337456,0.903181,0.459965,0.475114,0.015149,0.186175,0.658433,0.472258,55,48,32,29,19,94.166700,85.166700,58.333300
7,logistic,logistic,1,8,45,16,2,0,1,,0.337456,0.903181,0.475114,0.490904,0.015790,0.135610,0.639067,0.503457,55,47,33,28,19,94.166700,85.166700,58.333300
7,logistic,logistic,1,9,75,26,1,0,1,,0.337456,0.903181,0.490904,0.506414,0.015510,0.192825,0.620808,0.427984,55,46,34,28,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,10,78,27,1,0,1,,0.337456,0.903181,0.506414,0.521360,0.014946,0.199966,0.603564,0.403597,55,45,35,27,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,11,231,78,1,0,1,,0.337456,0.903181,0.521360,0.535552,0.014192,0.207658,0.587251,0.379593,55,44,36,26,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,12,48,17,1,0,1,,0.337456,0.903181,0.535552,0.548792,0.013239,0.215964,0.571797,0.355833,55,43,37,25,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,13,183,62,1,0,1,,0.337456,0.903181,0.548792,0.560878,0.012086,0.224963,0.557136,0.332173,55,42,38,24,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,14,219,74,1,0,1,,0.337456,0.903181,0.560878,0.571613,0.010735,0.234744,0.543207,0.308464,55,41,39,23,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,15,63,22,1,0,1,,0.337456,0.903181,0.571613,0.580811,0.009198,0.245414,0.529958,0.284544,55,40,40,22,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,16,186,63,1,0,1,,0.337456,0.903181,0.580811,0.588301,0.007491,0.257101,0.517340,0.260239,55,39,41,21,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,17,44,15,0,2,1,,0.337456,0.903181,0.588301,0.595764,0.007463,0.424779,0.685715,0.260936,55,38,42,20,18,94.166700,85.166700,58.333300
7,logistic,logistic,1,18,95,32,0,2,1,,0.337456,0.903181,0.595764,0.603419,0.007655,0.424779,0.685715,0.260936,55,37,41,20,19,94.166700,85.166700,58.333300
7,logistic,logistic,1,19,104,35,0,2,1,,0.337456,0.903181,0.603419,0.611272,0.007854,0.424779,0.685715,0.260936,55,36,40,20,20,94.166700,85.166700,58.333300
7,logistic,logistic,1,20,110,37,0,2,1,,0.337456,0.903181,0.611272,0.619333,0.008061,0.424779,0.685715,0.260936,55,35,39,20,21,94.166700,85.166700,58.333300
7,logistic,logistic,1,21,122,41,0,2,1,,0.337456,0.903181,0.619333,0.627610,0.008276,0.424779,0.685715,0.260936,55,34,38,20,22,94.166700,85.166700,58.333300
7,logistic,logistic,1,22,128,43,0,2,1,,0.337456,0.903181,0.627610,0.636110,0.008501,0.424779,0.685715,0.260936,55,33,37,20,23,94.166700,85.166700,58.333300
7,logistic,logistic,1,23,149,50,0,2,1,,0.337456,0.903181,0.636110,0.644844,0.008734,0.424779,0.685715,0.260936,55,32,36,20,24,94.166700,85.166700,58.333300
7,logistic,logistic,1,24,161,54,0,2,1,,0.337456,0.903181,0.644844,0.653821,0.008977,0.424779,0.685715,0.260936,55,31,35,20,25,94.166700,85.166700,58.333300
7,logistic,logistic,1,25,191,64,0,2,1,,0.337456,0.903181,0.653821,0.663052,0.009231,0.424779,0.685715,0.260936,55,30,34,20,26,94.166700,85.166700,58.333300
7,logistic,logistic,1,26,15,6,1,0,1,,0.337456,0.903181,0.663052,0.672558,0.009506,0.269971,0.639067,0.369097,55,29,33,20,27,94.166700,85.166700,58.333300
7,logistic,logistic,1,27,206,69,0,2,1,,0.337456,0.903181,0.672558,0.682597,0.010039,0.424779,0.685715,0.260936,55,28,34,19,27,94.166700,85.166700,58.333300
7,logistic,logistic,1,28,212,71,0,2,1,,0.337456,0.903181,0.682597,0.692941,0.010343,0.424779,0.685715,0.260936,55,27,33,19,28,94.166700,85.166700,58.333300
7,logistic,logistic,1,29,123,42,1,0,1,,0.337456,0.903181,0.692941,0.701047,0.008106,0.284180,0.658433,0.374253,55,26,32,19,29,94.166700,85.166700,58.333300
7,logistic,logistic,1,30,5,2,0,2,1,,0.337456,0.903181,0.701047,0.708861,0.007814,1.061947,1.714287,0.652340,55,25,33,18,29,94.166700,85.166700,58.333300
7,logistic,logistic,1,31,113,38,0,2,1,,0.337456,0.903181,0.708861,0.716851,0.007990,1.061947,1.714287,0.652340,55,24,32,18,30,94.166700,85.166700,58.333300
7,logistic,logistic,1,32,131,44,0,2,1,,0.337456,0.903181,0.716851,0.725023,0.008172,1.061947,1.714287,0.652340,55,23,31,18,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,33,40,14,2,1,1,,0.337456,0.903181,0.725023,0.732061,0.007038,0.501201,1.462636,0.961436,55,22,30,18,32,94.166700,85.166700,58.333300
7,logistic,logistic,1,34,117,40,1,0,1,,0.337456,0.903181,0.732061,0.740398,0.008337,0.284286,0.700913,0.416627,55,21,30,19,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,35,97,33,0,1,1,,0.337456,0.903181,0.740398,0.749054,0.008656,0.943332,1.462636,0.519304,55,20,31,18,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,36,82,28,0,1,1,,0.337456,0.903181,0.749054,0.756908,0.007854,0.974816,1.389505,0.414688,55,19,30,19,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,37,69,24,1,0,1,,0.337456,0.903181,0.756908,0.766838,0.009930,0.270236,0.724276,0.454040,55,18,29,20,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,38,214,72,0,1,1,,0.337456,0.903181,0.766838,0.776281,0.009443,0.974831,1.389505,0.414673,55,17,30,19,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,39,115,39,0,1,1,,0.337456,0.903181,0.776281,0.784877,0.008596,1.008495,1.323338,0.314843,55,16,29,20,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,40,193,65,2,1,1,,0.337456,0.903181,0.784877,0.792791,0.007914,0.517625,1.263186,0.745561,55,15,28,21,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,41,8,3,1,2,1,,0.337456,0.903181,0.792791,0.799363,0.006572,0.469667,0.685715,0.216048,55,14,28,22,30,94.166700,85.166700,58.333300
7,logistic,logistic,1,42,10,4,2,1,1,,0.337456,0.903181,0.799363,0.806735,0.007372,0.518906,1.263186,0.744281,55,13,28,21,31,94.166700,85.166700,58.333300
7,logistic,logistic,1,43,26,9,1,2,1,,0.337456,0.903181,0.806735,0.814353,0.007619,0.469667,0.685715,0.216048,55,12,28,22,30,94.166700,85.166700,58.333300
