seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
2,multi_greedy,6,1,0,9,2,2,1,0.081555,0.314149,0.335059,0.000000,0.000000,0.000000,0.000000,0,28,21,31,96.000000,83.666700,62.500000,0.639139,0.747875,0.081324,0.020044,0.020910,0.000153,0.020910,0.314149,0.335059,0.020910,0.081555,0.747875,0.666319,6,0,6,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,1,1,45,2,2,1,0.081555,0.314149,0.357286,0.000000,0.000000,0.000000,0.000000,0,28,22,30,96.000000,83.666700,62.500000,0.639139,0.715359,0.084035,0.021435,0.022226,0.000000,0.022226,0.335059,0.357286,0.022226,0.081555,0.715359,0.633803,6,1,5,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,1,2,52,2,2,1,0.081555,0.314149,0.381003,0.000000,0.000000,0.000000,0.000000,0,28,23,29,96.000000,83.666700,62.500000,0.639139,0.685552,0.086933,0.023037,0.023717,0.000000,0.023717,0.357286,0.381003,0.023717,0.081555,0.685552,0.603997,6,2,4,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,1,3,16,2,2,1,0.081553,0.314149,0.406198,0.000000,0.000000,0.000000,0.000000,0,28,24,28,96.000000,83.666700,62.500000,0.639139,0.658130,0.090038,0.024671,0.025194,0.000000,0.025194,0.381003,0.406198,0.025194,0.081553,0.658130,0.576577,6,3,3,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,1,4,29,2,2,1,0.081552,0.314149,0.432807,0.000000,0.000000,0.000000,0.000000,0,28,25,27,96.000000,83.666700,62.500000,0.639139,0.632817,0.093373,0.026299,0.026609,0.000000,0.026609,0.406198,0.432807,0.026609,0.081552,0.632817,0.551265,6,4,2,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,1,5,17,2,2,1,0.081552,0.314149,0.460707,0.000000,0.000000,0.000000,0.000000,0,28,26,26,96.000000,83.666700,62.500000,0.639139,0.609379,0.096964,0.027871,0.027900,0.000000,0.027900,0.432807,0.460707,0.027900,0.081552,0.609379,0.527828,6,5,1,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,2,0,74,2,2,0,0.051232,0.319834,0.351183,0.000000,0.000000,0.000000,0.000000,0,28,27,25,96.500000,88.333300,55.666700,0.648684,0.353475,0.051185,0.031349,0.028768,0.000082,0.031349,0.319834,0.351183,0.031349,0.051232,0.648684,0.597452,6,0,6,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,2,1,22,2,2,0,0.051231,0.319834,0.386088,0.000000,0.000000,0.000000,0.000000,0,29,27,24,96.500000,88.333300,55.666700,0.627061,0.353475,0.053318,0.034905,0.031983,0.000000,0.034905,0.351183,0.386088,0.034905,0.051231,0.627061,0.575831,6,1,5,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,2,2,70,2,2,0,0.051231,0.319834,0.424897,0.000000,0.000000,0.000000,0.000000,0,30,27,23,96.500000,88.333300,55.666700,0.606834,0.353475,0.055636,0.038809,0.035509,0.000000,0.038809,0.386088,0.424897,0.038809,0.051231,0.606834,0.555603,6,2,4,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,2,3,79,2,2,0,0.051229,0.319834,0.467768,0.000000,0.000000,0.000000,0.000000,0,31,27,22,96.500000,88.333300,55.666700,0.587870,0.353475,0.058165,0.042872,0.039161,0.000000,0.042872,0.424897,0.467768,0.042872,0.051229,0.587870,0.536641,6,3,3,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,2,4,59,2,2,0,0.051226,0.319834,0.514675,0.000000,0.000000,0.000000,0.000000,0,32,27,21,96.500000,88.333300,55.666700,0.570056,0.353475,0.060935,0.046906,0.042764,0.000000,0.046906,0.467768,0.514675,0.046906,0.051226,0.570056,0.518829,6,4,2,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,2,5,26,2,2,0,0.051097,0.319834,0.565264,0.000000,0.000000,0.000000,0.000000,0,33,27,20,96.500000,88.333300,55.666700,0.553290,0.353475,0.064009,0.050590,0.046015,0.000000,0.050590,0.514675,0.565264,0.050590,0.051097,0.553290,0.502192,6,5,1,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,3,0,37,0,0,2,0.406780,0.520329,0.589360,0.000000,0.000000,0.000000,0.000000,0,34,27,19,98.333300,87.166700,54.666700,0.406780,0.458891,0.731707,0.061138,0.062975,0.069031,0.069031,0.520329,0.589360,0.069031,0.406780,0.731707,0.324927,6,0,6,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,3,1,44,0,0,2,0.406780,0.520329,0.597470,0.000000,0.000000,0.000000,0.000000,0,33,27,20,98.333300,87.166700,54.666700,0.406780,0.458891,0.731707,0.000000,0.001887,0.008111,0.008111,0.589360,0.597470,0.008111,0.406780,0.731707,0.324927,6,1,5,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,3,2,39,0,0,2,0.406780,0.520329,0.605807,0.000000,0.000000,0.000000,0.000000,0,32,27,21,98.333300,87.166700,54.666700,0.406780,0.458891,0.731707,0.000000,0.001940,0.008337,0.008337,0.597470,0.605807,0.008337,0.406780,0.731707,0.324927,6,2,4,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,3,3,61,0,0,2,0.406780,0.520329,0.614380,0.000000,0.000000,0.000000,0.000000,0,31,27,22,98.333300,87.166700,54.666700,0.406780,0.458891,0.731707,0.000000,0.001994,0.008573,0.008573,0.605807,0.614380,0.008573,0.406780,0.731707,0.324927,6,3,3,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,3,4,63,0,0,2,0.406780,0.520329,0.623199,0.000000,0.000000,0.000000,0.000000,0,30,27,23,98.333300,87.166700,54.666700,0.406780,0.458891,0.731707,0.000000,0.002051,0.008819,0.008819,0.614380,0.623199,0.008819,0.406780,0.731707,0.324927,6,4,2,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,3,5,6,1,1,2,0.458891,0.520329,0.630117,0.000000,0.000000,0.000000,0.000000,0,29,27,24,98.333300,87.166700,54.666700,0.406780,0.458891,0.731707,-0.002096,0.000000,0.006918,0.006918,0.623199,0.630117,0.006918,0.458891,0.731707,0.272816,6,5,1,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,4,0,21,1,1,2,0.464216,0.543813,0.624595,0.000000,0.000000,0.000000,0.000000,0,29,26,25,98.166700,86.166700,52.500000,0.407470,0.464216,0.761905,0.070106,0.073055,0.080782,0.080782,0.543813,0.624595,0.080782,0.464216,0.761905,0.297688,6,0,6,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,4,1,28,1,1,2,0.464216,0.543813,0.632518,0.000000,0.000000,0.000000,0.000000,0,29,25,26,98.166700,86.166700,52.500000,0.407470,0.464216,0.761905,-0.003023,0.000000,0.007923,0.007923,0.624595,0.632518,0.007923,0.464216,0.761905,0.297688,6,1,5,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,4,2,48,1,1,2,0.464216,0.543813,0.640644,0.000000,0.000000,0.000000,0.000000,0,29,24,27,98.166700,86.166700,52.500000,0.407470,0.464216,0.761905,-0.003100,0.000000,0.008126,0.008126,0.632518,0.640644,0.008126,0.464216,0.761905,0.297688,6,2,4,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,4,3,66,1,1,2,0.464216,0.543813,0.648982,0.000000,0.000000,0.000000,0.000000,0,29,23,28,98.166700,86.166700,52.500000,0.407470,0.464216,0.761905,-0.003180,0.000000,0.008338,0.008338,0.640644,0.648982,0.008338,0.464216,0.761905,0.297688,6,3,3,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,4,4,69,1,1,2,0.464216,0.543813,0.657540,0.000000,0.000000,0.000000,0.000000,0,29,22,29,98.166700,86.166700,52.500000,0.407470,0.464216,0.761905,-0.003264,0.000000,0.008558,0.008558,0.648982,0.657540,0.008558,0.464216,0.761905,0.297688,6,4,2,fixed,6,6,0,0,0.000000,1,
2,multi_greedy,6,4,5,23,2,2,1,0.049174,0.543813,0.660147,0.000000,0.000000,0.000000,0.000000,0,29,21,30,98.166700,86.166700,52.500000,0.424981,0.445736,0.277240,0.000260,0.002608,0.000000,0.002608,0.657540,0.660147,0.002608,0.049174,0.445736,0.396562,6,5,1,fixed,6,6,0,0,0.000000,1,
