seed,method,max_switches,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_before,h_after_estimated,reward,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users,measurement_valid,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,best_estimated_h_delta,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,warmup_before_cycle_sec,cycle_start_offset_sec,expert_bs_id,run_index,source_file,source_condition,best_cycle,best_harmonic_mean,is_noop_to_best,sample_weight
1,multi_greedy,10,2,49,1,1,2,1.593429,79.3333,0.199179,30,0.522394,20,0,0,1,0.522394,0.654944,0.132551,0.132551,0.522394,0.14558,10,21,1,0,30,30,20,110.167,79.3333,54.6667,0.602511,0.200973,0.114622,0.03463,0.020035,0.00999,0.03463,10,10,0,fixed,10,10,0,0,3.0,4.0,0,11,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_1_20260818_015444.csv,multi_greedy_K10,4,0.676633,0,1.6926
6,multi_greedy,8,2,17,1,1,4,0.0,78.5,0.509554,29,0.668107,7,0,2,1,0.668107,0.775721,0.107613,0.107613,0.668107,0.108392,8,46,1,-1,26,29,25,100.333,78.5,54.5,0.398672,0.509554,0.733945,0.048177,0.053073,0.059467,0.059467,8,8,0,fixed,8,8,0,0,3.0,4.0,2,56,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_6_20260819_054858.csv,multi_greedy_K8,3,0.699619,0,2.18934
7,multi_greedy,1,2,33,0,0,1,3.550512,97.3333,1.183504,26,0.279767,36,0,0,0,0.279767,0.302584,0.022817,0.022817,0.279767,-0.05769,1,41,1,-1,26,29,25,97.3333,81.8333,55.5,1.169116,0.964199,0.746643,7.2e-05,-0.002346,-0.005249,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,0,7,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_7_20260818_220651.csv,multi_greedy_K1,1,0.337456,1,1.0
6,multi_greedy,3,2,36,0,0,3,0.0,100.0,1.0,29,0.577193,12,0,0,0,0.577193,0.718317,0.141124,0.141124,0.577193,0.017477,3,29,1,1,29,29,22,100.0,77.6667,55.0,1.0,1.287553,1.818182,0.113416,0.11468,0.116983,0.116983,3,3,0,fixed,3,3,0,0,3.0,4.0,0,26,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_6_20260819_062326.csv,multi_greedy_K3,3,0.662676,1,3.3396600000000003
4,multi_greedy,3,2,25,2,2,1,3.820418,61.5,1.273473,19,0.344878,27,0,2,0,0.344878,0.379908,0.03503,0.03503,0.344878,0.012683,3,42,1,-1,30,31,19,107.5,79.8333,61.5,1.131223,0.944015,1.036251,0.006311,0.004513,0.002589,0.006311,3,3,0,fixed,3,3,0,0,3.0,4.0,2,24,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_4_20260818_184626.csv,multi_greedy_K3,5,0.425522,1,1.12622
10,multi_greedy,3,1,39,2,2,2,0.780311,64.3333,0.097539,24,0.30604,37,1,2,0,0.30604,0.354973,0.048932,0.048932,0.30604,0.0,3,0,1,0,28,28,24,97.1667,80.5,64.3333,0.675292,0.176312,0.098943,0.016102,0.008746,0.000217,0.016102,3,3,0,fixed,3,3,0,0,3.0,4.0,0,20,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_10_20260819_115404.csv,multi_greedy_K3,5,0.42053,0,1.32204
1,multi_greedy,3,2,51,1,1,2,1.160683,78.8333,0.145085,35,0.395547,27,0,1,0,0.395547,0.452384,0.056836,0.056836,0.395547,0.018734,3,31,1,0,23,35,22,92.0,78.8333,54.5,0.919024,0.145489,0.099793,0.016333,0.000114,-0.004081,0.016333,3,3,0,fixed,3,3,0,0,3.0,4.0,0,21,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_1_20260818_015520.csv,multi_greedy_K3,5,0.56506,0,1.32666
3,multi_greedy,3,2,16,1,1,4,0.0,89.3333,0.447761,28,0.303305,38,0,1,0,0.303305,0.384768,0.081463,0.081463,0.303305,-0.028315,3,23,1,0,28,28,24,94.5,89.3333,55.8333,0.42328,0.447761,0.716418,-0.000127,0.000161,-0.005507,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,1,23,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_3_20260818_131458.csv,multi_greedy_K3,5,0.537989,1,1.0
6,multi_greedy,10,1,3,2,2,2,0.944265,57.8333,0.118033,25,0.559716,9,0,1,1,0.559716,0.79144,0.231724,0.231724,0.559716,0.0,10,0,1,0,29,26,25,100.0,73.0,57.8333,0.606367,0.586201,0.117894,0.070782,0.072525,0.035274,0.072525,10,10,0,fixed,10,10,0,0,3.0,4.0,1,16,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_6_20260819_055925.csv,multi_greedy_K10,3,0.709582,0,2.4505
7,multi_greedy,4,1,56,2,2,4,0.0,58.3333,0.685715,26,0.337456,37,0,2,0,0.337456,0.408768,0.071312,0.071312,0.337456,0.0,4,0,1,-1,25,29,26,94.1667,85.1667,58.3333,0.424779,0.469667,0.685715,0.003333,0.000489,0.000184,0.003333,4,4,0,fixed,4,4,0,0,3.0,4.0,2,37,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_7_20260818_220713.csv,multi_greedy_K4,4,0.51164,1,1.06666
10,multi_greedy,4,1,54,2,2,2,0.780328,64.3333,0.097541,24,0.30604,37,0,2,0,0.30604,0.371555,0.065515,0.065515,0.30604,0.0,4,0,1,0,28,28,24,97.1667,80.5,64.3333,0.675292,0.176312,0.098943,0.016102,0.008746,0.000217,0.016102,4,4,0,fixed,4,4,0,0,3.0,4.0,0,30,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_10_20260819_115417.csv,multi_greedy_K4,4,0.45084,0,1.32204
10,multi_greedy,6,1,35,1,1,1,2.877594,80.5,0.959198,28,0.30604,37,0,1,0,0.30604,0.403976,0.097936,0.097936,0.30604,0.0,6,0,1,-1,28,28,24,97.1667,80.5,64.3333,1.128676,0.912888,0.644417,0.002321,0.000217,-0.0039,0.002321,6,6,0,fixed,6,6,0,0,3.0,4.0,1,40,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_10_20260819_115426.csv,multi_greedy_K6,4,0.427373,1,1.04642
3,multi_greedy,8,2,10,2,2,2,0.558457,54.1667,0.069807,19,0.419926,48,0,1,1,0.419926,0.589906,0.16998,0.16998,0.419926,0.088305,8,26,1,0,33,28,19,98.3333,90.0,54.1667,0.415095,0.475193,0.069806,0.031626,0.033919,0.000231,0.033919,8,8,0,fixed,8,8,0,0,3.0,4.0,1,53,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_3_20260818_125853.csv,multi_greedy_K8,5,0.606651,0,1.67838
5,multi_greedy,4,2,78,1,1,2,1.925656,83.0,0.240707,26,0.274431,32,0,1,0,0.274431,0.380693,0.106262,0.106262,0.274431,-0.024107,4,36,1,0,28,26,26,94.0,83.0,57.6667,0.563121,0.237499,0.048623,0.003363,5.5e-05,-0.018267,0.003363,4,4,0,fixed,4,4,0,0,3.0,4.0,1,35,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_5_20260819_004304.csv,multi_greedy_K4,4,0.477328,1,1.06726
7,multi_greedy,6,2,59,0,0,2,5.03283,100.167,0.629104,31,0.397953,31,0,0,0,0.397953,0.51915,0.121196,0.121196,0.397953,0.060497,6,42,1,-1,31,29,20,100.167,82.1667,53.1667,0.627011,0.169286,0.060958,0.000126,-0.012128,-0.029312,0.0,6,6,0,fixed,6,6,0,0,3.0,4.0,0,47,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_7_20260818_220722.csv,multi_greedy_K6,5,0.509411,1,1.0
1,multi_greedy,6,1,22,1,1,3,0.0,84.6667,1.181102,36,0.376814,33,0,1,0,0.376814,0.464901,0.088087,0.088087,0.376814,0.0,6,0,1,1,20,36,24,69.8333,84.6667,94.8333,1.431982,1.181102,1.054482,0.004548,8.6e-05,0.001264,0.004548,6,6,0,fixed,6,6,0,0,3.0,4.0,1,41,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_1_20260818_015558.csv,multi_greedy_K6,5,0.668232,1,1.09096
10,multi_greedy,3,2,56,0,0,2,4.472032,96.5,0.559004,31,0.304247,27,0,0,0,0.304247,0.360778,0.056531,0.056531,0.304247,-0.001793,3,36,1,-1,31,28,21,96.5,79.3333,55.8333,0.559361,0.164123,0.075341,0.000183,-0.006486,-0.017612,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,0,20,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_10_20260819_115404.csv,multi_greedy_K3,5,0.42053,1,1.0
2,multi_greedy,10,2,58,0,0,1,3.507188,98.3333,1.169063,31,0.44097,26,0,0,0,0.44097,0.652288,0.211318,0.211318,0.44097,0.126821,10,52,1,1,31,28,21,98.3333,88.1667,53.1667,1.110832,1.07868,0.81912,0.000158,-0.000703,-0.005263,0.0,10,10,0,fixed,10,10,0,0,3.0,4.0,0,12,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_2_20260818_073542.csv,multi_greedy_K10,4,0.621014,1,1.0
4,multi_greedy,6,1,73,0,0,2,4.680747,107.5,0.585093,27,0.332194,28,0,0,0,0.332194,0.40072,0.068526,0.068526,0.332194,0.0,6,0,1,-1,27,31,22,107.5,79.6667,67.8333,0.585417,0.17208,0.125159,0.000696,-0.006434,-0.012159,0.0,6,6,0,fixed,6,6,0,0,3.0,4.0,0,44,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_4_20260818_183818.csv,multi_greedy_K6,5,0.454275,1,1.0
9,multi_greedy,6,2,67,1,1,2,1.458962,84.3333,0.18237,34,0.385974,38,0,1,0,0.385974,0.468322,0.082348,0.082348,0.385974,0.064546,6,45,1,0,32,34,14,96.1667,84.3333,55.1667,0.586994,0.185111,0.10815,0.012925,0.00238,-0.005231,0.012925,6,6,0,fixed,6,6,0,0,3.0,4.0,1,49,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_9_20260819_083544.csv,multi_greedy_K6,5,0.504731,1,1.2585
4,multi_greedy,8,1,62,0,0,2,4.677442,107.5,0.58468,27,0.332194,28,0,0,0,0.332194,0.416991,0.084796,0.084796,0.332194,0.0,8,0,1,-1,27,31,22,107.5,79.6667,67.8333,0.585445,0.17208,0.125159,0.000696,-0.006434,-0.012159,0.0,8,8,0,fixed,8,8,0,0,3.0,4.0,0,54,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_4_20260818_181930.csv,multi_greedy_K8,4,0.455706,1,1.0
2,multi_greedy,8,2,23,2,2,2,0.424056,55.3333,0.053007,23,0.37341,27,0,0,1,0.37341,0.629684,0.256273,0.256273,0.37341,0.059261,8,54,1,0,30,27,23,96.8333,89.3333,55.3333,0.550314,0.35351,0.052863,0.038203,0.035582,0.000117,0.038203,8,8,0,fixed,8,8,0,0,3.0,4.0,0,52,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_2_20260818_073023.csv,multi_greedy_K8,4,0.63112,0,1.76406
8,multi_greedy,4,1,48,0,0,4,0.0,103.167,0.387721,25,0.331071,29,0,0,0,0.331071,0.413612,0.082541,0.082541,0.331071,0.0,4,0,1,0,25,21,34,103.167,80.6667,66.1667,0.387721,0.495868,0.604534,0.009345,0.010196,0.005482,0.010196,4,4,0,fixed,4,4,0,0,3.0,4.0,2,38,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_8_20260819_033653.csv,multi_greedy_K4,5,0.574845,0,1.20392
3,multi_greedy,4,1,67,2,2,2,0.750848,63.1667,0.093856,27,0.33162,42,0,0,1,0.33162,0.415475,0.083854,0.083854,0.33162,0.0,4,0,1,0,25,28,27,96.6667,90.0,63.1667,0.746942,0.475273,0.093712,0.020063,0.018815,0.00046,0.020063,4,4,0,fixed,4,4,0,0,3.0,4.0,0,33,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_3_20260818_131509.csv,multi_greedy_K4,5,0.54884,0,1.40126
1,multi_greedy,3,1,13,0,0,4,0.0,69.8333,0.572793,20,0.376814,33,0,0,0,0.376814,0.419713,0.0429,0.0429,0.376814,0.0,3,0,1,-1,20,36,24,69.8333,84.6667,94.8333,0.572793,0.472441,0.421793,8.6e-05,-0.004659,-0.003776,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,0,21,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_1_20260818_015520.csv,multi_greedy_K3,5,0.56506,1,1.0
7,multi_greedy,8,1,12,2,2,2,0.793432,58.3333,0.099179,26,0.337456,37,0,0,1,0.337456,0.475114,0.137658,0.137658,0.337456,0.0,8,0,1,0,25,29,26,94.1667,85.1667,58.3333,0.835703,0.179992,0.098886,0.017585,0.007541,0.000184,0.017585,8,8,0,fixed,8,8,0,0,3.0,4.0,0,57,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_7_20260818_220731.csv,multi_greedy_K8,4,0.525211,0,1.3517000000000001
10,multi_greedy,8,2,49,1,1,4,0.0,78.1667,0.511727,28,0.385226,40,0,1,0,0.385226,0.464669,0.079443,0.079443,0.385226,0.079186,8,39,1,-1,36,28,16,98.6667,78.1667,55.0,0.405405,0.511727,0.727273,0.001097,0.000136,0.000614,0.001097,8,8,0,fixed,8,8,0,0,3.0,4.0,2,50,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_10_20260819_115433.csv,multi_greedy_K8,5,0.473143,0,1.02194
1,multi_greedy,6,2,79,0,0,2,6.598871,110.0,0.824859,26,0.442783,24,0,0,0,0.442783,0.560069,0.117286,0.117286,0.442783,0.065969,6,32,1,-1,26,33,21,110.0,79.5,54.6667,0.828918,0.157917,0.102621,0.000268,-0.016034,-0.021241,0.0,6,6,0,fixed,6,6,0,0,3.0,4.0,0,41,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_1_20260818_015558.csv,multi_greedy_K6,5,0.668232,1,1.0
3,multi_greedy,1,2,26,1,1,4,0.0,89.5,0.446927,28,0.266162,40,0,1,0,0.266162,0.287815,0.021653,0.021653,0.266162,-0.065458,1,15,1,0,26,28,26,94.0,89.5,56.3333,0.425532,0.446927,0.71006,5.6e-05,0.00013,-0.005209,5.6e-05,1,1,0,fixed,1,1,0,0,3.0,4.0,1,3,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_3_20260818_125514.csv,multi_greedy_K1,1,0.33162,1,1.00112
5,multi_greedy,8,2,20,1,1,4,0.0,82.8333,0.482898,26,0.360862,43,0,2,1,0.360862,0.525841,0.164978,0.164978,0.360862,0.062325,8,41,1,0,32,26,22,98.1667,82.8333,53.8333,0.40747,0.482898,0.743035,0.000753,7.7e-05,-0.001396,0.000753,8,8,0,fixed,8,8,0,0,3.0,4.0,2,55,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_5_20260819_001229.csv,multi_greedy_K8,3,0.484904,0,1.01506
3,multi_greedy,8,1,13,2,2,2,0.750775,63.1667,0.093847,27,0.33162,42,0,0,1,0.33162,0.50475,0.173129,0.173129,0.33162,0.0,8,0,1,0,25,28,27,96.6667,90.0,63.1667,0.746942,0.475273,0.093713,0.020063,0.018815,0.00046,0.020063,8,8,0,fixed,8,8,0,0,3.0,4.0,0,53,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_3_20260818_125853.csv,multi_greedy_K8,5,0.606651,0,1.40126
6,multi_greedy,8,1,24,0,0,2,5.006527,100.0,0.625816,29,0.559716,9,0,0,0,0.559716,0.784107,0.224391,0.224391,0.559716,0.0,8,0,1,-1,29,26,25,100.0,73.0,57.8333,0.627397,0.586201,0.113393,0.035274,0.036336,0.000451,0.036336,8,8,0,fixed,8,8,0,0,3.0,4.0,0,56,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_6_20260819_054858.csv,multi_greedy_K8,3,0.699619,1,1.72672
8,multi_greedy,1,1,33,2,2,3,0.0,66.1667,1.511334,34,0.331071,29,0,2,0,0.331071,0.357732,0.026661,0.026661,0.331071,0.0,1,0,1,1,25,21,34,103.167,80.6667,66.1667,0.969302,1.239669,1.511334,0.014122,0.014493,0.009345,0.014493,1,1,0,fixed,1,1,0,0,3.0,4.0,2,8,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_8_20260819_032459.csv,multi_greedy_K1,5,0.394023,1,1.28986
8,multi_greedy,4,1,3,2,2,2,0.85792,66.1667,0.10724,34,0.331071,29,0,0,1,0.331071,0.413612,0.082541,0.082541,0.331071,0.0,4,0,1,0,25,21,34,103.167,80.6667,66.1667,0.753556,0.566906,0.106886,0.026661,0.026002,0.009345,0.026661,4,4,0,fixed,4,4,0,0,3.0,4.0,0,38,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_8_20260819_033653.csv,multi_greedy_K4,5,0.574845,0,1.53322
8,multi_greedy,8,2,47,2,2,2,1.156274,58.8333,0.144534,26,0.475666,22,0,0,1,0.475666,0.584736,0.10907,0.10907,0.475666,0.144596,8,42,1,0,31,23,26,106.667,83.0,58.8333,0.521005,0.430722,0.142187,0.022778,0.022142,0.005564,0.022778,8,8,0,fixed,8,8,0,0,3.0,4.0,0,58,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_8_20260819_033626.csv,multi_greedy_K8,4,0.595816,0,1.45556
6,multi_greedy,8,2,2,1,1,1,3.485561,78.5,1.161854,29,0.668107,7,0,1,0,0.668107,0.775721,0.107613,0.107613,0.668107,0.108392,8,46,1,1,26,29,25,100.333,78.5,54.5,1.125508,1.111978,0.747072,0.051564,0.053073,0.052454,0.052454,8,8,0,fixed,8,8,0,0,3.0,4.0,1,56,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_6_20260819_054858.csv,multi_greedy_K8,3,0.699619,1,2.04908
7,multi_greedy,3,1,18,2,2,4,0.0,58.3333,0.685715,26,0.337456,37,0,2,0,0.337456,0.390795,0.053338,0.053338,0.337456,0.0,3,0,1,-1,25,29,26,94.1667,85.1667,58.3333,0.424779,0.469667,0.685715,0.003333,0.000489,0.000184,0.003333,3,3,0,fixed,3,3,0,0,3.0,4.0,2,27,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_7_20260818_220700.csv,multi_greedy_K3,5,0.517913,1,1.06666
5,multi_greedy,1,1,46,2,2,3,0.0,62.3333,1.604279,30,0.298538,37,0,2,0,0.298538,0.315525,0.016987,0.016987,0.298538,0.0,1,0,1,1,24,26,30,96.6667,85.6667,62.3333,1.034482,1.167315,1.604279,0.004861,0.003385,0.000269,0.004861,1,1,0,fixed,1,1,0,0,3.0,4.0,2,5,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_5_20260819_001757.csv,multi_greedy_K1,1,0.298538,1,1.09722
5,multi_greedy,3,2,59,0,0,4,0.0,95.5,0.418848,27,0.254924,33,0,0,0,0.254924,0.326962,0.072038,0.072038,0.254924,-0.043614,3,29,1,0,27,26,27,95.5,81.3333,55.3333,0.418848,0.491803,0.722892,5.7e-05,-0.000654,-0.004247,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,0,25,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_5_20260819_003851.csv,multi_greedy_K3,5,0.476207,1,1.0
5,multi_greedy,4,1,41,2,2,2,0.690697,62.3333,0.086337,30,0.298538,37,0,2,0,0.298538,0.369857,0.071319,0.071319,0.298538,0.0,4,0,1,0,24,26,30,96.6667,85.6667,62.3333,0.708871,0.234063,0.0863,0.016987,0.011773,0.000269,0.016987,4,4,0,fixed,4,4,0,0,3.0,4.0,0,35,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_5_20260819_004304.csv,multi_greedy_K4,4,0.477328,0,1.33974
9,multi_greedy,4,1,73,2,2,2,0.887459,63.6667,0.110932,20,0.321428,42,0,0,1,0.321428,0.383781,0.062353,0.062353,0.321428,0.0,4,0,1,0,26,34,20,82.8333,86.8333,63.6667,0.747438,0.181573,0.110793,0.015779,0.007006,5.9e-05,0.015779,4,4,0,fixed,4,4,0,0,3.0,4.0,0,39,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_9_20260819_084759.csv,multi_greedy_K4,5,0.499172,0,1.31558
2,multi_greedy,10,2,72,2,2,1,2.433588,53.1667,0.811196,21,0.44097,26,0,2,0,0.44097,0.652288,0.211318,0.211318,0.44097,0.126821,10,52,1,-1,31,28,21,98.3333,88.1667,53.1667,1.08552,1.07868,0.865947,0.005289,0.004532,0.000158,0.005289,10,10,0,fixed,10,10,0,0,3.0,4.0,2,12,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_2_20260818_073542.csv,multi_greedy_K10,4,0.621014,1,1.10578
9,multi_greedy,10,2,32,2,2,2,0.96063,54.8333,0.120079,13,0.435158,48,1,0,1,0.435158,0.526197,0.091038,0.091038,0.435158,0.113731,10,26,1,0,36,31,13,97.0,83.6667,54.8333,0.441797,0.213611,0.120626,0.016048,0.007689,2.8e-05,0.016048,10,10,0,fixed,10,10,0,0,3.0,4.0,0,19,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_9_20260819_084440.csv,multi_greedy_K10,5,0.541595,0,1.32096
7,multi_greedy,1,2,7,0,0,2,7.285225,97.3333,0.910653,26,0.279767,36,0,0,0,0.279767,0.302584,0.022817,0.022817,0.279767,-0.05769,1,41,1,-1,26,29,25,97.3333,81.8333,55.5,0.883243,0.172405,0.052353,7.2e-05,-0.006606,-0.020797,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,2,7,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_7_20260818_220651.csv,multi_greedy_K1,1,0.337456,0,1.0
10,multi_greedy,10,1,36,0,0,4,0.0,97.1667,0.411664,28,0.30604,37,0,0,0,0.30604,0.457889,0.151848,0.151848,0.30604,0.0,10,0,1,0,28,28,24,97.1667,80.5,64.3333,0.411664,0.496894,0.621762,0.000217,-0.001178,-0.004237,0.0,10,10,0,fixed,10,10,0,0,3.0,4.0,2,10,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_10_20260819_115450.csv,multi_greedy_K10,3,0.456225,0,1.0
6,multi_greedy,1,2,80,1,1,1,3.508247,76.8333,1.169416,27,0.483295,9,0,1,0,0.483295,0.575065,0.09177,0.09177,0.483295,-0.076421,1,42,1,-1,29,27,24,100.167,76.8333,54.1667,1.129611,1.117298,0.716394,0.025906,0.026945,0.018095,0.025906,1,1,0,fixed,1,1,0,0,3.0,4.0,1,6,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_6_20260819_055640.csv,multi_greedy_K1,5,0.620652,1,1.51812
6,multi_greedy,8,2,9,1,1,3,0.0,78.5,1.273885,29,0.668107,7,0,1,0,0.668107,0.775721,0.107613,0.107613,0.668107,0.108392,8,46,1,1,26,29,25,100.333,78.5,54.5,0.996681,1.273885,1.834862,0.050284,0.053073,0.057093,0.057093,8,8,0,fixed,8,8,0,0,3.0,4.0,1,56,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_6_20260819_054858.csv,multi_greedy_K8,3,0.699619,1,2.14186
10,multi_greedy,1,1,17,1,1,2,1.461167,80.5,0.182646,28,0.30604,37,0,1,0,0.30604,0.322161,0.016121,0.016121,0.30604,0.0,1,0,1,0,28,28,24,97.1667,80.5,64.3333,0.675292,0.182605,0.094873,0.006696,0.000217,-0.00924,0.006696,1,1,0,fixed,1,1,0,0,3.0,4.0,1,0,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_10_20260819_115347.csv,multi_greedy_K1,1,0.30604,1,1.13392
9,multi_greedy,6,1,24,0,0,1,3.510616,82.8333,1.170205,26,0.321428,42,0,0,0,0.321428,0.411802,0.090375,0.090375,0.321428,0.0,6,0,1,-1,26,34,20,82.8333,86.8333,63.6667,1.172277,0.992907,0.688782,5.9e-05,-0.002954,-0.006267,0.0,6,6,0,fixed,6,6,0,0,3.0,4.0,0,49,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_9_20260819_083544.csv,multi_greedy_K6,5,0.504731,1,1.0
2,multi_greedy,6,1,16,2,2,2,0.652426,62.5,0.081553,31,0.314149,25,0,1,1,0.314149,0.460707,0.146558,0.146558,0.314149,0.0,6,0,1,0,28,21,31,96.0,83.6667,62.5,0.639139,0.747875,0.081325,0.020044,0.02091,0.000153,0.02091,6,6,0,fixed,6,6,0,0,3.0,4.0,1,42,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_2_20260818_073718.csv,multi_greedy_K6,5,0.618287,0,1.4182000000000001
9,multi_greedy,3,1,64,0,0,4,0.0,82.8333,0.482898,26,0.321428,42,0,0,0,0.321428,0.368583,0.047155,0.047155,0.321428,0.0,3,0,1,0,26,34,20,82.8333,86.8333,63.6667,0.482898,0.460653,0.628272,5.9e-05,-0.002843,-0.004882,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,0,29,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_9_20260819_082758.csv,multi_greedy_K3,5,0.465542,1,1.0
4,multi_greedy,10,1,52,1,1,2,1.423962,79.6667,0.177995,31,0.332194,28,0,0,1,0.332194,0.431152,0.098958,0.098958,0.332194,0.0,10,0,1,0,27,31,22,107.5,79.6667,67.8333,0.56449,0.17759,0.125159,0.007439,0.000696,-0.005763,0.007439,10,10,0,fixed,10,10,0,0,3.0,4.0,0,14,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_4_20260818_182426.csv,multi_greedy_K10,3,0.446406,0,1.14878
7,multi_greedy,10,1,8,0,0,2,6.893876,94.1667,0.861735,25,0.337456,37,0,0,0,0.337456,0.506414,0.168958,0.168958,0.337456,0.0,10,0,1,-1,25,29,26,94.1667,85.1667,58.3333,0.870364,0.179992,0.095258,0.000184,-0.009038,-0.01671,0.0,10,10,0,fixed,10,10,0,0,3.0,4.0,0,17,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_7_20260818_220739.csv,multi_greedy_K10,4,0.534212,1,1.0
2,multi_greedy,6,2,17,1,1,2,2.9333,88.3333,0.366662,27,0.319834,29,0,1,0,0.319834,0.565264,0.245431,0.245431,0.319834,0.005685,6,46,1,0,28,27,25,96.5,88.3333,55.6667,0.648684,0.366557,0.049222,0.001992,8.2e-05,-0.026154,0.001992,6,6,0,fixed,6,6,0,0,3.0,4.0,1,42,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_2_20260818_073718.csv,multi_greedy_K6,5,0.618287,1,1.03984
