seed,method,max_switches,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_before,h_after_estimated,reward,estimated_reward,h_after_measured,measured_reward,switch_count,num_degraded_users,measurement_valid,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,best_estimated_h_delta,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,warmup_before_cycle_sec,cycle_start_offset_sec,expert_bs_id,run_index,source_file,source_condition,best_cycle,best_harmonic_mean,is_noop_to_best,sample_weight
4,multi_greedy,3,2,77,1,1,4,0.0,79.8333,0.501044,31,0.344878,27,0,1,0,0.344878,0.379908,0.03503,0.03503,0.344878,0.012683,3,42,1,-1,30,31,19,107.5,79.8333,61.5,0.372093,0.501044,0.650407,0.003051,0.002589,0.001155,0.003051,3,3,0,fixed,3,3,0,0,3.0,4.0,1,24,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_4_20260818_184626.csv,multi_greedy_K3,5,0.425522,1,1.06102
7,multi_greedy,6,1,80,2,2,2,0.792291,58.3333,0.099036,26,0.337456,37,0,2,0,0.337456,0.443662,0.106205,0.106205,0.337456,0.0,6,0,1,0,25,29,26,94.1667,85.1667,58.3333,0.835703,0.179992,0.098906,0.017582,0.007538,0.000184,0.017582,6,6,0,fixed,6,6,0,0,3.0,4.0,0,47,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_7_20260818_220722.csv,multi_greedy_K6,5,0.509411,0,1.35164
7,multi_greedy,6,2,35,0,0,4,0.0,100.167,0.399333,31,0.397953,31,0,0,0,0.397953,0.51915,0.121196,0.121196,0.397953,0.060497,6,42,1,0,31,29,20,100.167,82.1667,53.1667,0.399333,0.486815,0.752351,0.000126,-0.002958,0.000102,0.000102,6,6,0,fixed,6,6,0,0,3.0,4.0,2,47,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_7_20260818_220722.csv,multi_greedy_K6,5,0.509411,0,1.00204
9,multi_greedy,8,2,74,0,0,3,0.0,96.6667,1.034482,34,0.413683,34,0,0,0,0.413683,0.499245,0.085562,0.085562,0.413683,0.092256,8,27,1,1,34,33,13,96.6667,85.3333,54.1667,1.034482,1.171875,1.846153,4.2e-05,-0.002939,-0.00183,0.0,8,8,0,fixed,8,8,0,0,3.0,4.0,0,59,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_9_20260819_083818.csv,multi_greedy_K8,5,0.526466,1,1.0
2,multi_greedy,3,2,5,2,2,4,0.0,55.5,0.720721,28,0.258409,23,0,2,0,0.258409,0.339368,0.080959,0.080959,0.258409,-0.05574,3,33,1,-1,28,24,28,97.5,82.3333,55.5,0.410256,0.48583,0.720721,0.00645,0.006817,0.001297,0.006817,3,3,0,fixed,3,3,0,0,3.0,4.0,2,22,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_2_20260818_073808.csv,multi_greedy_K3,5,0.492482,1,1.1363400000000001
5,multi_greedy,3,1,22,2,2,1,1.64074,62.3333,0.546913,30,0.298538,37,0,2,0,0.298538,0.351139,0.052601,0.052601,0.298538,0.0,3,0,1,-1,24,26,30,96.6667,85.6667,62.3333,1.123821,1.030543,0.527358,0.006348,0.004639,0.000269,0.006348,3,3,0,fixed,3,3,0,0,3.0,4.0,2,25,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_5_20260819_003851.csv,multi_greedy_K3,5,0.476207,1,1.12696
9,multi_greedy,8,1,44,1,1,3,0.0,86.8333,1.151632,34,0.321428,42,0,1,0,0.321428,0.436322,0.114895,0.114895,0.321428,0.0,8,0,1,1,26,34,20,82.8333,86.8333,63.6667,1.207244,1.151632,1.57068,0.002936,5.9e-05,-0.002459,0.002936,8,8,0,fixed,8,8,0,0,3.0,4.0,1,59,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_9_20260819_083818.csv,multi_greedy_K8,5,0.526466,1,1.05872
6,multi_greedy,4,1,47,0,0,4,0.0,100.0,0.4,29,0.559716,9,0,0,0,0.559716,0.743658,0.183942,0.183942,0.559716,0.0,4,0,1,0,29,26,25,100.0,73.0,57.8333,0.4,0.547945,0.691643,0.035274,0.040099,0.035166,0.040099,4,4,0,fixed,4,4,0,0,3.0,4.0,2,36,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_6_20260819_062735.csv,multi_greedy_K4,3,0.66769,0,1.80198
4,multi_greedy,4,2,28,0,0,4,0.0,108.167,0.369799,31,0.361702,54,0,0,0,0.361702,0.398207,0.036504,0.036504,0.361702,0.029508,4,51,1,0,31,31,18,108.167,80.3333,61.6667,0.369799,0.497926,0.648648,0.000274,7e-06,-0.000838,7e-06,4,4,0,fixed,4,4,0,0,3.0,4.0,2,34,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_4_20260818_185023.csv,multi_greedy_K4,5,0.446785,0,1.00014
7,multi_greedy,1,1,59,2,2,2,0.792332,58.3333,0.099042,26,0.337456,37,0,2,0,0.337456,0.355041,0.017585,0.017585,0.337456,0.0,1,0,1,0,25,29,26,94.1667,85.1667,58.3333,0.835703,0.179992,0.098905,0.017582,0.007538,0.000184,0.017582,1,1,0,fixed,1,1,0,0,3.0,4.0,2,7,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_7_20260818_220651.csv,multi_greedy_K1,1,0.337456,1,1.35164
8,multi_greedy,1,1,58,0,0,1,3.507532,103.167,1.169177,25,0.331071,29,0,0,0,0.331071,0.357732,0.026661,0.026661,0.331071,0.0,1,0,1,-1,25,21,34,103.167,80.6667,66.1667,1.174562,1.115944,0.683409,0.009345,0.009265,0.003272,0.009265,1,1,0,fixed,1,1,0,0,3.0,4.0,0,8,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_8_20260819_032459.csv,multi_greedy_K1,5,0.394023,1,1.1853
8,multi_greedy,1,1,49,0,0,2,6.56162,103.167,0.820202,25,0.331071,29,0,0,0,0.331071,0.357732,0.026661,0.026661,0.331071,0.0,1,0,1,-1,25,21,34,103.167,80.6667,66.1667,0.780047,0.566906,0.103855,0.009345,0.008609,-0.00722,0.008609,1,1,0,fixed,1,1,0,0,3.0,4.0,0,8,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_8_20260819_032459.csv,multi_greedy_K1,5,0.394023,1,1.17218
10,multi_greedy,4,1,44,1,1,2,1.460065,80.5,0.182508,28,0.30604,37,0,1,0,0.30604,0.371555,0.065515,0.065515,0.30604,0.0,4,0,1,0,28,28,24,97.1667,80.5,64.3333,0.675292,0.182621,0.094873,0.006696,0.000217,-0.009241,0.006696,4,4,0,fixed,4,4,0,0,3.0,4.0,1,30,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_10_20260819_115417.csv,multi_greedy_K4,4,0.45084,1,1.13392
1,multi_greedy,6,2,13,0,0,4,0.0,110.0,0.363636,26,0.442783,24,0,0,0,0.442783,0.560069,0.117286,0.117286,0.442783,0.065969,6,32,1,0,26,33,21,110.0,79.5,54.6667,0.363636,0.503145,0.731707,0.000268,-0.002082,0.002128,0.002128,6,6,0,fixed,6,6,0,0,3.0,4.0,2,41,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_1_20260818_015558.csv,multi_greedy_K6,5,0.668232,0,1.04256
4,multi_greedy,4,1,77,1,1,4,0.0,79.6667,0.502092,31,0.332194,28,0,1,0,0.332194,0.381108,0.048913,0.048913,0.332194,0.0,4,0,1,-1,27,31,22,107.5,79.6667,67.8333,0.372093,0.502092,0.589681,0.001248,0.000696,-0.001941,0.001248,4,4,0,fixed,4,4,0,0,3.0,4.0,1,34,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_4_20260818_185023.csv,multi_greedy_K4,5,0.446785,1,1.02496
1,multi_greedy,6,1,36,0,0,4,0.0,69.8333,0.572793,20,0.376814,33,0,0,0,0.376814,0.464901,0.088087,0.088087,0.376814,0.0,6,0,1,-1,20,36,24,69.8333,84.6667,94.8333,0.572793,0.472441,0.421793,8.6e-05,-0.004659,-0.003776,0.0,6,6,0,fixed,6,6,0,0,3.0,4.0,2,41,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_1_20260818_015558.csv,multi_greedy_K6,5,0.668232,0,1.0
7,multi_greedy,3,2,66,2,2,2,0.462251,54.6667,0.057781,23,0.324799,34,1,2,0,0.324799,0.41118,0.08638,0.08638,0.324799,-0.012657,3,46,1,0,28,29,23,99.1667,82.6667,54.6667,0.774889,0.175302,0.05789,0.026983,0.017114,0.000125,0.026983,3,3,0,fixed,3,3,0,0,3.0,4.0,0,27,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_7_20260818_220700.csv,multi_greedy_K3,5,0.517913,0,1.53966
1,multi_greedy,6,1,76,1,1,1,2.644434,84.6667,0.881478,36,0.376814,33,0,1,0,0.376814,0.464901,0.088087,0.088087,0.376814,0.0,6,0,1,-1,20,36,24,69.8333,84.6667,94.8333,2.334611,0.881158,0.74795,0.005508,8.6e-05,0.001028,0.005508,6,6,0,fixed,6,6,0,0,3.0,4.0,1,41,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_1_20260818_015558.csv,multi_greedy_K6,5,0.668232,1,1.11016
10,multi_greedy,1,2,29,0,0,1,3.506236,96.8333,1.168745,29,0.275652,29,0,0,0,0.275652,0.293225,0.017573,0.017573,0.275652,-0.030388,1,38,1,-1,29,28,23,96.8333,78.6667,57.6667,1.168567,0.921238,0.83202,0.000178,-0.001652,-0.005677,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,0,0,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_10_20260819_115347.csv,multi_greedy_K1,1,0.30604,1,1.0
5,multi_greedy,8,1,73,2,2,2,0.689675,62.3333,0.086209,30,0.298538,37,0,2,0,0.298538,0.446842,0.148304,0.148304,0.298538,0.0,8,0,1,0,24,26,30,96.6667,85.6667,62.3333,0.708871,0.234063,0.086311,0.016985,0.011771,0.000269,0.016985,8,8,0,fixed,8,8,0,0,3.0,4.0,0,55,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_5_20260819_001229.csv,multi_greedy_K8,3,0.484904,0,1.3397000000000001
3,multi_greedy,1,2,68,2,2,4,0.0,56.3333,0.71006,26,0.266162,40,0,2,0,0.266162,0.287815,0.021653,0.021653,0.266162,-0.065458,1,15,1,-1,26,28,26,94.0,89.5,56.3333,0.425532,0.446927,0.71006,0.005615,0.005693,0.00013,0.005693,1,1,0,fixed,1,1,0,0,3.0,4.0,2,3,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_3_20260818_125514.csv,multi_greedy_K1,1,0.33162,1,1.11386
3,multi_greedy,6,2,47,0,0,4,0.0,95.3333,0.419581,31,0.367706,35,0,0,0,0.367706,0.571141,0.203435,0.203435,0.367706,0.036085,6,21,1,0,31,28,21,95.3333,88.1667,55.8333,0.419581,0.453686,0.716418,0.000291,0.001246,-0.004274,0.001246,6,6,0,fixed,6,6,0,0,3.0,4.0,2,43,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_3_20260818_131347.csv,multi_greedy_K6,5,0.579671,0,1.02492
3,multi_greedy,8,1,59,0,0,2,6.188982,96.6667,0.773623,25,0.33162,42,0,0,0,0.33162,0.50475,0.173129,0.173129,0.33162,0.0,8,0,1,-1,25,28,27,96.6667,90.0,63.1667,0.777352,0.475273,0.090377,0.00046,-0.000795,-0.018173,0.0,8,8,0,fixed,8,8,0,0,3.0,4.0,0,53,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_3_20260818_125853.csv,multi_greedy_K8,5,0.606651,1,1.0
8,multi_greedy,8,1,23,0,0,2,5.739694,103.167,0.717462,25,0.331071,29,0,0,0,0.331071,0.494046,0.162976,0.162976,0.331071,0.0,8,0,1,-1,25,21,34,103.167,80.6667,66.1667,0.790321,0.566906,0.103855,0.009345,0.008586,-0.007241,0.008586,8,8,0,fixed,8,8,0,0,3.0,4.0,0,58,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_8_20260819_033626.csv,multi_greedy_K8,4,0.595816,1,1.17172
4,multi_greedy,10,1,47,2,2,2,1.047948,67.8333,0.130994,22,0.332194,28,0,2,0,0.332194,0.431152,0.098958,0.098958,0.332194,0.0,10,0,1,0,27,31,22,107.5,79.6667,67.8333,0.56449,0.17208,0.130835,0.013398,0.005901,0.000696,0.013398,10,10,0,fixed,10,10,0,0,3.0,4.0,0,14,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_4_20260818_182426.csv,multi_greedy_K10,3,0.446406,0,1.26796
6,multi_greedy,10,2,19,1,1,4,0.0,78.6667,0.508474,29,0.661185,7,0,2,1,0.661185,0.782286,0.121101,0.121101,0.661185,0.101469,10,46,1,-1,26,29,25,100.167,78.6667,54.3333,0.399333,0.508474,0.736197,0.048642,0.05256,0.060253,0.060253,10,10,0,fixed,10,10,0,0,3.0,4.0,2,16,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_6_20260819_055925.csv,multi_greedy_K10,3,0.709582,0,2.20506
2,multi_greedy,1,2,30,1,1,3,0.0,80.5,1.242236,22,0.223855,23,0,1,0,0.223855,0.243407,0.019552,0.019552,0.223855,-0.090294,1,36,1,-1,28,22,30,96.8333,80.5,57.3333,1.032703,1.242236,1.744187,-0.000192,9.4e-05,-0.005087,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,1,2,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_2_20260818_072353.csv,multi_greedy_K1,1,0.314149,1,1.0
3,multi_greedy,6,2,7,0,0,4,0.0,95.3333,0.419581,31,0.367706,35,0,0,0,0.367706,0.571141,0.203435,0.203435,0.367706,0.036085,6,21,1,0,31,28,21,95.3333,88.1667,55.8333,0.419581,0.453686,0.716418,0.000291,0.001246,-0.004274,0.001246,6,6,0,fixed,6,6,0,0,3.0,4.0,2,43,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_3_20260818_131347.csv,multi_greedy_K6,5,0.579671,0,1.02492
10,multi_greedy,4,1,74,0,0,4,0.0,97.1667,0.411664,28,0.30604,37,0,0,0,0.30604,0.371555,0.065515,0.065515,0.30604,0.0,4,0,1,0,28,28,24,97.1667,80.5,64.3333,0.411664,0.496894,0.621762,0.000217,-0.001178,-0.004237,0.0,4,4,0,fixed,4,4,0,0,3.0,4.0,0,30,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_10_20260819_115417.csv,multi_greedy_K4,4,0.45084,1,1.0
9,multi_greedy,6,2,47,1,1,4,0.0,84.3333,0.474308,34,0.385974,38,0,1,0,0.385974,0.468322,0.082348,0.082348,0.385974,0.064546,6,45,1,0,32,34,14,96.1667,84.3333,55.1667,0.415944,0.474308,0.725075,0.005439,0.00238,0.003542,0.005439,6,6,0,fixed,6,6,0,0,3.0,4.0,2,49,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_9_20260819_083544.csv,multi_greedy_K6,5,0.504731,0,1.10878
9,multi_greedy,8,2,33,0,0,1,3.506236,96.6667,1.168745,34,0.413683,34,0,0,0,0.413683,0.499245,0.085562,0.085562,0.413683,0.092256,8,27,1,1,34,33,13,96.6667,85.3333,54.1667,1.168811,1.014835,1.038624,4.2e-05,-0.003504,-0.003009,0.0,8,8,0,fixed,8,8,0,0,3.0,4.0,0,59,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_9_20260819_083818.csv,multi_greedy_K8,5,0.526466,1,1.0
10,multi_greedy,1,1,20,0,0,4,0.0,97.1667,0.411664,28,0.30604,37,0,0,0,0.30604,0.322161,0.016121,0.016121,0.30604,0.0,1,0,1,0,28,28,24,97.1667,80.5,64.3333,0.411664,0.496894,0.621762,0.000217,-0.001178,-0.004237,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,0,0,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_10_20260819_115347.csv,multi_greedy_K1,1,0.30604,1,1.0
9,multi_greedy,3,2,35,2,2,2,0.768218,57.8333,0.096027,17,0.340214,39,0,2,0,0.340214,0.396499,0.056285,0.056285,0.340214,0.018786,3,35,1,0,29,34,17,94.0,84.6667,57.8333,0.754801,0.181974,0.096786,0.019041,0.00924,0.000111,0.019041,3,3,0,fixed,3,3,0,0,3.0,4.0,0,29,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_9_20260819_082758.csv,multi_greedy_K3,5,0.465542,0,1.38082
9,multi_greedy,4,2,45,1,1,2,1.47213,84.5,0.184016,34,0.354942,38,0,1,0,0.354942,0.425336,0.070395,0.070395,0.354942,0.033514,4,50,1,0,30,34,16,96.3333,84.5,56.3333,0.70284,0.185571,0.094696,0.009524,5.2e-05,-0.010187,0.009524,4,4,0,fixed,4,4,0,0,3.0,4.0,1,39,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_9_20260819_084759.csv,multi_greedy_K4,5,0.499172,1,1.19048
6,multi_greedy,6,1,1,2,2,1,1.908929,57.8333,0.63631,25,0.559716,9,0,2,0,0.559716,0.763347,0.203631,0.203631,0.559716,0.0,6,0,1,-1,29,26,25,100.0,73.0,57.8333,1.129829,1.096291,0.651167,0.042746,0.044473,0.035274,0.044473,6,6,0,fixed,6,6,0,0,3.0,4.0,2,46,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_6_20260819_061602.csv,multi_greedy_K6,3,0.692557,1,1.88946
10,multi_greedy,6,2,8,2,2,2,0.728952,55.8333,0.091119,18,0.35596,40,1,0,1,0.35596,0.44331,0.08735,0.08735,0.35596,0.04992,6,45,1,0,34,28,18,98.0,79.1667,55.8333,0.44151,0.167619,0.092234,0.017942,0.009551,0.000158,0.017942,6,6,0,fixed,6,6,0,0,3.0,4.0,0,40,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_10_20260819_115426.csv,multi_greedy_K6,4,0.427373,0,1.35884
4,multi_greedy,1,2,33,2,2,2,0.951851,63.5,0.118981,21,0.321055,27,0,2,0,0.321055,0.334947,0.013892,0.013892,0.321055,-0.011139,1,53,1,0,28,31,21,107.5,79.8333,63.5,0.538471,0.159188,0.116526,0.01389,0.00625,0.000652,0.01389,1,1,0,fixed,1,1,0,0,3.0,4.0,0,4,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_4_20260818_182505.csv,multi_greedy_K1,5,0.370629,0,1.2778
5,multi_greedy,3,1,41,2,2,2,0.690697,62.3333,0.086337,30,0.298538,37,0,2,0,0.298538,0.351139,0.052601,0.052601,0.298538,0.0,3,0,1,0,24,26,30,96.6667,85.6667,62.3333,0.708871,0.234063,0.0863,0.016987,0.011773,0.000269,0.016987,3,3,0,fixed,3,3,0,0,3.0,4.0,0,25,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_5_20260819_003851.csv,multi_greedy_K3,5,0.476207,0,1.33974
10,multi_greedy,1,1,15,0,0,4,0.0,97.1667,0.411664,28,0.30604,37,0,0,0,0.30604,0.322161,0.016121,0.016121,0.30604,0.0,1,0,1,0,28,28,24,97.1667,80.5,64.3333,0.411664,0.496894,0.621762,0.000217,-0.001178,-0.004237,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,0,0,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_10_20260819_115347.csv,multi_greedy_K1,1,0.30604,1,1.0
1,multi_greedy,6,2,32,0,0,4,0.0,110.0,0.363636,26,0.442783,24,0,0,0,0.442783,0.560069,0.117286,0.117286,0.442783,0.065969,6,32,1,0,26,33,21,110.0,79.5,54.6667,0.363636,0.503145,0.731707,0.000268,-0.002082,0.002128,0.002128,6,6,0,fixed,6,6,0,0,3.0,4.0,2,41,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K6/master_log_1_20260818_015558.csv,multi_greedy_K6,5,0.668232,0,1.04256
9,multi_greedy,3,2,49,2,2,3,0.0,57.8333,1.729108,17,0.340214,39,0,2,0,0.340214,0.396499,0.056285,0.056285,0.340214,0.018786,3,35,1,-1,29,34,17,94.0,84.6667,57.8333,1.06383,1.181102,1.729108,0.005441,0.002507,0.000111,0.005441,3,3,0,fixed,3,3,0,0,3.0,4.0,2,29,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_9_20260819_082758.csv,multi_greedy_K3,5,0.465542,1,1.10882
8,multi_greedy,3,2,27,2,2,2,0.793463,61.1667,0.099183,31,0.36676,18,0,2,0,0.36676,0.43141,0.064651,0.064651,0.36676,0.035689,3,37,1,0,28,21,31,106.5,78.8333,61.1667,0.630385,0.572065,0.10299,0.022597,0.022738,0.003089,0.022738,3,3,0,fixed,3,3,0,0,3.0,4.0,0,28,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_8_20260819_032341.csv,multi_greedy_K3,5,0.556062,0,1.45476
8,multi_greedy,3,1,2,2,2,2,0.856778,66.1667,0.107097,34,0.331071,29,0,2,0,0.331071,0.394406,0.063335,0.063335,0.331071,0.0,3,0,1,0,25,21,34,103.167,80.6667,66.1667,0.753556,0.566906,0.106896,0.02666,0.026001,0.009345,0.02666,3,3,0,fixed,3,3,0,0,3.0,4.0,1,28,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_8_20260819_032341.csv,multi_greedy_K3,5,0.556062,0,1.5332
2,multi_greedy,8,2,28,1,1,4,0.0,89.3333,0.447761,27,0.37341,27,0,1,0,0.37341,0.629684,0.256273,0.256273,0.37341,0.059261,8,54,1,0,30,27,23,96.8333,89.3333,55.3333,0.413081,0.447761,0.722892,0.000199,0.000117,-0.004117,0.000199,8,8,0,fixed,8,8,0,0,3.0,4.0,2,52,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K8/master_log_2_20260818_073023.csv,multi_greedy_K8,4,0.63112,0,1.00398
9,multi_greedy,10,2,29,0,0,4,0.0,97.0,0.412371,36,0.435158,48,0,0,0,0.435158,0.526197,0.091038,0.091038,0.435158,0.113731,10,26,1,0,36,31,13,97.0,83.6667,54.8333,0.412371,0.478087,0.729484,2.8e-05,-0.001378,-0.000171,0.0,10,10,0,fixed,10,10,0,0,3.0,4.0,2,19,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K10/master_log_9_20260819_084440.csv,multi_greedy_K10,5,0.541595,0,1.0
10,multi_greedy,3,1,8,2,2,2,0.791287,64.3333,0.098911,24,0.30604,37,0,2,0,0.30604,0.354973,0.048932,0.048932,0.30604,0.0,3,0,1,0,28,28,24,97.1667,80.5,64.3333,0.675292,0.176312,0.098818,0.016118,0.008761,0.000217,0.016118,3,3,0,fixed,3,3,0,0,3.0,4.0,0,20,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_10_20260819_115404.csv,multi_greedy_K3,5,0.42053,0,1.32236
4,multi_greedy,1,2,23,1,1,4,0.0,79.8333,0.501044,31,0.321055,27,0,1,0,0.321055,0.334947,0.013892,0.013892,0.321055,-0.011139,1,53,1,-1,28,31,21,107.5,79.8333,63.5,0.372093,0.501044,0.629921,0.001247,0.000652,-0.001855,0.001247,1,1,0,fixed,1,1,0,0,3.0,4.0,1,4,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_4_20260818_182505.csv,multi_greedy_K1,5,0.370629,1,1.02494
6,multi_greedy,4,1,5,0,0,3,0.0,100.0,1.0,29,0.559716,9,0,0,0,0.559716,0.743658,0.183942,0.183942,0.559716,0.0,4,0,1,1,29,26,25,100.0,73.0,57.8333,1.0,1.369863,1.729108,0.035274,0.038283,0.032381,0.038283,4,4,0,fixed,4,4,0,0,3.0,4.0,0,36,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_6_20260819_062735.csv,multi_greedy_K4,3,0.66769,1,1.76566
8,multi_greedy,4,1,37,1,1,4,0.0,80.6667,0.495868,21,0.331071,29,0,1,0,0.331071,0.413612,0.082541,0.082541,0.331071,0.0,4,0,1,0,25,21,34,103.167,80.6667,66.1667,0.387721,0.495868,0.604534,0.008497,0.009345,0.004653,0.008497,4,4,0,fixed,4,4,0,0,3.0,4.0,1,38,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_8_20260819_033653.csv,multi_greedy_K4,5,0.574845,1,1.16994
9,multi_greedy,3,1,6,0,0,2,5.86648,82.8333,0.73331,26,0.321428,42,0,0,0,0.321428,0.368583,0.047155,0.047155,0.321428,0.0,3,0,1,-1,26,34,20,82.8333,86.8333,63.6667,0.784761,0.181573,0.105531,5.9e-05,-0.008062,-0.015451,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,0,29,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_9_20260819_082758.csv,multi_greedy_K3,5,0.465542,1,1.0
3,multi_greedy,3,2,69,1,1,4,0.0,89.3333,0.447761,28,0.303305,38,0,1,0,0.303305,0.384768,0.081463,0.081463,0.303305,-0.028315,3,23,1,0,28,28,24,94.5,89.3333,55.8333,0.42328,0.447761,0.716418,-0.000127,0.000161,-0.005507,0.0,3,3,0,fixed,3,3,0,0,3.0,4.0,1,23,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K3/master_log_3_20260818_131458.csv,multi_greedy_K3,5,0.537989,1,1.0
9,multi_greedy,4,2,21,2,2,2,0.794526,56.3333,0.099316,16,0.354942,38,0,0,1,0.354942,0.425336,0.070395,0.070395,0.354942,0.033514,4,50,1,0,30,34,16,96.3333,84.5,56.3333,0.70284,0.180174,0.100875,0.018763,0.008283,5.2e-05,0.018763,4,4,0,fixed,4,4,0,0,3.0,4.0,0,39,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_9_20260819_084759.csv,multi_greedy_K4,5,0.499172,0,1.37526
5,multi_greedy,1,2,75,0,0,2,6.533261,94.1667,0.816658,25,0.223904,35,0,0,0,0.223904,0.242085,0.018181,0.018181,0.223904,-0.074634,1,28,1,-1,25,26,29,94.1667,81.0,58.6667,0.736067,0.233366,0.045687,7.5e-05,-0.002627,-0.016336,0.0,1,1,0,fixed,1,1,0,0,3.0,4.0,2,5,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K1/master_log_5_20260819_001757.csv,multi_greedy_K1,1,0.298538,0,1.0
5,multi_greedy,4,2,10,0,0,3,0.0,94.0,1.06383,28,0.274431,32,0,0,0,0.274431,0.380693,0.106262,0.106262,0.274431,-0.024107,4,36,1,1,28,26,26,94.0,83.0,57.6667,1.06383,1.204819,1.734103,5.5e-05,-0.000965,-0.004721,0.0,4,4,0,fixed,4,4,0,0,3.0,4.0,0,35,/home/sota/ns-3.44/OUTPUT/80/multi_greedy_K4/master_log_5_20260819_004304.csv,multi_greedy_K4,4,0.477328,1,1.0
