seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1003,online_dqn,3,1,0,45,2,2,1,0.079372,0.305426,0.322454,5.790387,-2.749735,-1.387543,-7.177930,0,28,25,27,97.833300,81.500000,109.500000,0.459457,0.335548,0.102296,0.017795,0.017028,0.003734,0.017028,0.309160,0.322454,0.013294,1,
1003,online_dqn,3,1,1,30,2,2,1,0.081830,0.305426,0.335621,5.737939,-2.811863,-1.401354,-7.139293,0,28,26,26,97.833300,81.500000,109.500000,0.459457,0.323120,0.106018,0.031350,0.030195,0.017028,0.030195,0.322454,0.335621,0.013167,1,
1003,online_dqn,3,1,2,10,2,2,1,0.086606,0.305426,0.348506,5.685788,-2.873987,-1.414894,-7.100682,0,28,27,25,97.833300,81.500000,109.500000,0.459457,0.311580,0.109829,0.044676,0.043080,0.030195,0.043080,0.335621,0.348506,0.012885,1,
1003,online_dqn,3,2,0,20,2,2,1,0.100000,0.338856,0.351504,5.353643,-2.115549,-1.343680,-6.697322,0,28,28,24,97.833300,81.333300,83.666700,0.444250,0.250824,0.107118,0.015889,0.012648,0.001181,0.012648,0.340037,0.351504,0.011467,1,
1003,online_dqn,3,2,1,17,2,2,1,0.104639,0.338856,0.362003,5.304989,-2.171816,-1.359906,-6.664896,0,28,29,23,97.833300,81.333300,83.666700,0.444250,0.242463,0.112062,0.027045,0.023147,0.012648,0.023147,0.351504,0.362003,0.010499,1,
1003,online_dqn,3,2,2,19,2,2,1,0.104639,0.338856,0.371328,5.261538,-2.232576,-1.366681,-6.628219,0,28,30,22,97.833300,81.333300,83.666700,0.444250,0.234641,0.117156,0.037059,0.032471,0.023147,0.032471,0.362003,0.371328,0.009325,1,
1003,online_dqn,3,3,0,29,2,2,1,0.143860,0.381931,0.385215,5.189494,-1.519254,-1.296047,-6.485541,0,28,31,21,96.666700,83.000000,64.166700,0.443449,0.198541,0.148008,0.010465,0.003284,0.000051,0.003284,0.381982,0.385215,0.003233,1,
1003,online_dqn,3,3,1,27,2,2,0,0.147810,0.381931,0.394598,4.852288,-1.579512,-1.307768,-6.431799,0,28,32,20,96.666700,83.000000,64.166700,0.443449,0.192525,0.154816,0.012667,0.004816,0.003284,0.012667,0.385215,0.394598,0.009383,1,
1003,online_dqn,3,3,2,22,2,2,2,0.147942,0.381931,0.381931,0.000000,-1.598767,-1.330974,-6.352065,0,29,32,19,96.666700,83.000000,64.166700,0.428667,0.192525,0.162943,0.020888,0.013013,0.012667,0.000000,0.394598,0.394598,0.000000,0,same_bs
1003,online_dqn,3,3,3,4,2,2,1,0.147954,0.381931,0.394945,5.021090,-1.598766,-1.330975,-6.352066,0,29,32,19,96.666700,83.000000,64.166700,0.428667,0.192525,0.162941,0.020888,0.013014,0.012667,0.013014,0.394598,0.394945,0.000346,1,
1003,online_dqn,3,4,0,57,1,1,1,0.182379,0.406854,0.406854,0.000000,-1.974642,-1.215283,-6.190778,0,29,33,18,97.666700,83.833300,63.000000,0.429501,0.191298,0.221901,0.008822,0.000324,0.004342,0.000000,0.407178,0.407178,0.000000,0,same_bs
1003,online_dqn,3,4,1,38,1,1,1,0.184975,0.406854,0.406854,0.000000,-1.974386,-1.215416,-6.190922,0,29,33,18,97.666700,83.833300,63.000000,0.429501,0.191125,0.221901,0.008832,0.000324,0.004352,0.000000,0.407178,0.407178,0.000000,0,same_bs
