seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,applied,skip_reason
1001,online_dqn,3,1,0,15,2,2,1,0.045629,0.189634,0.201548,0.242382,6.025978,-1.677469,-1.919851,0,21,22,37,89.500000,90.666700,146.167000,0.669387,0.556891,0.064328,0.012006,0.011914,0.001543,0.011914,0.191177,0.201548,0.010371,1,
1001,online_dqn,3,1,1,9,2,2,2,0.051090,0.189634,0.189634,0.000000,5.988900,-1.682149,-1.923647,0,21,23,36,89.500000,90.666700,146.167000,0.669387,0.533687,0.065803,0.023140,0.022950,0.011914,0.000000,0.201548,0.201548,0.000000,0,same_bs
1001,online_dqn,3,1,2,23,2,2,0,0.051093,0.189634,0.212774,7.912548,5.988900,-1.682149,-1.923648,0,21,23,36,89.500000,90.666700,146.167000,0.669387,0.533687,0.065803,0.023140,0.022950,0.011914,0.023140,0.201548,0.212774,0.011226,1,
1001,online_dqn,3,1,3,21,2,2,1,0.051094,0.189634,0.224578,0.280910,5.974792,-1.676115,-1.957026,0,22,23,35,89.500000,90.666700,146.167000,0.640283,0.533687,0.067683,0.035070,0.034944,0.023140,0.034944,0.212774,0.224578,0.011804,1,
1001,online_dqn,3,2,0,60,2,2,0,0.048360,0.188964,0.197135,7.264008,5.336898,-0.472061,-1.927110,0,22,24,34,97.000000,90.333300,59.500000,0.695663,0.470886,0.049689,0.008170,0.007792,-0.004380,0.008170,0.184584,0.197135,0.012551,1,
1001,online_dqn,3,2,1,9,2,2,0,0.048766,0.188964,0.210793,7.220467,5.295769,-0.484458,-1.924697,0,23,24,33,97.000000,90.333300,59.500000,0.666677,0.470886,0.051167,0.021828,0.021466,0.008170,0.021828,0.197135,0.210793,0.013658,1,
1001,online_dqn,3,2,2,10,2,2,0,0.048770,0.188964,0.225648,7.177152,5.254701,-0.496869,-1.922451,0,24,24,32,97.000000,90.333300,59.500000,0.640010,0.470886,0.052765,0.036684,0.036347,0.021828,0.036684,0.210793,0.225648,0.014855,1,
1001,online_dqn,3,3,0,69,2,2,0,0.050411,0.221996,0.232209,6.977713,5.072705,-0.504956,-1.905008,0,25,24,31,99.166700,89.666700,57.833300,0.620182,0.470826,0.051250,0.010213,0.009913,-0.005705,0.010213,0.216291,0.232209,0.015918,1,
1001,online_dqn,3,3,1,67,2,2,0,0.050545,0.221996,0.249578,6.946239,5.040075,-0.502364,-1.906164,0,26,24,30,99.166700,89.666700,57.833300,0.597213,0.470826,0.052947,0.027581,0.027331,0.010213,0.027581,0.232209,0.249578,0.017369,1,
1001,online_dqn,3,3,2,75,2,2,0,0.050546,0.221996,0.268503,6.918480,5.009678,-0.497752,-1.908802,0,27,24,29,99.166700,89.666700,57.833300,0.575884,0.470826,0.054772,0.046506,0.046328,0.027581,0.046506,0.249578,0.268503,0.018925,1,
1001,online_dqn,3,4,0,20,2,2,1,0.050543,0.259085,0.271465,3.642582,2.948622,3.930884,0.288302,0,28,24,28,100.000000,89.166700,56.666700,0.499191,0.470881,0.052076,0.012177,0.012380,-0.007503,0.012380,0.251582,0.271465,0.019882,1,
1001,online_dqn,3,4,1,43,2,2,1,0.051634,0.259085,0.293140,3.636911,2.934841,3.933409,0.296498,0,28,25,27,100.000000,89.166700,56.666700,0.499191,0.452770,0.053879,0.034001,0.034055,0.012380,0.034055,0.271465,0.293140,0.021675,1,
1001,online_dqn,3,4,2,42,2,2,1,0.051634,0.259085,0.316628,3.620456,2.910091,3.930626,0.310170,0,28,26,26,100.000000,89.166700,56.666700,0.499191,0.436001,0.055952,0.057693,0.057543,0.034055,0.057543,0.293140,0.316628,0.023489,1,
