seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1003,online_dqn,10,1,0,27,2,2,0,0.112015,0.339591,0.354658,1.422704,0.086006,-2.069531,-1.336697,0,28,25,27,98.666700,80.500000,66.833300,0.459890,0.331673,0.112147,0.015066,0.014076,0.000199,0.014867,0.339791,0.354658,0.014867,0.112015,0.459890,0.347875,10,0,10,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,1,29,2,2,0,0.112016,0.339591,0.369496,1.621896,0.094280,-1.882038,-1.527616,0,29,25,26,98.666700,80.500000,66.833300,0.444560,0.331673,0.116460,0.029905,0.029085,0.015066,0.014839,0.354658,0.369496,0.014839,0.112016,0.444560,0.332544,10,1,9,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,2,30,2,2,0,0.112021,0.339591,0.384131,1.803384,0.083334,-1.686533,-1.720050,0,30,25,25,98.666700,80.500000,66.833300,0.430219,0.331673,0.121118,0.044539,0.043928,0.029905,0.014634,0.369496,0.384131,0.014634,0.112021,0.430219,0.318199,10,2,8,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,3,37,2,2,0,0.112021,0.339591,0.398358,1.968649,0.055004,-1.483919,-1.913645,0,31,25,24,98.666700,80.500000,66.833300,0.416775,0.331673,0.126164,0.058766,0.058406,0.044539,0.014227,0.384131,0.398358,0.014227,0.112021,0.416775,0.304754,10,3,7,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,4,36,2,2,0,0.112022,0.339591,0.411953,2.131894,0.025903,-1.281645,-2.105991,0,32,25,23,98.666700,80.500000,66.833300,0.404145,0.331673,0.131650,0.072361,0.072294,0.058766,0.013595,0.398358,0.411953,0.013595,0.112022,0.404145,0.292123,10,4,6,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,5,45,2,2,0,0.112022,0.339591,0.424673,2.233087,0.008815,-1.211801,-2.224272,0,33,25,22,98.666700,80.500000,66.833300,0.392259,0.331673,0.137634,0.085082,0.085348,0.072361,0.012721,0.411953,0.424673,0.012721,0.112022,0.392259,0.280236,10,5,5,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,6,22,2,2,0,0.112024,0.339591,0.436268,2.317328,-0.005985,-1.174752,-2.323314,0,34,25,21,98.666700,80.500000,66.833300,0.381051,0.331673,0.144188,0.096676,0.097315,0.085082,0.011595,0.424673,0.436268,0.011595,0.112024,0.381051,0.269028,10,6,4,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,7,49,2,2,0,0.112150,0.339591,0.446486,2.399363,-0.021710,-1.137568,-2.421072,0,35,25,20,98.666700,80.500000,66.833300,0.370467,0.331673,0.151384,0.106894,0.107939,0.096676,0.010218,0.436268,0.446486,0.010218,0.112150,0.370467,0.258317,10,7,3,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,8,78,2,2,0,0.112159,0.339591,0.455086,2.479018,-0.038463,-1.100659,-2.517481,0,36,25,19,98.666700,80.500000,66.833300,0.360454,0.331673,0.159350,0.115494,0.116970,0.106894,0.008600,0.446486,0.455086,0.008600,0.112159,0.360454,0.248295,10,8,2,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,1,9,10,2,2,0,0.112287,0.339591,0.461854,2.584069,-0.048104,-1.045495,-2.632172,0,37,25,18,98.666700,80.500000,66.833300,0.350968,0.331673,0.168189,0.122262,0.124185,0.115494,0.006768,0.455086,0.461854,0.006768,0.112287,0.350968,0.238682,10,9,1,linear_decay,10,1,2,0,0.000000,1,
1003,online_dqn,10,2,0,51,0,0,0,0.140035,0.426553,0.434913,0.000000,-1.859808,-3.527121,-2.051270,0,38,25,17,99.666700,79.666700,62.333300,0.275301,0.332006,0.225169,0.008360,0.013014,0.009542,0.000000,0.434913,0.434913,0.000000,0.140035,0.275301,0.135266,8,0,8,linear_decay,10,1,2,0,0.000000,0,same_bs
1003,online_dqn,10,2,1,3,0,0,0,0.209687,0.426553,0.434913,0.000000,-1.584121,-3.370251,-2.367029,0,38,25,17,99.666700,79.666700,62.333300,0.272272,0.332006,0.225169,0.008360,0.013109,0.009635,0.000000,0.434913,0.434913,0.000000,0.209687,0.272272,0.062585,8,0,8,linear_decay,10,1,2,0,0.000000,0,same_bs
1003,online_dqn,10,2,2,20,2,2,0,0.237146,0.426553,0.431935,2.129882,0.111123,-0.984210,-2.018759,0,38,25,17,99.666700,79.666700,62.333300,0.262750,0.332006,0.238838,0.005381,0.010614,0.008360,-0.002978,0.434913,0.431935,-0.002978,0.237146,0.262750,0.025604,8,0,8,linear_decay,10,1,2,0,0.000000,0,safety_h_delta
