seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1007,online_dqn,40,1,0,25,0,0,2,0.045348,0.407261,0.447993,10.934338,-5.979271,-10.540870,4.955067,0,32,31,17,99.833300,86.166700,63.166700,0.480009,0.204326,0.366519,0.041020,0.031507,0.040733,-0.000287,0.448280,0.447993,-0.000287,0.045348,0.366519,0.321171,40,0,40,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,1,5,1,1,2,0.210792,0.407261,0.457113,9.489673,-4.669216,-7.291070,2.198602,0,32,31,17,99.833300,86.166700,63.166700,0.440670,0.210927,0.366519,0.049496,0.041020,0.049853,0.008833,0.448280,0.457113,0.008833,0.210792,0.366519,0.155727,40,0,40,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,2,40,1,1,2,0.210919,0.407261,0.464653,9.258302,-4.653882,-7.057556,2.200746,0,32,30,18,99.833300,86.166700,63.166700,0.440670,0.217948,0.347228,0.057841,0.049853,0.057392,0.007539,0.457113,0.464653,0.007539,0.210919,0.347228,0.136310,40,1,39,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,3,13,1,1,2,0.210920,0.407261,0.470752,9.025930,-4.636992,-6.824305,2.201625,0,32,29,19,99.833300,86.166700,63.166700,0.440670,0.225463,0.329867,0.064795,0.057392,0.063491,0.006099,0.464653,0.470752,0.006099,0.210920,0.329867,0.118947,40,2,38,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,4,38,1,1,2,0.210923,0.407261,0.475287,8.745202,-4.606595,-6.577738,2.167464,0,32,28,20,99.833300,86.166700,63.166700,0.440670,0.233515,0.314159,0.070218,0.063491,0.068026,0.004535,0.470752,0.475287,0.004535,0.210923,0.314159,0.103236,40,3,37,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,5,67,1,1,2,0.210924,0.407261,0.478164,8.446006,-4.562673,-6.337522,2.108484,0,32,27,21,99.833300,86.166700,63.166700,0.440670,0.242164,0.299879,0.073998,0.068026,0.070903,0.002877,0.475287,0.478164,0.002877,0.210924,0.299879,0.088955,40,4,36,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,6,71,1,1,2,0.210926,0.407261,0.479320,8.146054,-4.519321,-6.096426,2.049628,0,32,26,22,99.833300,86.166700,63.166700,0.440670,0.251478,0.286841,0.076052,0.070903,0.072059,0.001156,0.478164,0.479320,0.001156,0.210926,0.286841,0.075915,40,5,35,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,7,56,1,1,2,0.210926,0.407261,0.478730,7.845393,-4.476538,-5.854488,1.990905,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261537,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210926,0.274889,0.063963,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,8,78,1,1,2,0.210927,0.407261,0.478730,7.845386,-4.476537,-5.854485,1.990901,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261537,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210927,0.274889,0.063962,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,9,70,1,1,2,0.210927,0.407261,0.478730,7.845386,-4.476537,-5.854485,1.990901,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261537,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210927,0.274889,0.063962,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,10,45,1,1,2,0.210930,0.407261,0.478730,7.845374,-4.476534,-5.854478,1.990896,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261536,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210930,0.274889,0.063959,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,11,49,1,1,2,0.210930,0.407261,0.478730,7.845371,-4.476533,-5.854476,1.990894,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261536,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210930,0.274889,0.063959,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,12,24,1,1,2,0.210930,0.407261,0.478730,7.845371,-4.476533,-5.854476,1.990894,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261536,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210930,0.274889,0.063959,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,13,27,1,1,2,0.210933,0.407261,0.478730,7.845357,-4.476530,-5.854470,1.990887,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261536,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210933,0.274889,0.063956,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,14,34,1,1,2,0.210935,0.407261,0.478730,7.845348,-4.476530,-5.854465,1.990883,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.261536,0.274889,0.076338,0.072059,0.071470,-0.000589,0.479320,0.478730,-0.000589,0.210935,0.274889,0.063954,40,6,34,fixed,40,1,1,0,0.000000,0,safety_h_delta
1007,online_dqn,40,1,15,36,2,2,0,0.387984,0.407261,0.483312,0.333132,-1.489313,-2.963076,-1.822446,0,32,25,23,99.833300,86.166700,63.166700,0.440670,0.251479,0.286864,0.076052,0.070902,0.072059,0.003992,0.479320,0.483312,0.003992,0.387984,0.440670,0.052686,40,6,34,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,16,41,2,2,0,0.388104,0.407261,0.486068,0.439503,-1.450355,-2.942001,-1.889859,0,33,25,22,99.833300,86.166700,63.166700,0.427709,0.251479,0.299872,0.078807,0.073997,0.076052,0.002756,0.483312,0.486068,0.002756,0.388104,0.427709,0.039605,40,7,33,fixed,40,1,1,0,0.000000,1,
1007,online_dqn,40,1,17,23,2,2,0,0.388108,0.407261,0.487542,0.541706,-1.411994,-2.920508,-1.953700,0,34,25,21,99.833300,86.166700,63.166700,0.415489,0.251479,0.314151,0.080281,0.075843,0.078807,0.001474,0.486068,0.487542,0.001474,0.388108,0.415489,0.027381,40,8,32,fixed,40,1,1,0,0.000000,1,
