seed,method,effective_method,bootstrap_cycle_flag,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1003,centralized_dqn,centralized_dqn,0,10,2,0,51,0,0,1,0.277589,0.503218,0.511677,0.000000,0.000000,0.000000,0.000000,-1,36,16,28,113.000000,71.833300,18.500000,0.277175,0.295487,0.268017,0.000000,0.008169,0.010958,0.008169,0.503508,0.511677,0.008169,0.277589,0.295487,0.017898,10,0,10,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,2,1,80,0,0,2,0.277598,0.503218,0.522313,0.000000,0.000000,0.000000,0.000000,-1,35,17,28,113.000000,71.833300,18.500000,0.285094,0.279071,0.268026,0.000000,0.006422,0.010636,0.010636,0.511677,0.522313,0.010636,0.277598,0.268026,-0.009572,10,1,9,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,2,2,50,0,0,1,0.277594,0.503218,0.528307,0.000000,0.000000,0.000000,0.000000,-1,34,17,29,113.000000,71.833300,18.500000,0.293480,0.279071,0.259088,0.000000,0.005993,0.009465,0.005993,0.522313,0.528307,0.005993,0.277594,0.279071,0.001477,10,2,8,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,2,3,67,1,1,2,0.880104,0.503218,0.533663,0.000000,0.000000,0.000000,0.000000,-1,33,18,29,113.000000,71.833300,18.500000,0.782645,0.741647,0.821430,-0.005929,0.000000,0.005357,0.005357,0.528307,0.533663,0.005357,0.880104,0.821430,-0.058674,10,3,7,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,2,4,59,0,0,1,0.277595,0.503218,0.538741,0.000000,0.000000,0.000000,0.000000,-1,33,17,30,113.000000,71.833300,18.500000,0.302373,0.279071,0.250731,0.000000,0.005078,0.008523,0.005078,0.533663,0.538741,0.005078,0.277595,0.279071,0.001476,10,4,6,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,2,5,64,0,0,2,0.277589,0.503218,0.546678,0.000000,0.000000,0.000000,0.000000,-1,32,18,30,113.000000,71.833300,18.500000,0.311822,0.264383,0.250726,0.000000,0.002971,0.007937,0.007937,0.538741,0.546678,0.007937,0.277589,0.250726,-0.026863,10,5,5,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,2,6,3,0,0,2,0.272117,0.503218,0.552773,0.000000,0.000000,0.000000,0.000000,-1,31,18,31,113.000000,71.833300,18.500000,0.322063,0.264383,0.238102,0.000000,0.002297,0.006095,0.006095,0.546678,0.552773,0.006095,0.272117,0.238102,-0.034015,10,6,4,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,0,6,0,0,2,0.338238,0.453824,0.465356,0.000000,0.000000,0.000000,0.000000,-1,30,18,32,113.000000,72.000000,61.833300,0.332451,0.097582,0.609816,0.000000,-0.017303,0.010856,0.010856,0.454500,0.465356,0.010856,0.338238,0.609816,0.271577,10,0,10,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,1,16,0,0,2,0.340023,0.453824,0.475895,0.000000,0.000000,0.000000,0.000000,-1,29,18,33,113.000000,72.000000,61.833300,0.343851,0.097582,0.591880,0.000000,-0.018623,0.010539,0.010539,0.465356,0.475895,0.010539,0.340023,0.591880,0.251856,10,1,9,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,2,41,0,0,2,0.339743,0.453824,0.486034,0.000000,0.000000,0.000000,0.000000,-1,28,18,34,113.000000,72.000000,61.833300,0.356142,0.097582,0.574969,0.000000,-0.019980,0.010139,0.010139,0.475895,0.486034,0.010139,0.339743,0.574969,0.235226,10,2,8,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,3,76,0,0,2,0.340020,0.453824,0.495692,0.000000,0.000000,0.000000,0.000000,-1,27,18,35,113.000000,72.000000,61.833300,0.369322,0.097582,0.558998,0.000000,-0.021364,0.009658,0.009658,0.486034,0.495692,0.009658,0.340020,0.558998,0.218977,10,3,7,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,4,7,0,0,2,0.330594,0.453824,0.504777,0.000000,0.000000,0.000000,0.000000,-1,26,18,36,113.000000,72.000000,61.833300,0.383901,0.097582,0.543890,0.000000,-0.022770,0.009085,0.009085,0.495692,0.504777,0.009085,0.330594,0.543890,0.213295,10,4,6,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,5,42,1,1,2,0.695048,0.453824,0.512681,0.000000,0.000000,0.000000,0.000000,-1,25,18,37,113.000000,72.000000,61.833300,1.023520,0.830601,1.099049,0.000918,0.000000,0.007904,0.007904,0.504777,0.512681,0.007904,0.695048,1.099049,0.404001,10,5,5,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,6,77,1,1,2,0.803330,0.453824,0.520256,0.000000,0.000000,0.000000,0.000000,-1,25,17,38,113.000000,72.000000,61.833300,1.023520,0.871270,1.070868,0.000539,0.000000,0.007574,0.007574,0.512681,0.520256,0.007574,0.803330,1.070868,0.267538,10,6,4,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,7,21,0,0,2,0.340025,0.453824,0.528714,0.000000,0.000000,0.000000,0.000000,-1,25,16,39,113.000000,72.000000,61.833300,0.398867,0.109062,0.503098,0.000000,-0.021894,0.008458,0.008458,0.520256,0.528714,0.008458,0.340025,0.503098,0.163073,10,7,3,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,8,61,0,0,2,0.340173,0.453824,0.536371,0.000000,0.000000,0.000000,0.000000,-1,24,16,40,113.000000,72.000000,61.833300,0.415480,0.109062,0.490827,0.000000,-0.023237,0.007657,0.007657,0.528714,0.536371,0.007657,0.340173,0.490827,0.150654,10,8,2,fixed,10,1,1,0,0.000000,1,
1003,centralized_dqn,centralized_dqn,0,10,3,9,33,1,1,2,0.760857,0.453824,0.543432,0.000000,0.000000,0.000000,0.000000,-1,23,16,41,113.000000,72.000000,61.833300,1.108813,0.929138,0.994378,0.001084,0.000000,0.007061,0.007061,0.536371,0.543432,0.007061,0.760857,0.994378,0.233520,10,9,1,fixed,10,1,1,0,0.000000,1,
