seed,method,effective_method,bootstrap_cycle_flag,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1002,centralized_dqn,centralized_dqn,0,10,2,0,37,0,0,2,0.332928,0.561685,0.576497,0.000000,0.000000,0.000000,0.000000,-1,30,18,32,113.000000,75.166700,49.000000,0.332636,0.294019,0.322839,0.000000,0.005247,0.011461,0.011461,0.565036,0.576497,0.011461,0.332928,0.322839,-0.010089,10,0,10,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,2,1,50,0,0,2,0.332926,0.561685,0.586757,0.000000,0.000000,0.000000,0.000000,-1,29,18,33,113.000000,75.166700,49.000000,0.344106,0.294019,0.313342,0.000000,0.004616,0.010260,0.010260,0.576497,0.586757,0.010260,0.332926,0.313342,-0.019584,10,1,9,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,2,2,65,0,0,2,0.332920,0.561685,0.595663,0.000000,0.000000,0.000000,0.000000,-1,28,18,34,113.000000,75.166700,49.000000,0.356396,0.294019,0.304384,0.000000,0.003907,0.008905,0.008905,0.586757,0.595663,0.008905,0.332920,0.304384,-0.028536,10,2,8,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,2,3,39,0,0,2,0.332918,0.561685,0.603073,0.000000,0.000000,0.000000,0.000000,-1,27,18,35,113.000000,75.166700,49.000000,0.369596,0.294019,0.295927,0.000000,0.003127,0.007410,0.007410,0.595663,0.603073,0.007410,0.332918,0.295927,-0.036991,10,3,7,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,2,4,33,0,0,2,0.332925,0.561685,0.608866,0.000000,0.000000,0.000000,0.000000,-1,26,18,36,113.000000,75.166700,49.000000,0.383811,0.294019,0.287935,0.000000,0.002286,0.005793,0.005793,0.603073,0.608866,0.005793,0.332925,0.287935,-0.044990,10,4,6,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,3,0,24,1,1,2,0.759269,0.574101,0.580994,0.000000,0.000000,0.000000,0.000000,-1,25,18,37,113.000000,71.000000,68.333300,1.023560,0.736837,1.196941,-0.003469,0.000000,0.006294,0.006294,0.574700,0.580994,0.006294,0.759269,1.196941,0.437672,10,0,10,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,3,1,60,1,1,2,0.771283,0.574101,0.586594,0.000000,0.000000,0.000000,0.000000,-1,25,17,38,113.000000,71.000000,68.333300,1.023560,0.779432,1.166250,-0.004169,0.000000,0.005600,0.005600,0.580994,0.586594,0.005600,0.771283,1.166250,0.394967,10,1,9,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,3,2,46,0,0,2,0.400537,0.574101,0.596336,0.000000,0.000000,0.000000,0.000000,-1,25,16,39,113.000000,71.000000,68.333300,0.399132,0.293062,0.426410,0.000000,0.001267,0.009742,0.009742,0.586594,0.596336,0.009742,0.400537,0.426410,0.025873,10,2,8,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,3,3,68,0,0,2,0.404103,0.574101,0.604955,0.000000,0.000000,0.000000,0.000000,-1,24,16,40,113.000000,71.000000,68.333300,0.415608,0.293062,0.416010,0.000000,0.000420,0.008618,0.008618,0.596336,0.604955,0.008618,0.404103,0.416010,0.011907,10,3,7,fixed,10,1,1,0,0.000000,1,
1002,centralized_dqn,centralized_dqn,0,10,3,4,2,0,0,2,0.450820,0.574101,0.612384,0.000000,0.000000,0.000000,0.000000,-1,23,16,41,113.000000,71.000000,68.333300,0.431562,0.293062,0.406105,0.000000,-0.000435,0.007429,0.007429,0.604955,0.612384,0.007429,0.450820,0.406105,-0.044715,10,4,6,fixed,10,1,1,0,0.000000,1,
