seed,method,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_after_estimated,reward,measurement_valid
9,random,1,1,1,1,2,1.448068,87.500000,0.181008,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,2,1,1,3,0.000000,87.500000,1.142857,34,0.282646,49,0,0,1,0.282646,0.000000,1
9,random,1,3,1,1,3,0.000000,87.500000,1.142857,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,4,1,1,1,3.144112,87.500000,1.048037,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,5,0,0,4,0.000000,86.000000,0.465116,26,0.282646,49,0,1,1,0.282646,0.000000,1
9,random,1,6,0,0,2,5.742950,86.000000,0.717869,26,0.282646,49,0,0,0,0.282646,0.000000,1
9,random,1,7,2,2,3,0.000000,145.500000,0.687285,20,0.282646,49,0,1,1,0.282646,0.000000,1
9,random,1,8,0,0,3,0.000000,86.000000,1.162791,26,0.282646,49,0,0,0,0.282646,0.000000,1
9,random,1,9,1,1,2,1.504909,87.500000,0.188114,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,10,1,1,1,3.137360,87.500000,1.045787,34,0.282646,49,0,0,1,0.282646,0.000000,1
9,random,1,11,1,1,2,1.112519,87.500000,0.139065,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,12,0,0,3,0.000000,86.000000,1.162791,26,0.282646,49,0,0,0,0.282646,0.000000,1
9,random,1,13,0,0,3,0.000000,86.000000,1.162791,26,0.282646,49,0,0,0,0.282646,0.000000,1
9,random,1,14,1,1,1,3.101998,87.500000,1.033999,34,0.282646,49,0,0,1,0.282646,0.000000,1
9,random,1,15,0,0,1,3.541128,86.000000,1.180376,26,0.282646,49,0,0,0,0.282646,0.000000,1
9,random,1,16,1,1,2,1.505914,87.500000,0.188239,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,17,1,1,4,0.000000,87.500000,0.457143,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,18,1,1,4,0.000000,87.500000,0.457143,34,0.282646,49,0,0,1,0.282646,0.000000,1
9,random,1,19,1,1,2,1.302606,87.500000,0.162826,34,0.282646,49,0,1,0,0.282646,0.000000,1
9,random,1,20,1,1,2,1.506988,87.500000,0.188374,34,0.282646,49,0,2,1,0.282646,0.000000,1
9,random,1,21,2,2,2,0.974875,145.500000,0.121859,20,0.282646,49,0,1,1,0.282646,0.000000,1
