seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,applied,skip_reason
20,online_dqn,1,0,70,2,2,0,0.079509,0.359021,0.359021,0.054302,1.162276,-0.307406,1.107974,1,
20,online_dqn,1,1,69,2,2,0,0.079511,0.359021,0.359021,0.022332,1.165572,-0.297414,1.143240,1,
20,online_dqn,1,2,22,2,2,0,0.094129,0.359021,0.359021,0.015571,1.179138,-0.283022,1.163567,1,
20,online_dqn,1,3,9,2,2,2,0.094129,0.359021,0.359021,0.000000,1.184436,-0.270589,1.194401,0,same_bs
20,online_dqn,1,4,77,2,2,2,0.094267,0.359021,0.359021,0.000000,1.184514,-0.270570,1.194302,0,same_bs
20,online_dqn,1,5,58,2,2,0,0.112021,0.359021,0.359021,0.013013,1.194555,-0.268190,1.181542,1,
20,online_dqn,1,6,3,2,2,2,0.112432,0.359021,0.359021,0.000000,1.200085,-0.255704,1.212080,0,same_bs
20,online_dqn,1,7,8,2,2,0,0.122406,0.359021,0.359021,0.000815,1.205727,-0.254366,1.204912,1,
20,online_dqn,1,8,45,1,1,0,0.257097,0.359021,0.359021,0.239543,1.226428,0.986885,-0.022255,1,
20,online_dqn,1,9,75,1,1,1,0.257232,0.359021,0.359021,0.000000,1.146843,0.932462,0.088913,0,same_bs
20,online_dqn,1,10,80,1,1,0,0.257235,0.359021,0.359021,0.214373,1.146838,0.932464,0.088915,1,
20,online_dqn,1,11,63,1,1,0,0.257369,0.359021,0.359021,0.203594,1.076467,0.872874,0.190922,1,
20,online_dqn,1,12,47,1,1,1,0.288516,0.359021,0.359021,0.000000,1.028143,0.807691,0.268981,0,same_bs
20,online_dqn,1,13,31,1,1,0,0.288796,0.359021,0.359021,0.220166,1.028009,0.807843,0.268978,1,
20,online_dqn,1,14,40,1,1,0,0.300270,0.359021,0.359021,0.344896,1.064379,0.719483,0.302113,1,
20,online_dqn,1,15,10,1,1,0,0.300539,0.359021,0.359021,0.498792,1.133232,0.634439,0.304212,1,
20,online_dqn,1,16,4,1,1,0,0.300545,0.359021,0.359021,0.711486,1.231038,0.519553,0.314973,1,
20,online_dqn,1,17,76,1,1,0,0.300673,0.359021,0.359021,0.928477,1.332181,0.403704,0.328894,1,
20,online_dqn,1,18,11,1,1,2,0.300682,0.359021,0.359021,0.055969,1.434027,0.290181,0.346150,1,
20,online_dqn,1,19,17,2,2,2,0.395386,0.359021,0.359021,0.000000,0.804072,-0.102598,1.666762,0,same_bs
20,online_dqn,1,20,39,2,2,2,0.395386,0.359021,0.359021,0.000000,0.804072,-0.102598,1.666762,0,same_bs
20,online_dqn,1,21,49,0,0,0,0.414508,0.359021,0.359021,0.000000,1.216076,0.224863,0.955334,0,same_bs
20,online_dqn,1,22,28,0,0,0,0.414508,0.359021,0.359021,0.000000,1.216076,0.224863,0.955334,0,same_bs
20,online_dqn,1,23,2,0,0,0,0.451776,0.359021,0.359021,0.000000,1.587514,0.646617,0.227007,0,same_bs
20,online_dqn,1,24,12,0,0,0,0.466523,0.359021,0.359021,0.000000,1.584350,0.655725,0.224444,0,same_bs
20,online_dqn,1,25,25,0,0,0,0.466523,0.359021,0.359021,0.000000,1.584350,0.655725,0.224444,0,same_bs
20,online_dqn,1,26,20,0,0,0,0.466525,0.359021,0.359021,0.000000,1.584349,0.655725,0.224445,0,same_bs
20,online_dqn,1,27,33,0,0,0,0.466645,0.359021,0.359021,0.000000,1.584322,0.655755,0.224480,0,same_bs
20,online_dqn,1,28,36,0,0,0,0.466647,0.359021,0.359021,0.000000,1.584322,0.655755,0.224481,0,same_bs
20,online_dqn,1,29,27,0,0,0,0.466659,0.359021,0.359021,0.000000,1.584319,0.655758,0.224484,0,same_bs
20,online_dqn,1,30,30,0,0,0,0.466797,0.359021,0.359021,0.000000,1.584288,0.655792,0.224525,0,same_bs
20,online_dqn,1,31,56,1,1,2,0.466926,0.359021,0.359021,0.822306,0.944936,0.265820,1.088125,1,
20,online_dqn,2,0,9,2,2,0,0.080468,0.360866,0.360866,0.505481,1.223484,0.652541,0.718003,1,
20,online_dqn,2,1,3,2,2,0,0.080593,0.360866,0.360866,0.458989,1.217152,0.607089,0.758163,1,
20,online_dqn,2,2,77,2,2,0,0.080602,0.360866,0.360866,0.413086,1.210984,0.561882,0.797898,1,
20,online_dqn,2,3,11,2,2,0,0.080732,0.360866,0.360866,0.366195,1.206803,0.527908,0.840608,1,
20,online_dqn,2,4,72,0,0,2,0.124047,0.360866,0.360866,0.281643,1.034351,0.161109,1.315994,1,
