seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,applied,skip_reason
23,online_dqn,1,0,20,2,2,1,0.084147,0.279119,0.279119,0.221769,1.889261,1.991973,1.770204,1,
23,online_dqn,1,1,72,2,2,1,0.084418,0.279119,0.279119,0.261538,1.900272,1.992926,1.731388,1,
23,online_dqn,1,2,1,2,2,1,0.084430,0.279119,0.279119,0.301418,1.911206,1.993931,1.692513,1,
23,online_dqn,1,3,12,2,2,1,0.094940,0.279119,0.279119,0.336854,1.925353,1.992884,1.656030,1,
23,online_dqn,1,4,56,2,2,1,0.109562,0.279119,0.279119,0.370547,1.940759,1.991031,1.620484,1,
23,online_dqn,1,5,4,2,2,1,0.109695,0.279119,0.279119,0.410375,1.951730,1.992012,1.581636,1,
23,online_dqn,1,6,31,2,2,1,0.124181,0.279119,0.279119,0.444127,1.967093,1.990186,1.546059,1,
23,online_dqn,1,7,55,2,2,1,0.124317,0.279119,0.279119,0.476334,1.982095,1.983738,1.507404,1,
23,online_dqn,1,8,32,2,2,0,0.124318,0.279119,0.279119,0.528754,1.997494,1.976505,1.468739,1,
23,online_dqn,1,9,46,2,2,0,0.129226,0.279119,0.279119,0.540269,1.996481,1.972829,1.456212,1,
23,online_dqn,1,10,54,2,2,0,0.130330,0.279119,0.279119,0.545209,1.991605,1.970791,1.446396,1,
23,online_dqn,1,11,65,2,2,0,0.130597,0.279119,0.279119,0.550435,1.986605,1.968919,1.436170,1,
23,online_dqn,1,12,68,2,2,0,0.130597,0.279119,0.279119,0.555752,1.981565,1.967102,1.425814,1,
23,online_dqn,1,13,51,1,1,0,0.157650,0.279119,0.279119,1.531804,2.142466,0.610662,0.949951,1,
23,online_dqn,1,14,58,1,1,0,0.157787,0.279119,0.279119,1.379936,2.056293,0.676357,0.924540,1,
23,online_dqn,2,0,9,1,1,2,0.126773,0.336334,0.336334,1.014714,1.096104,0.525991,1.540706,1,
23,online_dqn,2,1,8,1,1,2,0.127044,0.336334,0.336334,0.886226,1.006079,0.600816,1.487042,1,
23,online_dqn,2,2,3,1,1,2,0.127584,0.336334,0.336334,0.766384,0.930186,0.681719,1.448103,1,
23,online_dqn,2,3,33,1,1,2,0.128411,0.336334,0.336334,0.646775,0.854030,0.762545,1.409321,1,
23,online_dqn,2,4,19,1,1,2,0.128823,0.336334,0.336334,0.560170,0.825293,0.813130,1.373300,1,
23,online_dqn,2,5,23,1,1,2,0.128826,0.336334,0.336334,0.497948,0.839279,0.838960,1.336908,1,
23,online_dqn,2,6,35,1,1,2,0.129779,0.336334,0.336334,0.430703,0.870471,0.866052,1.296755,1,
23,online_dqn,2,7,47,1,1,2,0.129914,0.336334,0.336334,0.378165,0.897199,0.883294,1.261459,1,
23,online_dqn,2,8,4,1,1,2,0.131271,0.336334,0.336334,0.357917,0.924510,0.873801,1.231718,1,
23,online_dqn,2,9,73,1,1,2,0.131281,0.336334,0.336334,0.342731,0.969990,0.863310,1.206041,1,
23,online_dqn,2,10,52,1,1,2,0.131555,0.336334,0.336334,0.375222,0.997017,0.829697,1.204919,1,
23,online_dqn,2,11,12,1,1,2,0.131686,0.336334,0.336334,0.407222,1.022765,0.796403,1.203626,1,
23,online_dqn,2,12,20,1,1,2,0.131693,0.336334,0.336334,0.469232,1.052555,0.750565,1.219796,1,
23,online_dqn,2,13,31,1,1,2,0.131696,0.336334,0.336334,0.541417,1.076834,0.701465,1.242883,1,
23,online_dqn,2,14,55,1,1,2,0.134972,0.336334,0.336334,0.603879,1.097155,0.656412,1.260292,1,
23,online_dqn,3,0,52,2,2,2,0.106137,0.323552,0.323552,0.000000,1.636036,-0.402022,1.774842,0,same_bs
23,online_dqn,3,1,47,2,2,2,0.106142,0.323552,0.323552,0.000000,1.636033,-0.402026,1.774847,0,same_bs
23,online_dqn,3,2,33,2,2,2,0.106142,0.323552,0.323552,0.000000,1.636033,-0.402026,1.774847,0,same_bs
23,online_dqn,3,3,35,2,2,2,0.106145,0.323552,0.323552,0.000000,1.636031,-0.402028,1.774849,0,same_bs
23,online_dqn,3,4,73,2,2,2,0.106146,0.323552,0.323552,0.000000,1.636031,-0.402029,1.774851,0,same_bs
23,online_dqn,3,5,3,2,2,2,0.106422,0.323552,0.323552,0.000000,1.635867,-0.402229,1.775101,0,same_bs
23,online_dqn,3,6,12,2,2,2,0.108472,0.323552,0.323552,0.000000,1.634652,-0.403711,1.776961,0,same_bs
23,online_dqn,3,7,31,2,2,2,0.110521,0.323552,0.323552,0.000000,1.633437,-0.405193,1.778821,0,same_bs
23,online_dqn,3,8,55,2,2,2,0.110655,0.323552,0.323552,0.000000,1.633358,-0.405289,1.778942,0,same_bs
23,online_dqn,3,9,20,2,2,2,0.110791,0.323552,0.323552,0.000000,1.633278,-0.405389,1.779066,0,same_bs
23,online_dqn,3,10,4,2,2,2,0.111063,0.323552,0.323552,0.000000,1.633116,-0.405585,1.779312,0,same_bs
