seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,applied,skip_reason
21,online_dqn,1,0,40,2,2,2,0.070625,0.295769,0.295769,0.000000,0.952905,0.612245,1.410669,0,same_bs
21,online_dqn,1,1,5,2,2,2,0.070758,0.295769,0.295769,0.000000,0.952935,0.612265,1.410661,0,same_bs
21,online_dqn,1,2,45,2,2,2,0.070765,0.295769,0.295769,0.000000,0.952936,0.612266,1.410660,0,same_bs
21,online_dqn,1,3,6,2,2,2,0.070897,0.295769,0.295769,0.000000,0.952966,0.612287,1.410652,0,same_bs
21,online_dqn,1,4,46,2,2,2,0.071032,0.295769,0.295769,0.000000,0.952996,0.612309,1.410645,0,same_bs
21,online_dqn,1,5,69,2,2,2,0.071037,0.295769,0.295769,0.000000,0.952997,0.612310,1.410645,0,same_bs
21,online_dqn,1,6,49,2,2,2,0.085650,0.295769,0.295769,0.000000,0.956287,0.614613,1.409783,0,same_bs
21,online_dqn,1,7,17,2,2,2,0.099315,0.295769,0.295769,0.000000,0.962668,0.615591,1.407841,0,same_bs
21,online_dqn,1,8,76,2,2,0,0.106561,0.295769,0.295769,-0.438779,0.967526,0.615584,1.406305,1,
21,online_dqn,1,9,70,2,2,2,0.106561,0.295769,0.295769,0.000000,0.975646,0.623065,1.364279,0,same_bs
21,online_dqn,1,10,30,2,2,2,0.106695,0.295769,0.295769,0.000000,0.975737,0.623064,1.364250,0,same_bs
21,online_dqn,1,11,77,1,1,0,0.247394,0.295769,0.295769,0.370450,1.248506,0.878056,0.727711,1,
21,online_dqn,1,12,65,1,1,0,0.271855,0.295769,0.295769,0.478206,1.274822,0.796616,0.771437,1,
21,online_dqn,1,13,34,1,1,0,0.271980,0.295769,0.295769,0.611671,1.314957,0.703285,0.806592,1,
21,online_dqn,1,14,41,1,1,0,0.271999,0.295769,0.295769,0.764781,1.380181,0.615400,0.823390,1,
21,online_dqn,1,15,28,1,1,0,0.294663,0.295769,0.295769,0.902193,1.443088,0.540895,0.840449,1,
21,online_dqn,1,16,15,1,1,0,0.305590,0.295769,0.295769,1.047740,1.507195,0.459455,0.857373,1,
21,online_dqn,1,17,27,1,1,0,0.305591,0.295769,0.295769,1.200862,1.572421,0.371560,0.874170,1,
21,online_dqn,1,18,14,1,1,0,0.305601,0.295769,0.295769,1.353979,1.637647,0.283669,0.890968,1,
21,online_dqn,1,19,59,1,1,0,0.305737,0.295769,0.295769,1.505325,1.702029,0.196703,0.908518,1,
21,online_dqn,1,20,51,1,1,0,0.305738,0.295769,0.295769,1.633576,1.755455,0.121880,0.932462,1,
21,online_dqn,1,21,39,1,1,0,0.305742,0.295769,0.295769,1.741461,1.804332,0.062872,0.946726,1,
21,online_dqn,1,22,43,1,1,0,0.305743,0.295769,0.295769,1.872491,1.867731,-0.004760,0.971617,1,
21,online_dqn,1,23,35,2,2,2,0.346822,0.295769,0.295769,0.000000,0.727707,0.676717,1.521094,0,same_bs
21,online_dqn,1,24,54,2,2,2,0.346822,0.295769,0.295769,0.000000,0.727707,0.676717,1.521094,0,same_bs
21,online_dqn,1,25,66,2,2,2,0.346822,0.295769,0.295769,0.000000,0.727707,0.676717,1.521094,0,same_bs
21,online_dqn,1,26,23,2,2,2,0.346822,0.295769,0.295769,0.000000,0.727707,0.676717,1.521094,0,same_bs
21,online_dqn,1,27,64,2,2,2,0.346822,0.295769,0.295769,0.000000,0.727707,0.676717,1.521094,0,same_bs
21,online_dqn,1,28,62,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,29,37,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,30,22,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,31,19,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,32,13,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,33,50,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,34,78,0,0,0,0.418848,0.295769,0.295769,0.000000,1.260876,0.687695,0.904778,0,same_bs
21,online_dqn,1,35,38,2,2,2,0.462885,0.295769,0.295769,0.000000,0.997237,0.649444,1.315573,0,same_bs
