seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,applied,skip_reason
1,online_dqn,1,0,9,2,2,0,0.109835,0.324643,0.324643,3.187389,-4.541205,-7.936242,-7.728595,1,
1,online_dqn,1,1,14,2,2,0,0.110385,0.324643,0.324643,3.113052,-4.607717,-7.857090,-7.720769,1,
1,online_dqn,1,2,79,1,1,0,0.115431,0.324643,0.324643,0.370540,-4.680606,-5.051146,-6.948030,1,
1,online_dqn,1,3,65,1,1,0,0.115709,0.324643,0.324643,0.200619,-4.754624,-4.955243,-6.975666,1,
1,online_dqn,1,4,46,1,1,0,0.127597,0.324643,0.324643,0.027855,-4.829964,-4.857819,-6.998337,1,
1,online_dqn,1,5,33,1,1,1,0.133731,0.324643,0.324643,0.000000,-4.906237,-4.760146,-7.021436,0,same_bs
1,online_dqn,1,6,53,1,1,0,0.137158,0.324643,0.324643,-0.145435,-4.905701,-4.760266,-7.021181,1,
1,online_dqn,1,7,31,1,1,1,0.154087,0.324643,0.324643,0.000000,-4.980324,-4.662930,-7.043486,0,same_bs
1,online_dqn,1,8,2,1,1,1,0.155873,0.324643,0.324643,0.000000,-4.980045,-4.662994,-7.043356,0,same_bs
1,online_dqn,1,9,78,2,2,0,0.157511,0.324643,0.324643,2.916465,-4.842170,-7.542707,-7.758635,1,
1,online_dqn,1,10,47,2,2,0,0.157513,0.324643,0.324643,2.839794,-4.908102,-7.463722,-7.747895,1,
1,online_dqn,2,0,43,2,2,0,0.114888,0.480146,0.480146,3.273108,-3.651913,-6.601123,-6.925021,1,
1,online_dqn,2,1,3,1,1,0,0.167486,0.480146,0.480146,2.883054,-3.702854,-6.585908,-6.930609,1,
1,online_dqn,2,2,20,1,1,0,0.170350,0.480146,0.480146,2.745976,-3.757915,-6.503891,-6.958207,1,
1,online_dqn,2,3,31,1,1,0,0.170351,0.480146,0.480146,2.617052,-3.808740,-6.425792,-6.990539,1,
1,online_dqn,2,4,2,1,1,1,0.170354,0.480146,0.480146,0.000000,-3.852101,-6.354257,-7.029843,0,same_bs
1,online_dqn,2,5,51,1,1,0,0.170355,0.480146,0.480146,2.502157,-3.852100,-6.354257,-7.029843,1,
1,online_dqn,2,6,33,1,1,0,0.170356,0.480146,0.480146,2.387181,-3.895555,-6.282736,-7.069126,1,
1,online_dqn,2,7,75,1,1,1,0.170359,0.480146,0.480146,0.000000,-3.936787,-6.213337,-7.109140,0,same_bs
1,online_dqn,2,8,49,1,1,0,0.170359,0.480146,0.480146,2.276550,-3.936787,-6.213337,-7.109140,1,
1,online_dqn,2,9,39,1,1,0,0.170360,0.480146,0.480146,2.171730,-3.975037,-6.146767,-7.150137,1,
1,online_dqn,3,0,69,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,1,56,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,2,50,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,3,13,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,4,19,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,5,48,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,6,21,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,7,44,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,8,36,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,9,34,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,10,32,0,0,0,0.361991,0.605908,0.605908,0.000000,-4.203973,-6.741949,-7.007164,0,same_bs
1,online_dqn,3,11,14,0,0,0,0.443710,0.605908,0.605908,0.000000,-4.090204,-6.734299,-6.921416,0,same_bs
1,online_dqn,3,12,3,0,0,0,0.449585,0.605908,0.605908,0.000000,-4.089190,-6.734695,-6.920593,0,same_bs
1,online_dqn,3,13,79,0,0,2,0.449588,0.605908,0.605908,-2.831403,-4.089191,-6.734696,-6.920594,1,
1,online_dqn,3,14,78,0,0,0,0.449588,0.605908,0.605908,0.000000,-4.106156,-6.711948,-6.875413,0,same_bs
1,online_dqn,3,15,20,0,0,0,0.449589,0.605908,0.605908,0.000000,-4.106156,-6.711947,-6.875413,0,same_bs
1,online_dqn,3,16,9,0,0,1,0.449715,0.605908,0.605908,-2.605821,-4.106134,-6.711956,-6.875396,1,
1,online_dqn,3,17,65,0,0,0,0.449861,0.605908,0.605908,0.000000,-4.120491,-6.714603,-6.843743,0,same_bs
1,online_dqn,3,18,53,0,0,0,0.449861,0.605908,0.605908,0.000000,-4.120491,-6.714603,-6.843743,0,same_bs
1,online_dqn,3,19,46,0,0,0,0.449861,0.605908,0.605908,0.000000,-4.120491,-6.714603,-6.843743,0,same_bs
1,online_dqn,3,20,80,0,0,0,0.449862,0.605908,0.605908,0.000000,-4.120491,-6.714603,-6.843743,0,same_bs
1,online_dqn,3,21,47,0,0,0,0.449863,0.605908,0.605908,0.000000,-4.120491,-6.714604,-6.843743,0,same_bs
1,online_dqn,3,22,49,0,0,0,0.449865,0.605908,0.605908,0.000000,-4.120490,-6.714605,-6.843743,0,same_bs
1,online_dqn,3,23,41,0,0,1,0.449866,0.605908,0.605908,-2.594112,-4.120492,-6.714604,-6.843742,1,
1,online_dqn,3,24,33,0,0,0,0.449866,0.605908,0.605908,0.000000,-4.130389,-6.721774,-6.815276,0,same_bs
1,online_dqn,3,25,51,0,0,0,0.449866,0.605908,0.605908,0.000000,-4.130389,-6.721774,-6.815276,0,same_bs
1,online_dqn,3,26,31,0,0,0,0.449868,0.605908,0.605908,0.000000,-4.130389,-6.721774,-6.815276,0,same_bs
1,online_dqn,3,27,39,0,0,0,0.449868,0.605908,0.605908,0.000000,-4.130389,-6.721774,-6.815276,0,same_bs
1,online_dqn,3,28,55,0,0,0,0.449869,0.605908,0.605908,0.000000,-4.130390,-6.721774,-6.815276,0,same_bs
1,online_dqn,3,29,28,0,0,0,0.449871,0.605908,0.605908,0.000000,-4.130388,-6.721773,-6.815276,0,same_bs
1,online_dqn,3,30,63,0,0,0,0.449874,0.605908,0.605908,0.000000,-4.130388,-6.721774,-6.815274,0,same_bs
1,online_dqn,3,31,68,0,0,0,0.449875,0.605908,0.605908,0.000000,-4.130389,-6.721774,-6.815275,0,same_bs
1,online_dqn,3,32,75,1,1,0,0.478013,0.605908,0.605908,2.337431,-4.003458,-6.340889,-6.465259,1,
1,online_dqn,3,33,2,1,1,0,0.484564,0.605908,0.605908,2.226554,-4.028498,-6.255052,-6.507684,1,
1,online_dqn,3,34,5,1,1,0,0.485240,0.605908,0.605908,2.116715,-4.049124,-6.165839,-6.552768,1,
1,online_dqn,3,35,43,0,0,0,0.489752,0.605908,0.605908,0.000000,-4.087820,-6.706452,-6.917674,0,same_bs
1,online_dqn,3,36,37,1,1,0,0.539326,0.605908,0.605908,1.971533,-4.143237,-6.114770,-6.728792,1,
1,online_dqn,3,37,64,1,1,2,0.539326,0.605908,0.605908,-0.743868,-4.153802,-6.037622,-6.781490,1,
1,online_dqn,4,0,79,2,2,0,0.171589,0.587788,0.587788,2.766296,-3.983471,-5.883431,-6.749767,1,
1,online_dqn,4,1,32,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,2,48,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,3,50,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,4,44,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,5,37,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,6,36,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,7,34,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,8,56,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,9,21,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,10,19,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,11,69,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,12,13,0,0,0,0.362539,0.587788,0.587788,0.000000,-4.185174,-6.612034,-7.193602,0,same_bs
1,online_dqn,4,13,80,0,0,0,0.443292,0.587788,0.587788,0.000000,-4.076071,-6.617771,-7.112720,0,same_bs
1,online_dqn,4,14,51,0,0,0,0.443308,0.587788,0.587788,0.000000,-4.076067,-6.617773,-7.112719,0,same_bs
1,online_dqn,4,15,68,0,0,0,0.447811,0.587788,0.587788,0.000000,-4.075298,-6.618124,-7.112146,0,same_bs
1,online_dqn,4,16,49,0,0,0,0.447957,0.587788,0.587788,0.000000,-4.075273,-6.618135,-7.112129,0,same_bs
