seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,applied,skip_reason
1,online_dqn,1,0,9,2,2,2,0.109835,0.324643,0.324643,0.000000,-2.045914,3.775313,13.364943,0,same_bs
1,online_dqn,1,1,14,2,2,2,0.110385,0.324643,0.324643,0.000000,-2.045960,3.775262,13.364937,0,same_bs
1,online_dqn,1,2,79,1,1,2,0.115431,0.324643,0.324643,2.063512,-1.662736,3.326453,5.389965,1,
1,online_dqn,1,3,65,1,1,2,0.115709,0.324643,0.324643,2.078909,-1.645963,3.291242,5.370151,1,
1,online_dqn,1,4,46,1,1,2,0.127597,0.324643,0.324643,2.088668,-1.625460,3.252440,5.341109,1,
1,online_dqn,1,5,33,1,1,2,0.133731,0.324643,0.324643,2.096747,-1.603886,3.215501,5.312248,1,
1,online_dqn,1,6,53,1,1,2,0.137158,0.324643,0.324643,2.104325,-1.582250,3.179950,5.284275,1,
1,online_dqn,1,7,31,1,1,2,0.154087,0.324643,0.324643,2.132085,-1.552267,3.140598,5.272684,1,
1,online_dqn,1,8,2,1,1,0,0.155873,0.324643,0.324643,-4.617139,-1.512371,3.104767,5.268161,1,
1,online_dqn,1,9,78,2,2,2,0.157511,0.324643,0.324643,0.000000,-2.271636,4.083904,13.365839,0,same_bs
1,online_dqn,1,10,47,2,2,2,0.157513,0.324643,0.324643,0.000000,-2.271637,4.083904,13.365838,0,same_bs
1,online_dqn,1,11,43,2,2,2,0.157652,0.324643,0.324643,0.000000,-2.271649,4.083888,13.365839,0,same_bs
1,online_dqn,1,12,51,1,1,2,0.163527,0.324643,0.324643,2.195907,-1.473834,3.066966,5.262873,1,
1,online_dqn,2,0,79,2,2,2,0.063111,0.270154,0.270154,0.000000,-1.188181,2.774091,4.216551,0,same_bs
1,online_dqn,2,1,65,2,2,2,0.063114,0.270154,0.270154,0.000000,-1.188182,2.774089,4.216551,0,same_bs
1,online_dqn,2,2,46,2,2,2,0.063115,0.270154,0.270154,0.000000,-1.188182,2.774089,4.216551,0,same_bs
1,online_dqn,2,3,14,2,2,2,0.063117,0.270154,0.270154,0.000000,-1.188182,2.774089,4.216550,0,same_bs
1,online_dqn,2,4,53,2,2,2,0.063117,0.270154,0.270154,0.000000,-1.188182,2.774088,4.216550,0,same_bs
1,online_dqn,2,5,51,2,2,2,0.063117,0.270154,0.270154,0.000000,-1.188182,2.774088,4.216550,0,same_bs
1,online_dqn,2,6,43,2,2,2,0.063119,0.270154,0.270154,0.000000,-1.188182,2.774088,4.216550,0,same_bs
1,online_dqn,2,7,9,2,2,2,0.063249,0.270154,0.270154,0.000000,-1.188210,2.774048,4.216539,0,same_bs
1,online_dqn,2,8,31,2,2,2,0.063255,0.270154,0.270154,0.000000,-1.188212,2.774047,4.216539,0,same_bs
1,online_dqn,2,9,33,2,2,2,0.063257,0.270154,0.270154,0.000000,-1.188212,2.774046,4.216539,0,same_bs
1,online_dqn,2,10,78,2,2,2,0.063390,0.270154,0.270154,0.000000,-1.188241,2.774006,4.216528,0,same_bs
1,online_dqn,2,11,47,2,2,2,0.063392,0.270154,0.270154,0.000000,-1.188241,2.774005,4.216528,0,same_bs
1,online_dqn,2,12,75,1,1,0,0.234970,0.270154,0.270154,-4.242811,-1.406310,2.836501,4.788520,1,
1,online_dqn,2,13,5,1,1,2,0.235109,0.270154,0.270154,1.982035,-1.365711,2.802062,4.784097,1,
1,online_dqn,2,14,3,1,1,2,0.235123,0.270154,0.270154,2.011507,-1.324263,2.768648,4.780155,1,
1,online_dqn,2,15,20,1,1,2,0.235245,0.270154,0.270154,2.041008,-1.282840,2.735195,4.776203,1,
1,online_dqn,2,16,49,1,1,2,0.235380,0.270154,0.270154,2.085307,-1.240667,2.703447,4.788754,1,
1,online_dqn,2,17,39,1,1,2,0.235382,0.270154,0.270154,2.135373,-1.193392,2.670415,4.805788,1,
1,online_dqn,2,18,32,0,0,2,0.472441,0.270154,0.270154,6.453807,-1.136589,2.751353,5.317218,1,
1,online_dqn,2,19,69,0,0,2,0.472441,0.270154,0.270154,6.431441,-1.103502,2.720857,5.327939,1,
