seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,applied,skip_reason
1002,online_dqn,1,0,34,2,2,1,0.066936,0.272585,0.297772,1.681365,-3.130119,-2.175774,-3.857138,0,30,22,28,93.833300,78.500000,128.167000,0.693011,0.367770,0.082701,0.027141,0.025187,0.010164,0.025187,1,
1002,online_dqn,2,0,64,2,2,0,0.061342,0.252840,0.273877,1.818900,-1.657678,-2.426412,-3.476578,0,30,23,27,97.000000,81.333300,57.666700,0.682882,0.349477,0.061520,0.021037,0.019179,0.002184,0.021037,1,
1002,online_dqn,3,0,53,2,2,0,0.057098,0.256186,0.278104,1.857946,-1.619291,-2.397092,-3.477237,0,31,23,26,95.166700,80.833300,56.166700,0.641431,0.349232,0.058168,0.021918,0.020141,0.001795,0.021918,1,
1002,online_dqn,4,0,29,2,2,0,0.059151,0.271942,0.295572,1.591198,-1.726647,-2.449755,-3.317845,0,32,23,25,95.333300,80.333300,57.666700,0.578979,0.337612,0.059794,0.023630,0.021763,0.002227,0.023630,1,
