seed,method,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,applied,skip_reason
2,online_dqn,1,0,23,2,2,0,0.060239,0.278119,0.278119,-0.493736,-4.552007,-4.374540,-4.058271,1,
2,online_dqn,1,1,16,2,2,2,0.060790,0.278119,0.278119,0.000000,-4.599975,-4.318814,-4.094968,0,same_bs
2,online_dqn,1,2,26,2,2,2,0.060790,0.278119,0.278119,0.000000,-4.599975,-4.318814,-4.094969,0,same_bs
2,online_dqn,1,3,59,2,2,0,0.072802,0.278119,0.278119,-0.502771,-4.597974,-4.320979,-4.095203,1,
2,online_dqn,1,4,52,2,2,2,0.072802,0.278119,0.278119,0.000000,-4.645939,-4.265140,-4.131859,0,same_bs
2,online_dqn,1,5,9,2,2,2,0.072813,0.278119,0.278119,0.000000,-4.645938,-4.265141,-4.131859,0,same_bs
2,online_dqn,1,6,17,2,2,2,0.073081,0.278119,0.278119,0.000000,-4.645894,-4.265191,-4.131865,0,same_bs
2,online_dqn,1,7,45,2,2,2,0.084829,0.278119,0.278119,0.000000,-4.643935,-4.267308,-4.132092,0,same_bs
2,online_dqn,1,8,29,2,2,2,0.084969,0.278119,0.278119,0.000000,-4.643911,-4.267334,-4.132095,0,same_bs
2,online_dqn,1,9,79,2,2,2,0.090979,0.278119,0.278119,0.000000,-4.642909,-4.268417,-4.132211,0,same_bs
2,online_dqn,1,10,22,2,2,0,0.090980,0.278119,0.278119,-0.510697,-4.642908,-4.268417,-4.132211,1,
2,online_dqn,1,11,74,2,2,2,0.091112,0.278119,0.278119,0.000000,-4.690747,-4.212592,-4.168839,0,same_bs
2,online_dqn,1,12,70,2,2,2,0.091114,0.278119,0.278119,0.000000,-4.690747,-4.212594,-4.168840,0,same_bs
2,online_dqn,1,13,64,2,2,2,0.274599,0.278119,0.278119,0.000000,-4.712223,-4.184098,-4.168900,0,same_bs
2,online_dqn,1,14,78,2,2,2,0.274599,0.278119,0.278119,0.000000,-4.712223,-4.184098,-4.168900,0,same_bs
2,online_dqn,1,15,24,2,2,2,0.274599,0.278119,0.278119,0.000000,-4.712223,-4.184098,-4.168900,0,same_bs
2,online_dqn,1,16,42,2,2,1,0.274599,0.278119,0.278119,-0.015199,-4.712223,-4.184098,-4.168900,1,
2,online_dqn,1,17,3,2,2,0,0.274599,0.278119,0.278119,-0.525901,-4.707201,-4.177285,-4.181300,1,
2,online_dqn,1,18,18,2,2,1,0.274599,0.278119,0.278119,0.097091,-4.756387,-4.120773,-4.217865,1,
2,online_dqn,1,19,14,2,2,1,0.274599,0.278119,0.278119,0.115930,-4.752171,-4.113090,-4.229020,1,
2,online_dqn,1,20,5,2,2,1,0.274599,0.278119,0.278119,0.144691,-4.750613,-4.099412,-4.244103,1,
2,online_dqn,2,0,16,2,2,1,0.046308,0.251156,0.251156,0.791446,-3.802408,-3.206849,-3.998295,1,
2,online_dqn,2,1,17,2,2,1,0.046308,0.251156,0.251156,0.792731,-3.786650,-3.205648,-3.998379,1,
2,online_dqn,2,2,26,2,2,1,0.046314,0.251156,0.251156,0.808223,-3.772872,-3.193740,-4.001963,1,
2,online_dqn,2,3,79,2,2,1,0.046578,0.251156,0.251156,0.831235,-3.763491,-3.181670,-4.012905,1,
2,online_dqn,2,4,70,2,2,1,0.046581,0.251156,0.251156,0.854494,-3.754025,-3.169506,-4.024000,1,
2,online_dqn,2,5,52,2,2,1,0.046582,0.251156,0.251156,0.877969,-3.744414,-3.157251,-4.035220,1,
2,online_dqn,2,6,74,2,2,1,0.046584,0.251156,0.251156,0.901834,-3.734751,-3.145400,-4.047234,1,
2,online_dqn,2,7,9,2,2,0,0.046586,0.251156,0.251156,0.331655,-3.734446,-3.136948,-4.066101,1,
