seed,method,cycle_id,ue_id,previous_bs_id,current_bs_id,app_type,tp_mbps,rtt_ms,satisfaction,num_users_on_current_bs,harmonic_mean,num_unsatisfied_users,target_ue_flag,action_selected_bs_id,switch_flag,h_after_estimated,reward,measurement_valid
20,online_dqn,1,1,0,0,3,0.000000,96.500000,1.036269,31,0.359021,54,0,0,0,0.359021,0.000000,1
20,online_dqn,1,2,0,0,2,3.614210,96.500000,0.451776,31,0.359021,54,0,0,0,0.359021,0.000000,1
20,online_dqn,1,3,2,2,2,0.899458,101.167000,0.112432,19,0.359021,54,0,2,0,0.359021,0.000000,1
20,online_dqn,1,4,1,1,2,2.404361,85.666700,0.300545,30,0.359021,54,0,0,1,0.359021,0.000000,1
20,online_dqn,1,5,1,1,4,0.000000,85.666700,0.466926,30,0.359021,54,0,1,0,0.359021,0.000000,1
20,online_dqn,1,6,0,0,2,3.751813,96.500000,0.468977,31,0.359021,54,0,0,0,0.359021,0.000000,1
20,online_dqn,1,7,0,0,3,0.000000,96.500000,1.036269,31,0.359021,54,0,0,0,0.359021,0.000000,1
20,online_dqn,1,8,2,2,2,0.979246,101.167000,0.122406,19,0.359021,54,0,0,1,0.359021,0.000000,1
20,online_dqn,1,9,2,2,2,0.753034,101.167000,0.094129,19,0.359021,54,0,2,0,0.359021,0.000000,1
20,online_dqn,1,10,1,1,2,2.404313,85.666700,0.300539,30,0.359021,54,0,0,1,0.359021,0.000000,1
20,online_dqn,1,11,1,1,2,2.405455,85.666700,0.300682,30,0.359021,54,0,2,1,0.359021,0.000000,1
20,online_dqn,1,12,0,0,2,3.732187,96.500000,0.466523,31,0.359021,54,0,0,0,0.359021,0.000000,1
20,online_dqn,1,13,2,2,1,1.718546,101.167000,0.572849,19,0.359021,54,0,2,0,0.359021,0.000000,1
20,online_dqn,1,14,2,2,1,2.152462,101.167000,0.717487,19,0.359021,54,0,2,0,0.359021,0.000000,1
20,online_dqn,1,15,1,1,3,0.000000,85.666700,1.167315,30,0.359021,54,0,1,0,0.359021,0.000000,1
20,online_dqn,1,16,2,2,1,2.046225,101.167000,0.682075,19,0.359021,54,0,2,0,0.359021,0.000000,1
20,online_dqn,1,17,2,2,4,0.000000,101.167000,0.395386,19,0.359021,54,0,2,0,0.359021,0.000000,1
20,online_dqn,1,18,2,2,3,0.000000,101.167000,0.988465,19,0.359021,54,0,2,0,0.359021,0.000000,1
