seed,method,max_switches,cycle_id,step_id,target_ue_id,previous_bs_id,current_bs_id,selected_bs_id,satisfaction_before,harmonic_mean_before,harmonic_mean_after_estimated,advantage,q_bs0,q_bs1,q_bs2,candidate_type,num_users_ap0,num_users_ap1,num_users_ap2,monitor_rtt_ap0,monitor_rtt_ap1,monitor_rtt_ap2,estimated_satisfaction_if_ap0,estimated_satisfaction_if_ap1,estimated_satisfaction_if_ap2,estimated_h_delta_if_ap0,estimated_h_delta_if_ap1,estimated_h_delta_if_ap2,selected_estimated_h_delta,h_before_step_estimated,h_after_step_estimated,estimated_marginal_delta,target_satisfaction_before,target_satisfaction_after_estimated,target_satisfaction_delta_estimated,effective_max_switches,applied_switches_in_cycle,remaining_switch_budget,k_schedule_type,k_max,k_min,k_decay_rate,stop_action_flag,q_stop,applied,skip_reason
1003,centralized_dqn,80,1,0,31,1,1,0,0.346431,0.339591,0.340371,0.000000,0.000000,0.000000,0.000000,-1,28,25,27,98.666700,80.500000,66.833300,0.459890,0.344727,0.108132,0.000580,0.000000,-0.014016,0.000580,0.339791,0.340371,0.000580,0.346431,0.459890,0.113458,80,0,80,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,1,1,2,2,0,1.496260,0.339591,0.344866,0.000000,0.000000,0.000000,0.000000,-1,29,24,27,98.666700,80.500000,66.833300,1.013513,1.242236,1.496260,0.004495,0.005362,0.000000,0.004495,0.340371,0.344866,0.004495,1.496260,1.013513,-0.482747,80,1,79,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,2,32,2,2,0,0.762327,0.339591,0.350258,0.000000,0.000000,0.000000,0.000000,-1,30,24,26,98.666700,80.500000,66.833300,0.984969,1.142231,0.798626,0.005392,0.006221,0.000000,0.005392,0.344866,0.350258,0.005392,0.762327,0.984969,0.222641,80,2,78,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,3,19,2,2,0,0.112301,0.339591,0.364343,0.000000,0.000000,0.000000,0.000000,-1,31,24,25,98.666700,80.500000,66.833300,0.416775,0.344940,0.121095,0.014085,0.013974,0.000000,0.014085,0.350258,0.364343,0.014085,0.112301,0.416775,0.304474,80,3,77,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,4,9,2,2,0,0.598504,0.339591,0.367861,0.000000,0.000000,0.000000,0.000000,-1,32,24,24,98.666700,80.500000,66.833300,0.405405,0.496894,0.598504,0.003518,0.005153,0.000000,0.003518,0.364343,0.367861,0.003518,0.598504,0.405405,-0.193099,80,4,76,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,5,4,2,2,0,0.112289,0.339591,0.381207,0.000000,0.000000,0.000000,0.000000,-1,33,24,23,98.666700,80.500000,66.833300,0.392259,0.344940,0.131626,0.013346,0.013633,0.000000,0.013346,0.367861,0.381207,0.013346,0.112289,0.392259,0.279970,80,5,75,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,6,49,2,2,0,0.112150,0.339591,0.393977,0.000000,0.000000,0.000000,0.000000,-1,34,24,22,98.666700,80.500000,66.833300,0.381051,0.344940,0.137622,0.012770,0.013369,0.000000,0.012770,0.381207,0.393977,0.012770,0.112150,0.381051,0.268901,80,6,74,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,7,17,2,2,0,0.112297,0.339591,0.405957,0.000000,0.000000,0.000000,0.000000,-1,35,24,21,98.666700,80.500000,66.833300,0.370467,0.344940,0.144161,0.011980,0.012926,0.000000,0.011980,0.393977,0.405957,0.011980,0.112297,0.370467,0.258170,80,7,73,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,8,65,2,2,0,0.598504,0.339591,0.407787,0.000000,0.000000,0.000000,0.000000,-1,36,24,20,98.666700,80.500000,66.833300,0.405405,0.496894,0.598504,0.001830,0.004312,0.000000,0.001830,0.405957,0.407787,0.001830,0.598504,0.405405,-0.193099,80,8,72,fixed,80,1,1,0,0.000000,1,
1003,centralized_dqn,80,1,9,29,2,2,0,0.112016,0.339591,0.417961,0.000000,0.000000,0.000000,0.000000,-1,37,24,19,98.666700,80.500000,66.833300,0.350968,0.344940,0.159366,0.010174,0.011670,0.000000,0.010174,0.407787,0.417961,0.010174,0.112016,0.350968,0.238952,80,9,71,fixed,80,1,1,0,0.000000,1,
